radius,%_gp_captured,%_img_covered,LCPI,total_gp
100,0.18518518518518517,0.2634615661619878,0.7028925997931902,81
160,0.345679012345679,0.5160790187312241,0.669817992592545,81
220,0.6666666666666666,0.7268361831317051,0.9172172246491813,81
280,0.8024691358024691,0.8626122815182724,0.930277893087789,81
340,0.9259259259259259,0.9411713178212832,0.9838016824283927,81
400,0.9629629629629629,0.9778874337396637,0.9847380483051856,81
460,1.0,0.9956790745011087,1.0043396769195498,81
520,1.0,0.9998383831199473,1.0001616430042908,81
580,1.0,1.0,1.0,81
640,1.0,1.0,1.0,81
700,1.0,1.0,1.0,81
