og_coord,starfish_coord,dist
"(1607.0, 906.0)","(1610.0, 907.0)",3.162
"(991.0, 169.0)","(986.0, 170.0)",5.099
"(3144.0, 3314.0)","(3137.0, 3317.0)",7.616
"(3127.0, 1946.0)","(3134.0, 1938.0)",10.63
"(1316.0, 1594.0)","(1327.0, 1591.0)",11.402
"(1619.0, 1226.0)","(1630.0, 1230.0)",11.705
"(197.0, 1638.0)","(195.0, 1650.0)",12.166
"(2508.0, 3542.0)","(2519.0, 3548.0)",12.53
"(822.0, 646.0)","(834.0, 652.0)",13.416
"(1631.0, 262.0)","(1639.0, 273.0)",13.601
"(2893.0, 3527.0)","(2900.0, 3515.0)",13.892
"(1603.0, 1447.0)","(1590.0, 1441.0)",14.318
"(585.0, 536.0)","(570.0, 538.0)",15.133
"(1574.0, 3526.0)","(1588.0, 3520.0)",15.232
"(1903.0, 3698.0)","(1897.0, 3712.0)",15.232
"(855.0, 1455.0)","(856.0, 1439.0)",16.031
"(2569.0, 2017.0)","(2557.0, 2006.0)",16.279
"(2909.0, 3529.0)","(2900.0, 3515.0)",16.643
"(1409.0, 1285.0)","(1410.0, 1302.0)",17.029
"(1578.0, 1428.0)","(1590.0, 1441.0)",17.692
"(2549.0, 1990.0)","(2557.0, 2006.0)",17.889
"(2758.0, 1855.0)","(2768.0, 1840.0)",18.028
"(1613.0, 1364.0)","(1598.0, 1352.0)",19.209
"(1607.0, 1431.0)","(1590.0, 1441.0)",19.723
"(130.0, 452.0)","(110.0, 448.0)",20.396
"(946.0, 32.0)","(966.0, 28.0)",20.396
"(1621.0, 1039.0)","(1606.0, 1053.0)",20.518
"(3321.0, 2264.0)","(3318.0, 2285.0)",21.213
"(1426.0, 1317.0)","(1410.0, 1302.0)",21.932
"(1997.0, 3287.0)","(1990.0, 3308.0)",22.136
"(3053.0, 3160.0)","(3075.0, 3168.0)",23.409
"(144.0, 521.0)","(120.0, 521.0)",24.0
"(1830.0, 2762.0)","(1854.0, 2760.0)",24.083
"(1709.0, 1700.0)","(1719.0, 1722.0)",24.166
"(2246.0, 2696.0)","(2267.0, 2684.0)",24.187
"(1652.0, 1219.0)","(1630.0, 1230.0)",24.597
"(2265.0, 2659.0)","(2267.0, 2684.0)",25.08
"(2237.0, 1242.0)","(2253.0, 1222.0)",25.612
"(3381.0, 2335.0)","(3357.0, 2325.0)",26.0
"(3200.0, 3482.0)","(3225.0, 3472.0)",26.926
"(3096.0, 3150.0)","(3075.0, 3168.0)",27.659
"(3019.0, 519.0)","(3001.0, 498.0)",27.659
"(1986.0, 3221.0)","(1974.0, 3196.0)",27.731
"(1002.0, 1388.0)","(1016.0, 1364.0)",27.785
"(2874.0, 3505.0)","(2900.0, 3515.0)",27.857
"(2658.0, 1740.0)","(2685.0, 1730.0)",28.792
"(925.0, 650.0)","(898.0, 660.0)",28.792
"(3079.0, 3139.0)","(3075.0, 3168.0)",29.275
"(383.0, 2874.0)","(411.0, 2864.0)",29.732
"(1905.0, 1639.0)","(1898.0, 1610.0)",29.833
"(3269.0, 3596.0)","(3282.0, 3569.0)",29.967
"(219.0, 634.0)","(248.0, 643.0)",30.364
"(1421.0, 1273.0)","(1410.0, 1302.0)",31.016
"(1079.0, 520.0)","(1075.0, 488.0)",32.249
"(536.0, 1759.0)","(515.0, 1734.0)",32.65
"(809.0, 673.0)","(834.0, 652.0)",32.65
"(786.0, 1450.0)","(763.0, 1474.0)",33.242
"(3450.0, 2494.0)","(3476.0, 2473.0)",33.422
"(1641.0, 1198.0)","(1630.0, 1230.0)",33.838
"(2385.0, 2164.0)","(2359.0, 2142.0)",34.059
"(584.0, 1753.0)","(572.0, 1721.0)",34.176
"(800.0, 656.0)","(834.0, 652.0)",34.234
"(3353.0, 2359.0)","(3357.0, 2325.0)",34.234
"(104.0, 490.0)","(120.0, 521.0)",34.886
"(2864.0, 3121.0)","(2840.0, 3094.0)",36.125
"(2254.0, 2879.0)","(2276.0, 2908.0)",36.401
"(1865.0, 2725.0)","(1854.0, 2760.0)",36.688
"(151.0, 501.0)","(120.0, 521.0)",36.892
"(629.0, 1112.0)","(617.0, 1147.0)",37.0
"(448.0, 2859.0)","(411.0, 2864.0)",37.336
"(1647.0, 490.0)","(1683.0, 503.0)",38.275
"(927.0, 27.0)","(966.0, 28.0)",39.013
"(3570.0, 587.0)","(3579.0, 549.0)",39.051
"(1813.0, 2198.0)","(1775.0, 2189.0)",39.051
"(293.0, 1774.0)","(262.0, 1750.0)",39.205
"(473.0, 1061.0)","(508.0, 1043.0)",39.357
"(3544.0, 2273.0)","(3560.0, 2309.0)",39.395
"(1814.0, 2182.0)","(1775.0, 2189.0)",39.623
"(1995.0, 2442.0)","(1962.0, 2420.0)",39.661
"(2251.0, 2647.0)","(2267.0, 2684.0)",40.311
"(1632.0, 1374.0)","(1598.0, 1352.0)",40.497
"(1951.0, 3321.0)","(1990.0, 3308.0)",41.11
"(2985.0, 67.0)","(3010.0, 100.0)",41.4
"(2829.0, 810.0)","(2862.0, 785.0)",41.4
"(3522.0, 2292.0)","(3560.0, 2309.0)",41.629
"(1306.0, 565.0)","(1266.0, 553.0)",41.761
"(1883.0, 3356.0)","(1909.0, 3389.0)",42.012
"(1832.0, 3572.0)","(1858.0, 3539.0)",42.012
"(2655.0, 1700.0)","(2685.0, 1730.0)",42.426
"(2784.0, 124.0)","(2746.0, 103.0)",43.417
"(3011.0, 541.0)","(3001.0, 498.0)",44.147
"(2181.0, 3723.0)","(2138.0, 3712.0)",44.385
"(2409.0, 1420.0)","(2416.0, 1376.0)",44.553
"(3053.0, 3424.0)","(3040.0, 3381.0)",44.922
"(3250.0, 105.0)","(3206.0, 93.0)",45.607
"(2597.0, 2029.0)","(2557.0, 2006.0)",46.141
"(265.0, 1801.0)","(227.0, 1828.0)",46.615
"(3400.0, 1843.0)","(3442.0, 1822.0)",46.957
"(3508.0, 2508.0)","(3476.0, 2473.0)",47.424
