og_coord,starfish_coord,dist
"(4187.808, 4779.216)","(4205.0, 4749.0)",34.765
"(7237.2, 7281.6)","(7201.0, 7291.0)",37.401
"(2710.176, 2140.08)","(2629.0, 2134.0)",81.403
"(3919.632, 4009.32)","(3900.0, 4091.0)",84.006
"(5185.032, 5280.936)","(5210.0, 5197.0)",87.571
"(4081.248, 4085.688)","(4032.0, 4164.0)",92.51
"(3889.44, 3993.336)","(3862.0, 4082.0)",92.813
"(2690.64, 2381.616)","(2597.0, 2349.0)",99.158
"(3921.408, 3991.56)","(3900.0, 4091.0)",101.718
"(7238.088, 7387.272)","(7201.0, 7291.0)",103.169
"(2996.112, 2148.96)","(2893.0, 2129.0)",105.026
"(4308.576, 4352.976)","(4200.0, 4381.0)",112.134
"(3927.624, 3979.128)","(3900.0, 4091.0)",115.232
"(4305.912, 4331.664)","(4200.0, 4381.0)",116.839
"(5245.416, 5310.24)","(5210.0, 5197.0)",118.649
"(5172.6, 5310.24)","(5210.0, 5197.0)",119.256
"(3009.432, 2172.048)","(2893.0, 2129.0)",124.135
"(3908.088, 3958.704)","(3862.0, 4082.0)",131.628
"(6713.28, 6199.128)","(6592.0, 6258.0)",134.814
"(4331.664, 4347.648)","(4200.0, 4381.0)",135.823
"(2529.912, 2037.072)","(2629.0, 2134.0)",138.613
"(2559.216, 2013.096)","(2629.0, 2134.0)",139.598
"(5214.336, 5338.656)","(5210.0, 5197.0)",141.722
"(3769.56, 3591.96)","(3624.0, 3579.0)",146.136
"(6722.16, 6176.04)","(6592.0, 6258.0)",153.815
"(6238.2, 6623.592)","(6391.0, 6650.0)",155.065
"(2746.584, 2391.384)","(2597.0, 2349.0)",155.473
"(6198.24, 6628.032)","(6205.0, 6467.0)",161.174
"(5629.032, 5827.056)","(5467.0, 5850.0)",163.648
"(2233.32, 1040.736)","(2382.0, 1135.0)",176.044
"(5160.168, 4963.92)","(5336.0, 4924.0)",180.307
"(4335.216, 4193.136)","(4180.0, 4292.0)",184.027
"(5106.0, 5352.864)","(5210.0, 5197.0)",187.376
"(5065.152, 5329.776)","(5210.0, 5197.0)",196.495
"(4331.664, 4164.72)","(4180.0, 4292.0)",197.995
"(2213.784, 1030.08)","(2382.0, 1135.0)",198.254
"(2411.808, 2272.392)","(2597.0, 2349.0)",200.412
"(6141.408, 5685.864)","(6111.0, 5888.0)",204.41
"(4677.096, 5065.152)","(4877.0, 5112.0)",205.32
"(2419.8, 2242.2)","(2597.0, 2349.0)",206.896
"(5139.744, 4990.56)","(5336.0, 4924.0)",207.236
"(4668.216, 5100.672)","(4877.0, 5112.0)",209.091
"(5128.2, 4966.584)","(5336.0, 4924.0)",212.118
"(4993.224, 5758.68)","(5203.0, 5714.0)",214.481
"(5067.816, 5359.08)","(5210.0, 5197.0)",215.607
"(4662.0, 5089.128)","(4877.0, 5112.0)",216.213
"(1416.36, 1094.016)","(1630.0, 1052.0)",217.732
"(1408.368, 1056.72)","(1630.0, 1052.0)",221.682
"(5119.32, 4979.904)","(5336.0, 4924.0)",223.776
"(4407.144, 4847.592)","(4205.0, 4749.0)",224.906
"(1403.928, 1073.592)","(1630.0, 1052.0)",227.101
"(3126.648, 3599.952)","(3310.0, 3462.0)",229.453
"(3145.296, 3623.928)","(3310.0, 3462.0)",230.972
"(1401.264, 1094.904)","(1630.0, 1052.0)",232.725
"(3885.888, 3348.648)","(3821.0, 3119.0)",238.639
"(6715.056, 6052.608)","(6592.0, 6258.0)",239.434
"(3147.072, 3638.136)","(3310.0, 3462.0)",239.936
"(6551.664, 5976.24)","(6349.0, 5843.0)",242.54
"(7890.768, 7040.064)","(7730.0, 6853.0)",246.656
"(3060.936, 1942.056)","(2893.0, 2129.0)",251.298
"(4795.2, 4505.712)","(4606.0, 4339.0)",252.17
"(3866.352, 3502.272)","(3624.0, 3579.0)",254.208
"(3044.064, 1924.296)","(2893.0, 2129.0)",254.409
"(3852.144, 3462.312)","(3624.0, 3579.0)",256.253
"(4953.264, 5779.104)","(5203.0, 5714.0)",258.083
"(3093.792, 3615.936)","(3310.0, 3462.0)",265.409
"(7787.76, 7112.88)","(7730.0, 6853.0)",266.221
"(6577.416, 5979.792)","(6349.0, 5843.0)",266.244
"(6588.072, 5962.032)","(6349.0, 5843.0)",267.066
"(6673.32, 6740.808)","(6706.0, 7008.0)",269.183
"(6650.232, 6724.824)","(6391.0, 6650.0)",269.814
"(3863.688, 3440.112)","(3624.0, 3579.0)",277.02
"(2848.704, 2978.352)","(2735.0, 2714.0)",287.768
"(4715.28, 5350.2)","(4877.0, 5112.0)",287.911
"(4755.24, 5380.392)","(4877.0, 5112.0)",294.72
"(6938.832, 6080.136)","(6592.0, 6258.0)",389.779
"(2682.648, 1458.096)","(2293.0, 1433.0)",390.455
"(6943.272, 6067.704)","(6592.0, 6258.0)",399.505
"(2804.304, 3115.992)","(2735.0, 2714.0)",407.922
"(3922.296, 5215.224)","(4381.0, 5218.0)",458.712
"(8095.896, 7325.112)","(7547.0, 7437.0)",560.184
