cluster_id,cluster_size,cluster_area
0,2,10600.0
1,3,19941.0
2,2,10555.0
3,2,10569.0
4,2,10562.0
5,2,10542.0
6,2,10494.0
7,2,10561.0
8,2,10562.0
9,2,0.0
10,2,0.0
11,3,18922.0
12,2,10472.0
13,2,0.0
14,2,10459.0
15,4,25179.0
16,3,18593.0
17,4,0.0
18,3,15542.0
19,2,10288.0
20,2,0.0
21,2,10420.0
22,2,10503.0
23,3,15613.0
24,3,0.0
25,3,17196.0
26,3,18132.5
27,2,0.0
28,2,10189.0
29,2,10112.0
30,2,0.0
31,2,9872.0
32,2,10373.0
33,2,0.0
34,2,10364.0
35,3,0.0
36,2,10064.0
37,2,10429.0
38,2,10421.0
39,2,0.0
40,3,18888.0
41,2,9113.0
42,3,18156.0
43,2,10138.0
44,2,10167.0
45,2,8564.0
46,3,17959.0
47,2,0.0
48,2,10419.0
49,2,0.0
50,3,17631.0
51,1,3528.0
52,2,0.0
53,1,3528.0
54,2,9859.0
55,3,0.0
56,2,10119.0
57,3,16074.5
58,2,9554.0
59,2,0.0
60,2,9965.0
61,2,8416.0
62,2,9727.0
63,2,9639.0
64,2,0.0
65,2,9571.0
66,2,9858.0
67,2,8072.0
68,1,0.0
69,2,9798.0
70,2,0.0
71,2,7920.0
72,2,9667.0
73,2,9356.0
74,2,0.0
75,3,0.0
76,3,19423.0
77,2,0.0
78,2,8815.0
79,3,0.0
80,2,9493.0
81,2,0.0
82,2,9197.0
83,1,3528.0
84,1,3528.0
85,2,0.0
86,2,10175.0
87,2,9926.0
88,1,3528.0
89,2,10071.0
90,2,10075.0
91,1,0.0
92,2,8250.0
93,2,9403.0
94,2,10159.0
95,1,3528.0
96,3,17336.0
97,2,0.0
98,3,18084.0
99,2,9237.0
100,1,3528.0
101,3,14805.0
102,2,9950.0
103,1,3528.0
104,1,3528.0
105,2,612.0
106,2,10078.0
107,1,3528.0
108,1,3528.0
109,2,9662.0
110,2,9528.0
111,1,0.0
112,2,10014.0
113,2,9580.0
114,1,0.0
115,3,16416.5
116,2,7528.0
117,2,9409.0
118,1,3528.0
119,2,7855.0
120,2,0.0
121,2,0.0
122,1,3528.0
123,1,3528.0
124,2,0.0
125,2,9285.0
126,2,8244.0
127,2,9262.0
128,2,9402.0
129,1,0.0
130,2,9148.0
131,2,7391.0
132,1,3528.0
133,2,9053.0
134,1,3528.0
135,1,3528.0
136,1,3528.0
137,1,0.0
138,1,3528.0
139,1,3528.0
140,2,8807.0
141,2,0.0
142,1,0.0
143,1,0.0
144,1,0.0
145,1,3528.0
146,2,8779.0
147,1,0.0
148,1,3528.0
149,1,3528.0
150,1,3528.0
151,1,3528.0
152,2,7566.0
153,2,0.0
154,2,8849.0
155,2,10037.0
156,2,9683.0
157,1,3528.0
158,1,0.0
159,2,8106.0
160,1,3528.0
161,1,0.0
162,3,15187.0
163,1,0.0
164,1,3528.0
165,1,0.0
166,1,3528.0
167,1,0.0
168,1,0.0
169,1,3528.0
170,1,3528.0
171,2,0.0
172,2,0.0
173,1,0.0
174,1,3528.0
175,1,3528.0
176,1,0.0
177,1,0.0
178,1,3528.0
179,2,0.0
180,2,9871.0
181,1,3528.0
182,1,3528.0
183,1,0.0
184,1,3528.0
185,1,0.0
186,1,3528.0
187,1,3528.0
188,1,3528.0
189,1,3528.0
190,1,0.0
191,1,3528.0
192,1,3528.0
193,1,3528.0
194,2,9576.0
195,1,0.0
196,2,10111.0
197,1,3528.0
198,2,9032.0
199,2,7736.0
200,1,0.0
201,1,0.0
202,1,3528.0
203,1,3528.0
204,1,3528.0
205,2,0.0
206,1,3528.0
207,1,3528.0
208,1,3528.0
209,1,3528.0
210,1,3528.0
211,2,9260.0
212,1,3528.0
213,2,8868.0
214,2,0.0
215,1,0.0
216,1,0.0
217,1,3528.0
218,1,3528.0
219,1,3528.0
220,1,3528.0
221,1,3528.0
222,1,0.0
223,1,0.0
224,1,3528.0
225,1,3528.0
226,1,3528.0
227,1,3528.0
228,1,0.0
229,1,0.0
230,1,3528.0
231,1,3528.0
232,1,3528.0
233,1,3528.0
234,1,0.0
235,1,3528.0
236,1,3528.0
237,1,3528.0
238,1,3528.0
239,1,3528.0
240,1,0.0
241,1,3528.0
242,1,3528.0
243,2,0.0
244,1,3528.0
245,1,3528.0
246,1,3528.0
247,1,0.0
248,1,2095.0
249,1,3528.0
250,1,3528.0
251,1,0.0
252,1,3528.0
253,1,0.0
254,1,3528.0
255,1,0.0
256,1,3528.0
257,1,3528.0
258,1,0.0
259,1,0.0
260,1,3528.0
261,2,0.0
262,1,3528.0
263,1,3528.0
264,1,3528.0
265,1,3528.0
266,1,3528.0
267,1,3528.0
268,1,3528.0
269,1,3528.0
270,1,3528.0
271,1,3528.0
272,1,0.0
273,1,3528.0
274,1,0.0
275,1,3528.0
276,1,3528.0
277,1,3528.0
278,1,0.0
279,1,3528.0
280,1,3528.0
281,1,3528.0
282,1,3528.0
283,1,0.0
284,1,3528.0
285,1,3528.0
286,1,0.0
287,1,0.0
288,1,3528.0
289,1,3528.0
290,1,3528.0
291,1,3528.0
292,1,3528.0
293,1,3528.0
294,2,7124.0
295,1,0.0
296,1,3528.0
297,1,3528.0
298,1,0.0
299,1,3528.0
300,1,3528.0
301,1,3528.0
302,1,3528.0
303,1,3528.0
304,1,3528.0
305,1,3528.0
306,1,3528.0
307,1,0.0
308,1,0.0
309,1,3528.0
310,1,3528.0
311,1,3528.0
312,1,3528.0
313,1,3528.0
314,1,3528.0
315,1,0.0
316,1,3528.0
317,1,3528.0
318,1,3528.0
319,2,7505.0
320,1,3528.0
321,1,0.0
322,1,3528.0
323,1,0.0
324,1,0.0
325,1,0.0
326,1,3528.0
327,1,3528.0
328,1,3528.0
329,1,3528.0
330,1,0.0
331,1,3528.0
332,1,3528.0
333,1,3528.0
334,1,3528.0
335,1,3528.0
336,1,0.0
337,1,3528.0
338,1,3528.0
339,1,3528.0
340,1,0.0
341,1,3528.0
342,1,3528.0
343,1,3528.0
344,1,0.0
345,1,0.0
346,1,3528.0
347,1,3528.0
348,1,0.0
349,1,3528.0
350,1,0.0
351,1,3528.0
352,1,0.0
353,1,0.0
354,1,3528.0
355,1,3528.0
356,1,0.0
357,1,0.0
358,1,3528.0
359,1,0.0
360,1,0.0
361,1,0.0
362,1,3528.0
363,1,3528.0
364,1,3528.0
365,1,3528.0
366,1,0.0
367,1,3528.0
368,1,0.0
369,1,3528.0
370,1,0.0
371,1,3528.0
372,1,3528.0
373,1,3528.0
374,1,3528.0
375,1,3528.0
376,1,3528.0
377,1,3528.0
378,1,3528.0
