og_coord,closest_coord,dist
"(4145.376, 4529.397)","(4139.856, 4519.146)",13.111162877487311
"(4139.856, 4519.146)","(4145.376, 4529.397)",13.111162877487311
"(6165.626, 5388.121)","(6161.683, 5399.161)",13.201069047619356
"(6161.683, 5399.161)","(6165.626, 5388.121)",13.201069047619356
"(3487.73, 3533.466)","(3482.21, 3544.505)",13.899398548138457
"(3482.21, 3544.505)","(3487.73, 3533.466)",13.899398548138457
"(2793.023, 3218.048)","(2794.6, 3230.665)",14.318569760978344
"(2794.6, 3230.665)","(2793.023, 3218.048)",14.318569760978344
"(1244.322, 972.275)","(1257.728, 971.486)",15.122095092942644
"(1257.728, 971.486)","(1244.322, 972.275)",15.122095092942644
"(4545.956, 4422.155)","(4553.842, 4410.327)",16.008647663060685
"(4553.842, 4410.327)","(4545.956, 4422.155)",16.008647663060685
"(1246.688, 953.35)","(1250.631, 938.367)",17.446431841497013
"(1250.631, 938.367)","(1246.688, 953.35)",17.446431841497013
"(3480.633, 3560.276)","(3482.21, 3544.505)",17.848579103110904
"(5840.745, 5310.055)","(5850.208, 5294.284)",20.71154113049067
"(5850.208, 5294.284)","(5840.745, 5310.055)",20.71154113049067
"(3826.015, 3865.443)","(3823.65, 3846.518)",21.477854641467207
"(3823.65, 3846.518)","(3826.015, 3865.443)",21.477854641467207
"(1983.188, 924.174)","(1965.84, 914.711)",22.253216216987738
"(1965.84, 914.711)","(1983.188, 924.174)",22.253216216987738
"(4564.093, 4431.617)","(4545.956, 4422.155)",23.036712265425336
"(3846.518, 3860.711)","(3826.015, 3865.443)",23.694795377888006
"(2718.111, 1724.546)","(2703.129, 1708.775)",24.496570862061688
"(2703.129, 1708.775)","(2718.111, 1724.546)",24.496570862061688
"(5969.278, 5484.324)","(5961.393, 5504.826)",24.736817580278792
"(5961.393, 5504.826)","(5969.278, 5484.324)",24.736817580278792
"(3420.704, 3074.533)","(3430.955, 3054.819)",25.022068979203127
"(3430.955, 3054.819)","(3420.704, 3074.533)",25.022068979203127
"(5817.878, 5306.901)","(5840.745, 5310.055)",25.995811354909183
"(2672.376, 1928.779)","(2660.547, 1908.276)",26.65479589117088
"(2660.547, 1908.276)","(2672.376, 1928.779)",26.65479589117088
"(5905.406, 5971.644)","(5925.908, 5985.838)",28.08102562229521
"(5925.908, 5985.838)","(5905.406, 5971.644)",28.08102562229521
"(3470.382, 3515.329)","(3487.73, 3533.466)",28.262962902002748
"(4153.261, 4497.855)","(4139.856, 4519.146)",28.33262769317329
"(3849.672, 3723.505)","(3846.518, 3698.271)",28.637139521956687
"(3846.518, 3698.271)","(3849.672, 3723.505)",28.637139521956687
"(4500.221, 4758.863)","(4497.855, 4732.841)",29.42484174978693
"(4497.855, 4732.841)","(4500.221, 4758.863)",29.42484174978693
"(2776.463, 3196.757)","(2793.023, 3218.048)",30.37427332464057
"(2148.782, 1991.074)","(2141.686, 2017.884)",31.231857581642554
"(2141.686, 2017.884)","(2148.782, 1991.074)",31.231857581642554
"(4604.308, 4689.471)","(4593.269, 4715.493)",31.832044232188416
"(4593.269, 4715.493)","(4604.308, 4689.471)",31.832044232188416
"(3453.823, 3546.082)","(3482.21, 3544.505)",32.01729532612006
"(4582.229, 4407.961)","(4553.842, 4410.327)",32.078807957902505
"(2747.287, 3210.951)","(2776.463, 3196.757)",36.53772012591936
"(2272.584, 1787.629)","(2246.562, 1808.92)",37.862553955062246
"(2246.562, 1808.92)","(2272.584, 1787.629)",37.862553955062246
"(4534.128, 4753.343)","(4500.221, 4758.863)",38.68664513756678
"(5504.037, 5885.692)","(5539.522, 5881.75)",40.205910013330225
"(5539.522, 5881.75)","(5504.037, 5885.692)",40.205910013330225
"(4630.33, 4740.727)","(4657.929, 4715.493)",42.112177051299604
"(4657.929, 4715.493)","(4630.33, 4740.727)",42.112177051299604
"(3433.321, 3110.018)","(3420.704, 3074.533)",42.41071638159399
"(4398.498, 5131.844)","(4433.983, 5113.708)",44.876958185688146
"(4433.983, 5113.708)","(4398.498, 5131.844)",44.876958185688146
"(4187.169, 4750.978)","(4222.653, 4777.788)",50.08351489262713
"(4222.653, 4777.788)","(4187.169, 4750.978)",50.08351489262713
"(2438.967, 2123.549)","(2389.288, 2114.875)",56.790359745294765
"(2389.288, 2114.875)","(2438.967, 2123.549)",56.790359745294765
"(3450.669, 2973.599)","(3430.955, 3054.819)",94.11962226868519
"(6426.634, 6466.061)","(6427.422, 6559.898)",105.67573102656971
"(6427.422, 6559.898)","(6426.634, 6466.061)",105.67573102656971
"(5962.97, 5374.716)","(5969.278, 5484.324)",123.63626264166979
"(7007.002, 6251.577)","(6915.531, 6316.237)",126.14601824869436
"(6915.531, 6316.237)","(7007.002, 6251.577)",126.14601824869436
"(3347.369, 3189.66)","(3433.321, 3110.018)",131.9569195154237
"(2490.222, 2767.001)","(2529.649, 2644.777)",144.62409757713303
"(2529.649, 2644.777)","(2490.222, 2767.001)",144.62409757713303
"(3624.148, 3628.091)","(3480.633, 3560.276)",178.7506723903437
"(2406.636, 1900.391)","(2272.584, 1787.629)",197.2659571644332
"(3718.774, 4243.944)","(3913.544, 4304.662)",229.74672635752617
"(3913.544, 4304.662)","(3718.774, 4243.944)",229.74672635752617
"(7189.156, 6504.699)","(7007.002, 6251.577)",351.1835114124804
"(4258.138, 4001.072)","(3846.518, 3860.711)",489.7446797995872
"(5453.57, 5049.047)","(5817.878, 5306.901)",502.6213355121325
"(3482.999, 4631.119)","(3718.774, 4243.944)",510.4895671882041
"(4998.58, 5174.426)","(5453.57, 5049.047)",531.473749342336
"(2382.191, 1294.789)","(2272.584, 1787.629)",568.5599868298859
