radius,%_gp_captured,%_img_covered,LCPI,total_gp
100.0,0.32098765432098764,0.2653105783083053,1.2098562234785173,81
160.0,0.5925925925925926,0.5103799370060088,1.1610812840113969,81
220.0,0.7530864197530864,0.7071350159034645,1.0649825037880674,81
280.0,0.8148148148148148,0.833612457999855,0.9774503811637573,81
340.0,0.8765432098765432,0.9109078063955892,0.9622743418403398,81
400.0,1.0,0.9562997865332772,1.0456971904439532,81
460.0,1.0,0.9793799419870836,1.0210541967717657,81
520.0,1.0,0.9913599800535632,1.008715320489304,81
580.0,1.0,0.9961253465305985,1.0038897248051126,81
640.0,1.0,0.9982453472611561,1.0017577369568094,81
700.0,1.0,0.9999408497381338,1.0000591537608265,81
