radius,%_gp_captured,%_img_covered,LCPI,total_gp
100.0,0.19753086419753085,0.2653105783083053,0.7445269067560105,81
160.0,0.4444444444444444,0.5103799370060088,0.8708109630085477,81
220.0,0.6419753086419753,0.7071350159034645,0.9078539376554016,81
280.0,0.7160493827160493,0.833612457999855,0.8589715470833018,81
340.0,0.8395061728395061,0.9109078063955892,0.9216148626076492,81
400.0,0.9259259259259259,0.9562997865332772,0.9682381392999565,81
460.0,0.9382716049382716,0.9793799419870836,0.9580261599340022,81
520.0,0.9876543209876543,0.9913599800535632,0.9962620449277076,81
580.0,1.0,0.9961253465305985,1.0038897248051126,81
640.0,1.0,0.9982453472611561,1.0017577369568094,81
700.0,1.0,0.9999408497381338,1.0000591537608265,81
