radius,%_gp_captured,%_img_covered,LCPI,total_gp
0.089,0.012345679012345678,0.021845955837791857,0.5651242318721795,81
0.142,0.037037037037037035,0.04385241297093986,0.844583787477801,81
0.195,0.09876543209876543,0.06577951881711652,1.5014617600557094,81
0.249,0.13580246913580246,0.09003008845835185,1.5084120371449488,81
0.302,0.14814814814814814,0.11493048080100109,1.2890240005578895,81
0.355,0.16049382716049382,0.1392482257688704,1.1525735877373957,81
0.408,0.1728395061728395,0.15925312105837874,1.0853131481767335,81
0.462,0.19753086419753085,0.177920736158562,1.1102183391456544,81
0.515,0.20987654320987653,0.1931393029484088,1.0866589037340502,81
0.568,0.2345679012345679,0.2072941335669642,1.1315703787574538,81
0.622,0.24691358024691357,0.22164799962807977,1.113989662262817,81
