radius,%_gp_captured,%_img_covered,LCPI,total_gp
0.089,0.012345679012345678,0.021845955837791857,0.5651242318721795,81
0.142,0.024691358024691357,0.04385241297093986,0.563055858318534,81
0.195,0.04938271604938271,0.06577951881711652,0.7507308800278547,81
0.249,0.04938271604938271,0.09003008845835185,0.5485134680527086,81
0.302,0.08641975308641975,0.11493048080100109,0.7519306669921022,81
0.355,0.09876543209876543,0.1392482257688704,0.7092760539922435,81
0.408,0.1111111111111111,0.15925312105837874,0.6977013095421859,81
0.462,0.14814814814814814,0.177920736158562,0.8326637543592407,81
0.515,0.1728395061728395,0.1931393029484088,0.8948955677809826,81
0.568,0.18518518518518517,0.2072941335669642,0.8933450358611478,81
0.622,0.20987654320987653,0.22164799962807977,0.9468912129233944,81
