radius,%_gp_captured,%_img_covered,LCPI,total_gp
100.0,0.024691358024691357,0.021845955837791857,1.130248463744359,81
160.0,0.037037037037037035,0.04385241297093986,0.844583787477801,81
220.0,0.04938271604938271,0.06577951881711652,0.7507308800278547,81
280.0,0.08641975308641975,0.09003008845835185,0.9598985690922401,81
340.0,0.1111111111111111,0.11493048080100109,0.9667680004184172,81
400.0,0.1111111111111111,0.1392482257688704,0.7979355607412739,81
460.0,0.14814814814814814,0.15925312105837874,0.9302684127229145,81
520.0,0.14814814814814814,0.177920736158562,0.8326637543592407,81
580.0,0.14814814814814814,0.1931393029484088,0.7670533438122707,81
640.0,0.16049382716049382,0.2072941335669642,0.7742323644129947,81
700.0,0.1728395061728395,0.22164799962807977,0.7797927635839719,81
