radius,%_gp_captured,%_img_covered,LCPI,total_gp
0.089,0.012345679012345678,0.021845955837791857,0.5651242318721795,81
0.142,0.024691358024691357,0.04385241297093986,0.563055858318534,81
0.195,0.037037037037037035,0.06577951881711652,0.563048160020891,81
0.249,0.06172839506172839,0.09003008845835185,0.6856418350658858,81
0.302,0.09876543209876543,0.11493048080100109,0.8593493337052597,81
0.355,0.12345679012345678,0.1392482257688704,0.8865950674903044,81
0.408,0.12345679012345678,0.15925312105837874,0.7752236772690954,81
0.462,0.13580246913580246,0.177920736158562,0.7632751081626373,81
0.515,0.14814814814814814,0.1931393029484088,0.7670533438122707,81
0.568,0.1728395061728395,0.2072941335669642,0.8337887001370712,81
0.622,0.1728395061728395,0.22164799962807977,0.7797927635839719,81
