og_coord,closest_coord,dist
"(4.145, 4.529)","(4.14, 4.519)",13.111162877487311
"(4.14, 4.519)","(4.145, 4.529)",13.111162877487311
"(6.166, 5.388)","(6.162, 5.399)",13.201069047619356
"(6.162, 5.399)","(6.166, 5.388)",13.201069047619356
"(3.488, 3.533)","(3.482, 3.545)",13.899398548138457
"(3.482, 3.545)","(3.488, 3.533)",13.899398548138457
"(2.793, 3.218)","(2.795, 3.231)",14.318569760978344
"(2.795, 3.231)","(2.793, 3.218)",14.318569760978344
"(1.244, 0.972)","(1.258, 0.971)",15.122095092942644
"(1.258, 0.971)","(1.244, 0.972)",15.122095092942644
"(4.546, 4.422)","(4.554, 4.41)",16.008647663060685
"(4.554, 4.41)","(4.546, 4.422)",16.008647663060685
"(1.247, 0.953)","(1.251, 0.938)",17.446431841497013
"(1.251, 0.938)","(1.247, 0.953)",17.446431841497013
"(3.481, 3.56)","(3.482, 3.545)",17.848579103110904
"(5.841, 5.31)","(5.85, 5.294)",20.71154113049067
"(5.85, 5.294)","(5.841, 5.31)",20.71154113049067
"(3.826, 3.865)","(3.824, 3.847)",21.477854641467207
"(3.824, 3.847)","(3.826, 3.865)",21.477854641467207
"(1.983, 0.924)","(1.966, 0.915)",22.253216216987738
"(1.966, 0.915)","(1.983, 0.924)",22.253216216987738
"(4.564, 4.432)","(4.546, 4.422)",23.036712265425336
"(3.847, 3.861)","(3.826, 3.865)",23.694795377888006
"(2.718, 1.725)","(2.703, 1.709)",24.496570862061688
"(2.703, 1.709)","(2.718, 1.725)",24.496570862061688
"(5.969, 5.484)","(5.961, 5.505)",24.736817580278792
"(5.961, 5.505)","(5.969, 5.484)",24.736817580278792
"(3.421, 3.075)","(3.431, 3.055)",25.022068979203127
"(3.431, 3.055)","(3.421, 3.075)",25.022068979203127
"(5.818, 5.307)","(5.841, 5.31)",25.995811354909183
"(2.672, 1.929)","(2.661, 1.908)",26.65479589117088
"(2.661, 1.908)","(2.672, 1.929)",26.65479589117088
"(5.905, 5.972)","(5.926, 5.986)",28.08102562229521
"(5.926, 5.986)","(5.905, 5.972)",28.08102562229521
"(3.47, 3.515)","(3.488, 3.533)",28.262962902002748
"(4.153, 4.498)","(4.14, 4.519)",28.33262769317329
"(3.85, 3.724)","(3.847, 3.698)",28.637139521956687
"(3.847, 3.698)","(3.85, 3.724)",28.637139521956687
"(4.5, 4.759)","(4.498, 4.733)",29.42484174978693
"(4.498, 4.733)","(4.5, 4.759)",29.42484174978693
"(2.776, 3.197)","(2.793, 3.218)",30.37427332464057
"(2.149, 1.991)","(2.142, 2.018)",31.231857581642554
"(2.142, 2.018)","(2.149, 1.991)",31.231857581642554
"(4.604, 4.689)","(4.593, 4.715)",31.832044232188416
"(4.593, 4.715)","(4.604, 4.689)",31.832044232188416
"(3.454, 3.546)","(3.482, 3.545)",32.01729532612006
"(4.582, 4.408)","(4.554, 4.41)",32.078807957902505
"(2.747, 3.211)","(2.776, 3.197)",36.53772012591936
"(2.273, 1.788)","(2.247, 1.809)",37.862553955062246
"(2.247, 1.809)","(2.273, 1.788)",37.862553955062246
"(4.534, 4.753)","(4.5, 4.759)",38.68664513756678
"(5.504, 5.886)","(5.54, 5.882)",40.205910013330225
"(5.54, 5.882)","(5.504, 5.886)",40.205910013330225
"(4.63, 4.741)","(4.658, 4.715)",42.112177051299604
"(4.658, 4.715)","(4.63, 4.741)",42.112177051299604
"(3.433, 3.11)","(3.421, 3.075)",42.41071638159399
"(4.398, 5.132)","(4.434, 5.114)",44.876958185688146
"(4.434, 5.114)","(4.398, 5.132)",44.876958185688146
"(4.187, 4.751)","(4.223, 4.778)",50.08351489262713
"(4.223, 4.778)","(4.187, 4.751)",50.08351489262713
"(2.439, 2.124)","(2.389, 2.115)",56.790359745294765
"(2.389, 2.115)","(2.439, 2.124)",56.790359745294765
"(3.451, 2.974)","(3.431, 3.055)",94.11962226868519
"(6.427, 6.466)","(6.427, 6.56)",105.67573102656971
"(6.427, 6.56)","(6.427, 6.466)",105.67573102656971
"(5.963, 5.375)","(5.969, 5.484)",123.63626264166979
"(7.007, 6.252)","(6.916, 6.316)",126.14601824869436
"(6.916, 6.316)","(7.007, 6.252)",126.14601824869436
"(3.347, 3.19)","(3.433, 3.11)",131.9569195154237
"(2.49, 2.767)","(2.53, 2.645)",144.62409757713303
"(2.53, 2.645)","(2.49, 2.767)",144.62409757713303
"(3.624, 3.628)","(3.481, 3.56)",178.7506723903437
"(2.407, 1.9)","(2.273, 1.788)",197.2659571644332
"(3.719, 4.244)","(3.914, 4.305)",229.74672635752617
"(3.914, 4.305)","(3.719, 4.244)",229.74672635752617
"(7.189, 6.505)","(7.007, 6.252)",351.1835114124804
"(4.258, 4.001)","(3.847, 3.861)",489.7446797995872
"(5.454, 5.049)","(5.818, 5.307)",502.6213355121325
"(3.483, 4.631)","(3.719, 4.244)",510.4895671882041
"(4.999, 5.174)","(5.454, 5.049)",531.473749342336
"(2.382, 1.295)","(2.273, 1.788)",568.5599868298859
