radius,%_gp_captured,%_img_covered,LCPI,total_gp
50.0,0.003992015968063872,0.0005273928721787996,7.569340009416125,501
110.0,0.043912175648702596,0.03296575204554191,1.3320544178102867,501
170.0,0.13373253493013973,0.11190137467738097,1.1950928691957488,501
230.0,0.2554890219560878,0.21978298035913676,1.1624604486598804,501
290.0,0.3772455089820359,0.3452489612124984,1.092676738713904,501
350.0,0.4930139720558882,0.4737947319287584,1.0405644867533472,501
410.0,0.6207584830339321,0.5933772400285552,1.0461447476550656,501
470.0,0.7105788423153693,0.6922439640497153,1.0264861511516727,501
530.0,0.7564870259481038,0.7500340832128278,1.0086035326656548,501
590.0,0.7884231536926147,0.778872947593857,1.0122615711949694,501
650.0,0.8043912175648703,0.7978296571543629,1.0082242623493223,501
