radius,%_gp_captured,%_img_covered,LCPI,total_gp
50.0,0.0,0.0005273928721787996,0.0,501
110.0,0.03992015968063872,0.03296575204554191,1.210958561645715,501
170.0,0.11776447105788423,0.11190137467738097,1.0523952131723757,501
230.0,0.21357285429141717,0.21978298035913676,0.9717442813016189,501
290.0,0.32335329341317365,0.3452489612124984,0.936580061754775,501
350.0,0.48902195608782434,0.4737947319287584,1.0321388633788262,501
410.0,0.624750499001996,0.5933772400285552,1.0528723666110467,501
470.0,0.7145708582834331,0.6922439640497153,1.0322529272817385,501
530.0,0.7724550898203593,0.7500340832128278,1.0298933169963282,501
590.0,0.8003992015968064,0.778872947593857,1.027637696327045,501
650.0,0.812375249500998,0.7978296571543629,1.0182314510575041,501
