radius,%_gp_captured,%_img_covered,LCPI,total_gp
100,0.024691358024691357,0.02444497627041359,1.0100790342994102,324
160,0.11419753086419752,0.11421945077561514,0.999808089504294,324
220,0.22530864197530864,0.23209499525820304,0.970760449722991,324
280,0.37962962962962965,0.359009826266877,1.057435206097742,324
340,0.47530864197530864,0.4735477431312616,1.0037185244140399,324
400,0.5432098765432098,0.5544783027594443,0.9796774262218099,324
460,0.6296296296296297,0.6266150780216165,1.004810850733964,324
520,0.691358024691358,0.6886548473113908,1.0039253007374025,324
580,0.7438271604938271,0.7411593470397934,1.0035995140109737,324
640,0.8148148148148148,0.7860314764671587,1.0366185569018478,324
700,0.8549382716049383,0.8238278216095465,1.037763291284106,324
