radius,%_gp_captured,%_img_covered,LCPI,total_gp
100,0.012345679012345678,0.02444497627041359,0.5050395171497051,324
160,0.09259259259259259,0.11421945077561514,0.8106552077061843,324
220,0.19444444444444445,0.23209499525820304,0.8377795661992936,324
280,0.30246913580246915,0.359009826266877,0.842509351199827,324
340,0.48148148148148145,0.4735477431312616,1.0167538299259105,324
400,0.6080246913580247,0.5544783027594443,1.0965707554869122,324
460,0.6512345679012346,0.6266150780216165,1.0392896544356194,324
520,0.6975308641975309,0.6886548473113908,1.0128889194939865,324
580,0.8024691358024691,0.7411593470397934,1.082721467397731,324
640,0.8364197530864198,0.7860314764671587,1.064104655001518,324
700,0.8641975308641975,0.8238278216095465,1.0490026049081216,324
