og_coord,starfish_coord,dist
"(1270.0, 2096.0)","(1264.0, 2098.0)",6.325
"(2834.0, 2161.0)","(2827.0, 2165.0)",8.062
"(1306.0, 2133.0)","(1312.0, 2139.0)",8.485
"(637.0, 1070.0)","(629.0, 1067.0)",8.544
"(3350.0, 3693.0)","(3341.0, 3690.0)",9.487
"(1622.0, 572.0)","(1624.0, 562.0)",10.198
"(2089.0, 2788.0)","(2097.0, 2781.0)",10.63
"(1028.0, 1938.0)","(1036.0, 1948.0)",12.806
"(2254.0, 2879.0)","(2245.0, 2889.0)",13.454
"(2284.0, 3530.0)","(2292.0, 3542.0)",14.422
"(3236.0, 2006.0)","(3246.0, 2017.0)",14.866
"(2664.0, 1892.0)","(2662.0, 1907.0)",15.133
"(1817.0, 39.0)","(1805.0, 29.0)",15.62
"(3011.0, 541.0)","(2998.0, 551.0)",16.401
"(3517.0, 3432.0)","(3528.0, 3418.0)",17.804
"(1269.0, 450.0)","(1279.0, 465.0)",18.028
"(3053.0, 3424.0)","(3050.0, 3442.0)",18.248
"(104.0, 490.0)","(87.0, 497.0)",18.385
"(2385.0, 2164.0)","(2369.0, 2154.0)",18.868
"(3322.0, 3686.0)","(3341.0, 3690.0)",19.416
"(2656.0, 1926.0)","(2662.0, 1907.0)",19.925
"(3133.0, 2364.0)","(3141.0, 2384.0)",21.541
"(3559.0, 136.0)","(3543.0, 121.0)",21.932
"(3330.0, 3671.0)","(3341.0, 3690.0)",21.954
"(646.0, 1053.0)","(629.0, 1067.0)",22.023
"(3422.0, 2359.0)","(3444.0, 2364.0)",22.561
"(679.0, 453.0)","(665.0, 471.0)",22.804
"(991.0, 169.0)","(1000.0, 148.0)",22.847
"(3385.0, 2184.0)","(3382.0, 2207.0)",23.195
"(2310.0, 3557.0)","(2292.0, 3542.0)",23.431
"(1480.0, 168.0)","(1458.0, 177.0)",23.77
"(3523.0, 134.0)","(3543.0, 121.0)",23.854
"(3400.0, 1843.0)","(3413.0, 1863.0)",23.854
"(2944.0, 1925.0)","(2934.0, 1947.0)",24.166
"(3367.0, 1859.0)","(3352.0, 1878.0)",24.207
"(3117.0, 2379.0)","(3141.0, 2384.0)",24.515
"(1836.0, 3154.0)","(1861.0, 3151.0)",25.179
"(1296.0, 2119.0)","(1312.0, 2139.0)",25.612
"(2028.0, 3648.0)","(2019.0, 3624.0)",25.632
"(2174.0, 1394.0)","(2149.0, 1388.0)",25.71
"(2656.0, 2362.0)","(2646.0, 2386.0)",26.0
"(1641.0, 542.0)","(1624.0, 562.0)",26.249
"(2265.0, 3541.0)","(2292.0, 3542.0)",27.019
"(310.0, 181.0)","(327.0, 158.0)",28.601
"(1253.0, 477.0)","(1279.0, 465.0)",28.636
"(2995.0, 3496.0)","(3024.0, 3501.0)",29.428
"(1005.0, 119.0)","(1000.0, 148.0)",29.428
"(1620.0, 592.0)","(1624.0, 562.0)",30.265
"(786.0, 1450.0)","(781.0, 1420.0)",30.414
"(3144.0, 3314.0)","(3138.0, 3284.0)",30.594
"(2300.0, 2195.0)","(2319.0, 2219.0)",30.61
"(713.0, 111.0)","(742.0, 101.0)",30.676
"(1875.0, 346.0)","(1904.0, 357.0)",31.016
"(2409.0, 1420.0)","(2440.0, 1418.0)",31.064
"(3000.0, 3481.0)","(3024.0, 3501.0)",31.241
"(494.0, 2943.0)","(466.0, 2929.0)",31.305
"(1619.0, 1226.0)","(1606.0, 1255.0)",31.78
"(2965.0, 1939.0)","(2934.0, 1947.0)",32.016
"(3307.0, 2530.0)","(3315.0, 2561.0)",32.016
"(1599.0, 585.0)","(1624.0, 562.0)",33.971
"(2964.0, 1048.0)","(2969.0, 1014.0)",34.366
"(2043.0, 3005.0)","(2076.0, 2995.0)",34.482
"(282.0, 465.0)","(252.0, 448.0)",34.482
"(1342.0, 2122.0)","(1312.0, 2139.0)",34.482
"(659.0, 1085.0)","(629.0, 1067.0)",34.986
"(2017.0, 3660.0)","(2019.0, 3624.0)",36.056
"(1043.0, 263.0)","(1079.0, 265.0)",36.056
"(1997.0, 3287.0)","(2004.0, 3323.0)",36.674
"(965.0, 1001.0)","(966.0, 1038.0)",37.014
"(1857.0, 2517.0)","(1856.0, 2554.0)",37.014
"(3343.0, 3653.0)","(3341.0, 3690.0)",37.054
"(3290.0, 2533.0)","(3315.0, 2561.0)",37.537
"(2964.0, 1924.0)","(2934.0, 1947.0)",37.802
"(2696.0, 1890.0)","(2662.0, 1907.0)",38.013
"(3019.0, 519.0)","(2998.0, 551.0)",38.275
"(1596.0, 535.0)","(1624.0, 562.0)",38.897
"(2286.0, 1842.0)","(2325.0, 1849.0)",39.623
"(3190.0, 985.0)","(3230.0, 983.0)",40.05
"(292.0, 452.0)","(252.0, 448.0)",40.2
"(2508.0, 3542.0)","(2468.0, 3546.0)",40.2
"(3328.0, 110.0)","(3333.0, 150.0)",40.311
"(3412.0, 2234.0)","(3382.0, 2207.0)",40.361
"(2237.0, 1242.0)","(2268.0, 1215.0)",41.11
"(2328.0, 392.0)","(2333.0, 433.0)",41.304
"(701.0, 450.0)","(665.0, 471.0)",41.677
"(536.0, 1759.0)","(551.0, 1798.0)",41.785
"(2059.0, 3637.0)","(2019.0, 3624.0)",42.059
"(1911.0, 232.0)","(1869.0, 238.0)",42.426
"(670.0, 1056.0)","(629.0, 1067.0)",42.45
"(2484.0, 1130.0)","(2524.0, 1115.0)",42.72
"(703.0, 491.0)","(665.0, 471.0)",42.942
"(2221.0, 2853.0)","(2245.0, 2889.0)",43.267
"(2079.0, 2842.0)","(2107.0, 2809.0)",43.278
"(3542.0, 284.0)","(3501.0, 269.0)",43.658
"(1371.0, 80.0)","(1339.0, 110.0)",43.863
"(1369.0, 987.0)","(1385.0, 1028.0)",44.011
"(2912.0, 3661.0)","(2931.0, 3701.0)",44.283
"(629.0, 1112.0)","(629.0, 1067.0)",45.0
"(3480.0, 1863.0)","(3465.0, 1820.0)",45.541
"(2891.0, 1963.0)","(2934.0, 1947.0)",45.88
"(2264.0, 2847.0)","(2245.0, 2889.0)",46.098
"(1404.0, 986.0)","(1385.0, 1028.0)",46.098
"(2246.0, 2696.0)","(2210.0, 2725.0)",46.228
"(1409.0, 1285.0)","(1366.0, 1302.0)",46.239
"(1237.0, 445.0)","(1279.0, 465.0)",46.519
"(713.0, 474.0)","(665.0, 471.0)",48.094
"(2060.0, 2820.0)","(2107.0, 2809.0)",48.27
"(855.0, 1455.0)","(899.0, 1435.0)",48.332
"(3216.0, 1979.0)","(3246.0, 2017.0)",48.415
"(1903.0, 3698.0)","(1867.0, 3665.0)",48.836
"(2416.0, 2168.0)","(2369.0, 2154.0)",49.041
"(2967.0, 1984.0)","(2934.0, 1947.0)",49.578
"(1223.0, 1015.0)","(1202.0, 1060.0)",49.659
"(2663.0, 1557.0)","(2674.0, 1508.0)",50.22
"(2242.0, 2319.0)","(2205.0, 2353.0)",50.249
"(2383.0, 2265.0)","(2344.0, 2297.0)",50.448
"(2839.0, 2115.0)","(2827.0, 2165.0)",51.42
"(3098.0, 2477.0)","(3055.0, 2448.0)",51.865
"(3105.0, 2570.0)","(3134.0, 2527.0)",51.865
"(2916.0, 1898.0)","(2934.0, 1947.0)",52.202
"(3407.0, 2253.0)","(3382.0, 2207.0)",52.355
"(1299.0, 954.0)","(1308.0, 902.0)",52.773
"(2774.0, 2164.0)","(2827.0, 2165.0)",53.009
"(1951.0, 3321.0)","(2004.0, 3323.0)",53.038
"(3000.0, 154.0)","(3018.0, 204.0)",53.141
"(2971.0, 3508.0)","(3024.0, 3501.0)",53.46
"(2829.0, 810.0)","(2882.0, 818.0)",53.6
"(1585.0, 599.0)","(1624.0, 562.0)",53.759
"(2591.0, 1926.0)","(2627.0, 1886.0)",53.814
"(2411.0, 2188.0)","(2369.0, 2154.0)",54.037
"(1496.0, 1167.0)","(1543.0, 1140.0)",54.203
"(934.0, 994.0)","(966.0, 1038.0)",54.406
"(1625.0, 823.0)","(1669.0, 855.0)",54.406
"(1843.0, 2435.0)","(1892.0, 2411.0)",54.562
"(1647.0, 490.0)","(1594.0, 477.0)",54.571
"(1870.0, 2462.0)","(1892.0, 2411.0)",55.543
"(151.0, 501.0)","(202.0, 479.0)",55.543
"(3350.0, 3635.0)","(3341.0, 3690.0)",55.731
"(584.0, 1753.0)","(551.0, 1798.0)",55.803
"(2205.0, 1390.0)","(2149.0, 1388.0)",56.036
"(2657.0, 3055.0)","(2676.0, 3002.0)",56.303
"(1038.0, 226.0)","(1079.0, 265.0)",56.586
"(2971.0, 3480.0)","(3024.0, 3501.0)",57.009
"(1653.0, 1344.0)","(1647.0, 1287.0)",57.315
"(1814.0, 2182.0)","(1868.0, 2162.0)",57.585
"(1865.0, 2725.0)","(1820.0, 2689.0)",57.628
"(753.0, 1139.0)","(805.0, 1114.0)",57.697
"(3414.0, 1191.0)","(3356.0, 1191.0)",58.0
"(2647.0, 2328.0)","(2646.0, 2386.0)",58.009
"(784.0, 2385.0)","(842.0, 2380.0)",58.215
"(1652.0, 1219.0)","(1606.0, 1255.0)",58.412
