og_coord,starfish_coord,dist
"(2110.0, 1578.0)","(2189.0, 1600.0)",82.006
"(2985.0, 3332.0)","(2919.0, 3283.0)",82.201
"(2912.0, 3661.0)","(2918.0, 3743.0)",82.219
"(991.0, 169.0)","(1031.0, 97.0)",82.365
"(215.0, 2583.0)","(156.0, 2525.0)",82.735
"(855.0, 1455.0)","(773.0, 1440.0)",83.361
"(3262.0, 2698.0)","(3299.0, 2623.0)",83.63
"(713.0, 111.0)","(636.0, 77.0)",84.172
"(3350.0, 3635.0)","(3397.0, 3565.0)",84.315
"(1782.0, 3580.0)","(1773.0, 3664.0)",84.481
"(1038.0, 226.0)","(1026.0, 310.0)",84.853
"(3000.0, 3481.0)","(3007.0, 3566.0)",85.288
"(781.0, 659.0)","(844.0, 600.0)",86.313
"(1444.0, 1342.0)","(1403.0, 1418.0)",86.354
"(1426.0, 1317.0)","(1467.0, 1241.0)",86.354
"(1641.0, 542.0)","(1606.0, 463.0)",86.406
"(677.0, 354.0)","(763.0, 344.0)",86.579
"(1002.0, 1388.0)","(1002.0, 1301.0)",87.0
"(2151.0, 2740.0)","(2091.0, 2803.0)",87.0
"(2185.0, 3091.0)","(2197.0, 3004.0)",87.824
"(2469.0, 456.0)","(2536.0, 399.0)",87.966
"(1607.0, 906.0)","(1575.0, 824.0)",88.023
"(3098.0, 2477.0)","(3093.0, 2389.0)",88.142
"(1241.0, 1003.0)","(1153.0, 994.0)",88.459
"(825.0, 907.0)","(911.0, 885.0)",88.769
"(1081.0, 1260.0)","(1002.0, 1301.0)",89.006
"(2328.0, 392.0)","(2394.0, 332.0)",89.196
"(676.0, 380.0)","(610.0, 440.0)",89.196
"(3346.0, 1426.0)","(3434.0, 1410.0)",89.443
"(3250.0, 105.0)","(3229.0, 192.0)",89.499
"(737.0, 1198.0)","(690.0, 1121.0)",90.211
"(3290.0, 2533.0)","(3299.0, 2623.0)",90.449
"(3004.0, 3314.0)","(2919.0, 3283.0)",90.477
"(1574.0, 3526.0)","(1495.0, 3571.0)",90.918
"(1652.0, 1219.0)","(1619.0, 1134.0)",91.181
"(1735.0, 244.0)","(1784.0, 167.0)",91.269
"(3321.0, 2264.0)","(3234.0, 2292.0)",91.395
"(701.0, 450.0)","(610.0, 440.0)",91.548
"(770.0, 887.0)","(690.0, 932.0)",91.788
"(493.0, 140.0)","(538.0, 60.0)",91.788
"(310.0, 181.0)","(312.0, 89.0)",92.022
"(1813.0, 2198.0)","(1812.0, 2105.0)",93.005
"(2971.0, 3480.0)","(3007.0, 3566.0)",93.231
"(96.0, 1760.0)","(103.0, 1853.0)",93.263
"(3307.0, 2530.0)","(3299.0, 2623.0)",93.343
"(1617.0, 1550.0)","(1658.0, 1466.0)",93.472
"(1748.0, 450.0)","(1704.0, 366.0)",94.826
"(1621.0, 1039.0)","(1619.0, 1134.0)",95.021
"(1316.0, 1594.0)","(1340.0, 1502.0)",95.079
"(1466.0, 869.0)","(1371.0, 874.0)",95.131
"(1883.0, 3356.0)","(1962.0, 3303.0)",95.131
"(925.0, 650.0)","(844.0, 600.0)",95.189
"(1093.0, 1272.0)","(1002.0, 1301.0)",95.509
"(1709.0, 1700.0)","(1630.0, 1644.0)",96.835
"(3096.0, 3150.0)","(3179.0, 3100.0)",96.897
"(666.0, 338.0)","(763.0, 344.0)",97.185
"(3571.0, 1748.0)","(3592.0, 1653.0)",97.293
"(930.0, 326.0)","(1026.0, 310.0)",97.324
"(2891.0, 1963.0)","(2793.0, 1966.0)",98.046
"(585.0, 536.0)","(610.0, 440.0)",99.202
"(3303.0, 2729.0)","(3397.0, 2763.0)",99.96
"(1306.0, 2133.0)","(1390.0, 2188.0)",100.404
"(2388.0, 3121.0)","(2482.0, 3157.0)",100.658
"(1518.0, 176.0)","(1612.0, 212.0)",100.658
"(3000.0, 154.0)","(3101.0, 160.0)",101.178
"(3570.0, 587.0)","(3481.0, 537.0)",102.083
"(287.0, 1834.0)","(362.0, 1764.0)",102.591
"(407.0, 1671.0)","(305.0, 1659.0)",102.703
"(3343.0, 3653.0)","(3397.0, 3565.0)",103.247
"(3508.0, 2508.0)","(3526.0, 2406.0)",103.576
"(265.0, 1801.0)","(362.0, 1764.0)",103.817
"(2909.0, 3529.0)","(3007.0, 3566.0)",104.752
"(2200.0, 3109.0)","(2197.0, 3004.0)",105.043
"(2079.0, 3125.0)","(2066.0, 3020.0)",105.802
"(2895.0, 3126.0)","(2790.0, 3140.0)",105.929
"(703.0, 491.0)","(610.0, 440.0)",106.066
"(1258.0, 978.0)","(1153.0, 994.0)",106.212
"(946.0, 32.0)","(1031.0, 97.0)",107.005
"(675.0, 1696.0)","(779.0, 1670.0)",107.201
"(3079.0, 3139.0)","(3179.0, 3100.0)",107.336
"(1299.0, 954.0)","(1371.0, 874.0)",107.629
"(2696.0, 1890.0)","(2588.0, 1896.0)",108.167
"(713.0, 474.0)","(610.0, 440.0)",108.467
"(2567.0, 557.0)","(2660.0, 613.0)",108.559
"(1832.0, 3572.0)","(1773.0, 3664.0)",109.293
"(1622.0, 572.0)","(1606.0, 463.0)",110.168
"(2663.0, 1557.0)","(2711.0, 1457.0)",110.923
"(934.0, 994.0)","(911.0, 885.0)",111.4
"(759.0, 673.0)","(844.0, 600.0)",112.045
"(2167.0, 2272.0)","(2091.0, 2355.0)",112.539
"(2964.0, 1048.0)","(2964.0, 935.0)",113.0
"(1369.0, 987.0)","(1371.0, 874.0)",113.018
"(1751.0, 469.0)","(1704.0, 366.0)",113.217
"(3428.0, 3674.0)","(3397.0, 3565.0)",113.323
"(2057.0, 3190.0)","(1947.0, 3220.0)",114.018
"(1790.0, 3551.0)","(1773.0, 3664.0)",114.272
"(3450.0, 2494.0)","(3526.0, 2406.0)",116.276
"(2758.0, 1855.0)","(2793.0, 1966.0)",116.387
"(2016.0, 2444.0)","(2091.0, 2355.0)",116.387
"(1296.0, 2119.0)","(1390.0, 2188.0)",116.606
"(2041.0, 3151.0)","(1947.0, 3220.0)",116.606
"(1404.0, 986.0)","(1371.0, 874.0)",116.76
"(1780.0, 2498.0)","(1773.0, 2615.0)",117.209
"(3035.0, 3303.0)","(2919.0, 3283.0)",117.712
"(1336.0, 519.0)","(1345.0, 401.0)",118.343
"(3121.0, 3534.0)","(3007.0, 3566.0)",118.406
"(687.0, 184.0)","(636.0, 77.0)",118.533
"(2571.0, 3737.0)","(2581.0, 3856.0)",119.419
"(3034.0, 3318.0)","(2919.0, 3283.0)",120.208
"(2893.0, 3527.0)","(3007.0, 3566.0)",120.487
"(1554.0, 1550.0)","(1630.0, 1644.0)",120.88
"(1480.0, 168.0)","(1549.0, 68.0)",121.495
"(3109.0, 3499.0)","(3007.0, 3566.0)",122.037
"(1599.0, 585.0)","(1606.0, 463.0)",122.201
"(2510.0, 3708.0)","(2560.0, 3596.0)",122.654
"(3252.0, 1207.0)","(3353.0, 1137.0)",122.886
"(3278.0, 2501.0)","(3299.0, 2623.0)",123.794
"(1209.0, 2444.0)","(1258.0, 2330.0)",124.085
"(2834.0, 3650.0)","(2918.0, 3743.0)",125.32
"(927.0, 27.0)","(1031.0, 97.0)",125.363
"(3330.0, 3671.0)","(3397.0, 3565.0)",125.399
"(2531.0, 3719.0)","(2560.0, 3596.0)",126.372
"(2190.0, 417.0)","(2200.0, 290.0)",127.393
"(1903.0, 3698.0)","(2007.0, 3624.0)",127.64
"(774.0, 707.0)","(844.0, 600.0)",127.863
"(965.0, 1001.0)","(911.0, 885.0)",127.953
"(3328.0, 110.0)","(3229.0, 192.0)",128.55
"(1857.0, 2517.0)","(1773.0, 2615.0)",129.074
"(1995.0, 2442.0)","(2091.0, 2355.0)",129.557
"(1620.0, 592.0)","(1606.0, 463.0)",129.757
"(1283.0, 985.0)","(1153.0, 994.0)",130.311
"(3053.0, 3160.0)","(2940.0, 3225.0)",130.361
"(3269.0, 3596.0)","(3397.0, 3565.0)",131.7
"(3523.0, 134.0)","(3473.0, 259.0)",134.629
"(3350.0, 3693.0)","(3397.0, 3565.0)",136.356
"(2254.0, 2879.0)","(2197.0, 3004.0)",137.383
"(1585.0, 599.0)","(1606.0, 463.0)",137.612
"(2912.0, 28.0)","(2854.0, 154.0)",138.708
"(2221.0, 2853.0)","(2091.0, 2803.0)",139.284
"(2916.0, 1898.0)","(2793.0, 1966.0)",140.545
"(587.0, 209.0)","(636.0, 77.0)",140.801
"(2251.0, 2647.0)","(2111.0, 2628.0)",141.283
"(3322.0, 3686.0)","(3397.0, 3565.0)",142.359
"(2234.0, 2811.0)","(2091.0, 2803.0)",143.224
"(1865.0, 2725.0)","(1773.0, 2615.0)",143.402
"(2874.0, 3505.0)","(2881.0, 3360.0)",145.169
"(1270.0, 2096.0)","(1228.0, 2235.0)",145.207
"(1830.0, 2762.0)","(1820.0, 2907.0)",145.344
"(3127.0, 1946.0)","(3227.0, 1837.0)",147.922
"(2261.0, 3736.0)","(2130.0, 3666.0)",148.529
"(2985.0, 67.0)","(3101.0, 160.0)",148.678
"(3053.0, 3424.0)","(3007.0, 3566.0)",149.265
"(3559.0, 136.0)","(3473.0, 259.0)",150.083
"(739.0, 708.0)","(844.0, 600.0)",150.629
"(2246.0, 2696.0)","(2111.0, 2628.0)",151.159
"(784.0, 2385.0)","(794.0, 2537.0)",152.329
"(2613.0, 2334.0)","(2499.0, 2232.0)",152.971
"(1306.0, 565.0)","(1227.0, 434.0)",152.977
"(3481.0, 2553.0)","(3526.0, 2406.0)",153.734
"(1591.0, 621.0)","(1629.0, 770.0)",153.769
"(2242.0, 2319.0)","(2091.0, 2355.0)",155.232
"(2944.0, 1925.0)","(2793.0, 1966.0)",156.467
"(2265.0, 2659.0)","(2111.0, 2628.0)",157.089
"(3447.0, 2567.0)","(3299.0, 2623.0)",158.24
"(2270.0, 2391.0)","(2363.0, 2521.0)",159.841
"(1718.0, 3031.0)","(1820.0, 2907.0)",160.562
"(2237.0, 1242.0)","(2342.0, 1117.0)",163.248
"(2293.0, 2854.0)","(2446.0, 2914.0)",164.344
"(3252.0, 356.0)","(3229.0, 192.0)",165.605
"(1126.0, 1729.0)","(1041.0, 1586.0)",166.355
"(1778.0, 2448.0)","(1773.0, 2615.0)",167.075
"(3011.0, 541.0)","(3063.0, 700.0)",167.287
"(2647.0, 2328.0)","(2556.0, 2186.0)",168.656
"(3171.0, 3398.0)","(3333.0, 3351.0)",168.68
"(3277.0, 360.0)","(3343.0, 517.0)",170.309
"(2264.0, 2847.0)","(2197.0, 3004.0)",170.699
"(1331.0, 573.0)","(1345.0, 401.0)",172.569
"(2230.0, 1851.0)","(2077.0, 1769.0)",173.589
"(2273.0, 2372.0)","(2363.0, 2521.0)",174.072
"(536.0, 1759.0)","(362.0, 1764.0)",174.072
"(2965.0, 1939.0)","(2793.0, 1966.0)",174.106
"(2967.0, 1984.0)","(2793.0, 1966.0)",174.929
"(2964.0, 1924.0)","(2793.0, 1966.0)",176.082
"(1870.0, 2462.0)","(1773.0, 2615.0)",181.157
"(3105.0, 2570.0)","(3093.0, 2389.0)",181.397
"(3182.0, 3509.0)","(3075.0, 3658.0)",183.439
"(1833.0, 2289.0)","(1812.0, 2105.0)",185.194
"(3019.0, 519.0)","(3063.0, 700.0)",186.271
"(3200.0, 3482.0)","(3333.0, 3351.0)",186.682
"(1324.0, 595.0)","(1227.0, 434.0)",187.963
"(2231.0, 1881.0)","(2077.0, 1769.0)",190.421
"(677.0, 2386.0)","(794.0, 2537.0)",191.024
"(3144.0, 3314.0)","(3333.0, 3351.0)",192.588
"(1843.0, 2435.0)","(1773.0, 2615.0)",193.132
"(2256.0, 1846.0)","(2077.0, 1769.0)",194.859
"(3090.0, 3387.0)","(3007.0, 3566.0)",197.307
"(3144.0, 3408.0)","(3333.0, 3351.0)",197.408
"(584.0, 1753.0)","(627.0, 1946.0)",197.732
"(2656.0, 2362.0)","(2556.0, 2186.0)",202.425
"(2251.0, 1873.0)","(2077.0, 1769.0)",202.712
"(1574.0, 3173.0)","(1432.0, 3322.0)",205.828
"(1542.0, 3135.0)","(1432.0, 3322.0)",216.954
"(292.0, 452.0)","(466.0, 584.0)",218.403
"(1359.0, 637.0)","(1477.0, 453.0)",218.586
"(282.0, 465.0)","(466.0, 584.0)",219.128
"(2286.0, 1842.0)","(2077.0, 1769.0)",221.382
"(219.0, 634.0)","(466.0, 584.0)",252.01
"(130.0, 452.0)","(77.0, 200.0)",257.513
"(104.0, 490.0)","(77.0, 200.0)",291.254
"(173.0, 554.0)","(466.0, 584.0)",294.532
"(151.0, 501.0)","(77.0, 200.0)",309.963
"(139.0, 567.0)","(466.0, 584.0)",327.442
"(144.0, 521.0)","(77.0, 200.0)",327.918
