og_coord,starfish_coord,dist
"(2559.216, 2013.096)","(2557.0, 1980.0)",33.17
"(5160.168, 4963.92)","(5164.0, 4924.0)",40.103
"(6238.2, 6623.592)","(6264.0, 6658.0)",43.006
"(5128.2, 4966.584)","(5164.0, 4924.0)",55.633
"(7890.768, 7040.064)","(7869.0, 7094.0)",58.163
"(2529.912, 2037.072)","(2557.0, 1980.0)",63.174
"(7787.76, 7112.88)","(7763.0, 7175.0)",66.873
"(5139.744, 4990.56)","(5164.0, 4924.0)",70.842
"(5119.32, 4979.904)","(5164.0, 4924.0)",71.565
"(6198.24, 6628.032)","(6264.0, 6658.0)",72.267
"(6141.408, 5685.864)","(6065.0, 5662.0)",80.048
"(3922.296, 5215.224)","(4010.0, 5237.0)",90.367
"(3866.352, 3502.272)","(3957.0, 3504.0)",90.664
"(8095.896, 7325.112)","(8173.0, 7268.0)",95.952
"(6551.664, 5976.24)","(6509.0, 5887.0)",98.914
"(3927.624, 3979.128)","(3991.0, 3900.0)",101.379
"(3908.088, 3958.704)","(3991.0, 3900.0)",101.59
"(3145.296, 3623.928)","(3227.0, 3561.0)",103.128
"(4081.248, 4085.688)","(4162.0, 4021.0)",103.467
"(5629.032, 5827.056)","(5588.0, 5730.0)",105.373
"(6588.072, 5962.032)","(6627.0, 5863.0)",106.408
"(3126.648, 3599.952)","(3227.0, 3561.0)",107.647
"(3147.072, 3638.136)","(3227.0, 3561.0)",111.079
"(3852.144, 3462.312)","(3957.0, 3504.0)",112.839
"(3863.688, 3440.112)","(3957.0, 3504.0)",113.088
"(3921.408, 3991.56)","(3991.0, 3900.0)",115.006
"(6577.416, 5979.792)","(6509.0, 5887.0)",115.287
"(4187.808, 4779.216)","(4274.0, 4702.0)",115.721
"(5065.152, 5329.776)","(4963.0, 5275.0)",115.911
"(6673.32, 6740.808)","(6783.0, 6703.0)",116.014
"(5067.816, 5359.08)","(4953.0, 5414.0)",127.275
"(3919.632, 4009.32)","(3991.0, 3900.0)",130.554
"(6650.232, 6724.824)","(6783.0, 6703.0)",134.55
"(2710.176, 2140.08)","(2574.0, 2129.0)",136.626
"(3889.44, 3993.336)","(3991.0, 3900.0)",137.935
"(3093.792, 3615.936)","(3227.0, 3561.0)",144.091
"(2213.784, 1030.08)","(2143.0, 1170.0)",156.806
"(2233.32, 1040.736)","(2143.0, 1170.0)",157.692
"(5106.0, 5352.864)","(4963.0, 5275.0)",162.824
"(2804.304, 3115.992)","(2913.0, 3242.0)",166.412
"(3885.888, 3348.648)","(3957.0, 3504.0)",170.854
"(4755.24, 5380.392)","(4778.0, 5562.0)",183.029
"(3009.432, 2172.048)","(3184.0, 2114.0)",183.966
"(3044.064, 1924.296)","(2885.0, 1827.0)",186.461
"(2996.112, 2148.96)","(3184.0, 2114.0)",191.113
"(2419.8, 2242.2)","(2574.0, 2129.0)",191.29
"(5245.416, 5310.24)","(5312.0, 5127.0)",194.962
"(4407.144, 4847.592)","(4274.0, 4702.0)",197.293
"(5185.032, 5280.936)","(5312.0, 5127.0)",199.542
"(3769.56, 3591.96)","(3957.0, 3504.0)",207.052
"(6715.056, 6052.608)","(6627.0, 5863.0)",209.058
"(3060.936, 1942.056)","(2885.0, 1827.0)",210.217
"(6938.832, 6080.136)","(7051.0, 6258.0)",210.279
"(5172.6, 5310.24)","(4963.0, 5275.0)",212.542
"(2411.808, 2272.392)","(2574.0, 2129.0)",216.489
"(6943.272, 6067.704)","(7051.0, 6258.0)",218.673
"(4715.28, 5350.2)","(4778.0, 5562.0)",220.891
"(7237.2, 7281.6)","(7353.0, 7092.0)",222.166
"(4331.664, 4164.72)","(4162.0, 4021.0)",222.354
"(5214.336, 5338.656)","(5312.0, 5127.0)",233.102
"(2682.648, 1458.096)","(2505.0, 1306.0)",233.863
"(4335.216, 4193.136)","(4162.0, 4021.0)",244.202
"(7238.088, 7387.272)","(7505.0, 7407.0)",267.64
"(4795.2, 4505.712)","(4966.0, 4712.0)",267.82
"(2848.704, 2978.352)","(2913.0, 3242.0)",271.375
"(2690.64, 2381.616)","(2574.0, 2129.0)",278.244
"(4953.264, 5779.104)","(4778.0, 5562.0)",279.019
"(4993.224, 5758.68)","(4778.0, 5562.0)",291.555
"(1416.36, 1094.016)","(1622.0, 1313.0)",300.403
"(1401.264, 1094.904)","(1622.0, 1313.0)",310.307
"(2746.584, 2391.384)","(2574.0, 2129.0)",314.055
"(1403.928, 1073.592)","(1622.0, 1313.0)",323.839
"(6722.16, 6176.04)","(6627.0, 5863.0)",327.184
"(1408.368, 1056.72)","(1622.0, 1313.0)",333.644
"(4305.912, 4331.664)","(4162.0, 4021.0)",342.378
"(4668.216, 5100.672)","(4963.0, 5275.0)",342.473
"(6713.28, 6199.128)","(7051.0, 6258.0)",342.813
"(4308.576, 4352.976)","(4274.0, 4702.0)",350.732
"(4662.0, 5089.128)","(4963.0, 5275.0)",353.765
"(4677.096, 5065.152)","(4963.0, 5275.0)",354.651
"(4331.664, 4347.648)","(4274.0, 4702.0)",359.013
