og_coord,starfish_coord,dist
"(6713.28, 6199.128)","(6699.0, 6195.0)",14.865
"(2411.808, 2272.392)","(2415.0, 2290.0)",17.895
"(5139.744, 4990.56)","(5156.0, 5002.0)",19.878
"(6722.16, 6176.04)","(6699.0, 6195.0)",29.931
"(2419.8, 2242.2)","(2431.0, 2212.0)",32.21
"(5160.168, 4963.92)","(5156.0, 5002.0)",38.307
"(5119.32, 4979.904)","(5156.0, 5002.0)",42.821
"(5128.2, 4966.584)","(5156.0, 5002.0)",45.024
"(6673.32, 6740.808)","(6680.0, 6808.0)",67.523
"(2213.784, 1030.08)","(2189.0, 965.0)",69.639
"(4308.576, 4352.976)","(4290.0, 4427.0)",76.319
"(2996.112, 2148.96)","(2944.0, 2090.0)",78.689
"(2529.912, 2037.072)","(2575.0, 2103.0)",79.871
"(3126.648, 3599.952)","(3095.0, 3524.0)",82.282
"(4668.216, 5100.672)","(4748.0, 5132.0)",85.714
"(2233.32, 1040.736)","(2189.0, 965.0)",87.751
"(6650.232, 6724.824)","(6680.0, 6808.0)",88.342
"(4331.664, 4347.648)","(4290.0, 4427.0)",89.625
"(5185.032, 5280.936)","(5223.0, 5198.0)",91.214
"(2559.216, 2013.096)","(2575.0, 2103.0)",91.279
"(3093.792, 3615.936)","(3095.0, 3524.0)",91.944
"(7890.768, 7040.064)","(7977.0, 7076.0)",93.42
"(4662.0, 5089.128)","(4748.0, 5132.0)",96.094
"(4331.664, 4164.72)","(4313.0, 4070.0)",96.541
"(4305.912, 4331.664)","(4290.0, 4427.0)",96.655
"(6551.664, 5976.24)","(6490.0, 6051.0)",96.91
"(4677.096, 5065.152)","(4748.0, 5132.0)",97.448
"(3009.432, 2172.048)","(2996.0, 2272.0)",100.85
"(7238.088, 7387.272)","(7289.0, 7481.0)",106.663
"(5106.0, 5352.864)","(5143.0, 5456.0)",109.572
"(3145.296, 3623.928)","(3095.0, 3524.0)",111.872
"(6577.416, 5979.792)","(6490.0, 6051.0)",112.748
"(5245.416, 5310.24)","(5223.0, 5198.0)",114.457
"(2804.304, 3115.992)","(2918.0, 3130.0)",114.556
"(4081.248, 4085.688)","(4082.0, 3971.0)",114.69
"(5067.816, 5359.08)","(5143.0, 5456.0)",122.663
"(5172.6, 5310.24)","(5223.0, 5198.0)",123.036
"(3927.624, 3979.128)","(4035.0, 3919.0)",123.065
"(4335.216, 4193.136)","(4313.0, 4070.0)",125.124
"(3147.072, 3638.136)","(3095.0, 3524.0)",125.453
"(6588.072, 5962.032)","(6490.0, 6051.0)",132.414
"(3908.088, 3958.704)","(4035.0, 3919.0)",132.978
"(3921.408, 3991.56)","(4035.0, 3919.0)",134.789
"(5214.336, 5338.656)","(5143.0, 5456.0)",137.326
"(2710.176, 2140.08)","(2575.0, 2103.0)",140.169
"(6715.056, 6052.608)","(6699.0, 6195.0)",143.294
"(3919.632, 4009.32)","(4035.0, 3919.0)",146.518
"(5065.152, 5329.776)","(5143.0, 5456.0)",148.3
"(1416.36, 1094.016)","(1554.0, 1165.0)",154.866
"(6141.408, 5685.864)","(6017.0, 5585.0)",160.159
"(3889.44, 3993.336)","(4035.0, 3919.0)",163.443
"(7787.76, 7112.88)","(7801.0, 7279.0)",166.647
"(2848.704, 2978.352)","(2918.0, 3130.0)",166.73
"(1401.264, 1094.904)","(1554.0, 1165.0)",168.053
"(3866.352, 3502.272)","(4005.0, 3603.0)",171.375
"(4187.808, 4779.216)","(4030.0, 4848.0)",172.147
"(1403.928, 1073.592)","(1554.0, 1165.0)",175.719
"(1408.368, 1056.72)","(1554.0, 1165.0)",181.475
"(2746.584, 2391.384)","(2880.0, 2515.0)",181.881
"(4795.2, 4505.712)","(4868.0, 4676.0)",185.197
"(3060.936, 1942.056)","(2944.0, 2090.0)",188.577
"(3044.064, 1924.296)","(2944.0, 2090.0)",193.573
"(7237.2, 7281.6)","(7364.0, 7430.0)",195.194
"(3852.144, 3462.312)","(4005.0, 3603.0)",207.745
"(3863.688, 3440.112)","(4005.0, 3603.0)",215.642
"(4715.28, 5350.2)","(4748.0, 5132.0)",220.64
"(2690.64, 2381.616)","(2860.0, 2537.0)",229.841
"(3769.56, 3591.96)","(4005.0, 3603.0)",235.699
"(4755.24, 5380.392)","(4748.0, 5132.0)",248.497
"(6198.24, 6628.032)","(5987.0, 6490.0)",252.339
"(4407.144, 4847.592)","(4666.0, 4833.0)",259.267
"(6938.832, 6080.136)","(6699.0, 6195.0)",265.919
"(6943.272, 6067.704)","(6699.0, 6195.0)",275.451
"(8095.896, 7325.112)","(7977.0, 7076.0)",276.031
"(6238.2, 6623.592)","(6487.0, 6497.0)",279.154
"(3885.888, 3348.648)","(4005.0, 3603.0)",280.86
"(5629.032, 5827.056)","(5446.0, 5599.0)",292.421
"(4993.224, 5758.68)","(5143.0, 5456.0)",337.71
"(4953.264, 5779.104)","(5143.0, 5456.0)",374.694
"(3922.296, 5215.224)","(4030.0, 4848.0)",382.693
"(2682.648, 1458.096)","(2565.0, 1909.0)",465.999
