og_coord,closest_coord,dist
"(5257.0, 5744.0)","(5250.0, 5731.0)",14.765
"(5250.0, 5731.0)","(5257.0, 5744.0)",14.765
"(7819.0, 6833.0)","(7814.0, 6847.0)",14.866
"(7814.0, 6847.0)","(7819.0, 6833.0)",14.866
"(4423.0, 4481.0)","(4416.0, 4495.0)",15.652
"(4416.0, 4495.0)","(4423.0, 4481.0)",15.652
"(3542.0, 4081.0)","(3544.0, 4097.0)",16.125
"(3544.0, 4097.0)","(3542.0, 4081.0)",16.125
"(1578.0, 1233.0)","(1595.0, 1232.0)",17.029
"(1595.0, 1232.0)","(1578.0, 1233.0)",17.029
"(5765.0, 5608.0)","(5775.0, 5593.0)",18.028
"(5775.0, 5593.0)","(5765.0, 5608.0)",18.028
"(1581.0, 1209.0)","(1586.0, 1190.0)",19.647
"(1586.0, 1190.0)","(1581.0, 1209.0)",19.647
"(4414.0, 4515.0)","(4416.0, 4495.0)",20.1
"(7407.0, 6734.0)","(7419.0, 6714.0)",23.324
"(7419.0, 6714.0)","(7407.0, 6734.0)",23.324
"(4852.0, 4902.0)","(4849.0, 4878.0)",24.187
"(4849.0, 4878.0)","(4852.0, 4902.0)",24.187
"(2515.0, 1172.0)","(2493.0, 1160.0)",25.06
"(2493.0, 1160.0)","(2515.0, 1172.0)",25.06
"(5788.0, 5620.0)","(5765.0, 5608.0)",25.942
"(4878.0, 4896.0)","(4852.0, 4902.0)",26.683
"(3447.0, 2187.0)","(3428.0, 2167.0)",27.586
"(3428.0, 2167.0)","(3447.0, 2187.0)",27.586
"(7570.0, 6955.0)","(7560.0, 6981.0)",27.857
"(7560.0, 6981.0)","(7570.0, 6955.0)",27.857
"(4338.0, 3899.0)","(4351.0, 3874.0)",28.178
"(4351.0, 3874.0)","(4338.0, 3899.0)",28.178
"(7378.0, 6730.0)","(7407.0, 6734.0)",29.275
"(3389.0, 2446.0)","(3374.0, 2420.0)",30.017
"(3374.0, 2420.0)","(3389.0, 2446.0)",30.017
"(7489.0, 7573.0)","(7515.0, 7591.0)",31.623
"(7515.0, 7591.0)","(7489.0, 7573.0)",31.623
"(4401.0, 4458.0)","(4423.0, 4481.0)",31.828
"(5267.0, 5704.0)","(5250.0, 5731.0)",31.906
"(4882.0, 4722.0)","(4878.0, 4690.0)",32.249
"(4878.0, 4690.0)","(4882.0, 4722.0)",32.249
"(5707.0, 6035.0)","(5704.0, 6002.0)",33.136
"(5704.0, 6002.0)","(5707.0, 6035.0)",33.136
"(3521.0, 4054.0)","(3542.0, 4081.0)",34.205
"(2725.0, 2525.0)","(2716.0, 2559.0)",35.171
"(2716.0, 2559.0)","(2725.0, 2525.0)",35.171
"(5839.0, 5947.0)","(5825.0, 5980.0)",35.847
"(5825.0, 5980.0)","(5839.0, 5947.0)",35.847
"(4380.0, 4497.0)","(4416.0, 4495.0)",36.056
"(5811.0, 5590.0)","(5775.0, 5593.0)",36.125
"(3484.0, 4072.0)","(3521.0, 4054.0)",41.146
"(2882.0, 2267.0)","(2849.0, 2294.0)",42.638
"(2849.0, 2294.0)","(2882.0, 2267.0)",42.638
"(5750.0, 6028.0)","(5707.0, 6035.0)",43.566
"(6980.0, 7464.0)","(7025.0, 7459.0)",45.277
"(7025.0, 7459.0)","(6980.0, 7464.0)",45.277
"(5872.0, 6012.0)","(5907.0, 5980.0)",47.424
"(5907.0, 5980.0)","(5872.0, 6012.0)",47.424
"(4354.0, 3944.0)","(4338.0, 3899.0)",47.76
"(5578.0, 6508.0)","(5623.0, 6485.0)",50.537
"(5623.0, 6485.0)","(5578.0, 6508.0)",50.537
"(5310.0, 6025.0)","(5355.0, 6059.0)",56.4
"(5355.0, 6059.0)","(5310.0, 6025.0)",56.4
"(3093.0, 2693.0)","(3030.0, 2682.0)",63.953
"(3030.0, 2682.0)","(3093.0, 2693.0)",63.953
"(4376.0, 3771.0)","(4351.0, 3874.0)",105.991
"(8150.0, 8200.0)","(8151.0, 8319.0)",119.004
"(8151.0, 8319.0)","(8150.0, 8200.0)",119.004
"(7562.0, 6816.0)","(7570.0, 6955.0)",139.23
"(8886.0, 7928.0)","(8770.0, 8010.0)",142.056
"(8770.0, 8010.0)","(8886.0, 7928.0)",142.056
"(4245.0, 4045.0)","(4354.0, 3944.0)",148.6
"(3158.0, 3509.0)","(3208.0, 3354.0)",162.865
"(3208.0, 3354.0)","(3158.0, 3509.0)",162.865
"(4596.0, 4601.0)","(4414.0, 4515.0)",201.296
"(3052.0, 2410.0)","(2882.0, 2267.0)",222.146
"(4716.0, 5382.0)","(4963.0, 5459.0)",258.724
"(4963.0, 5459.0)","(4716.0, 5382.0)",258.724
"(9117.0, 8249.0)","(8886.0, 7928.0)",395.477
"(5400.0, 5074.0)","(4878.0, 4896.0)",551.514
"(6916.0, 6403.0)","(7378.0, 6730.0)",566.015
"(4417.0, 5873.0)","(4716.0, 5382.0)",574.876
"(6339.0, 6562.0)","(6916.0, 6403.0)",598.506
"(3021.0, 1642.0)","(2882.0, 2267.0)",640.27
