radius,%_gp_captured,%_img_covered,LCPI,total_gp
100.0,0.08641975308641975,0.021845955837791857,3.9558696231052566,81
160.0,0.08641975308641975,0.04385241297093986,1.9706955041148693,81
220.0,0.08641975308641975,0.06577951881711652,1.3137790400487457,81
280.0,0.08641975308641975,0.09003008845835185,0.9598985690922401,81
340.0,0.08641975308641975,0.11493048080100109,0.7519306669921022,81
400.0,0.08641975308641975,0.1392482257688704,0.620616547243213,81
460.0,0.09876543209876543,0.15925312105837874,0.6201789418152763,81
520.0,0.1111111111111111,0.177920736158562,0.6244978157694305,81
580.0,0.13580246913580246,0.1931393029484088,0.7031322318279148,81
640.0,0.13580246913580246,0.2072941335669642,0.6551196929648416,81
700.0,0.14814814814814814,0.22164799962807977,0.6683937973576902,81
