og_coord,starfish_coord,dist
"(3570.0, 587.0)","(3565.0, 565.0)",22.561
"(3447.0, 2567.0)","(3447.0, 2591.0)",24.0
"(3019.0, 519.0)","(2995.0, 522.0)",24.187
"(3011.0, 541.0)","(2995.0, 522.0)",24.839
"(2077.0, 2374.0)","(2052.0, 2371.0)",25.179
"(1269.0, 450.0)","(1275.0, 475.0)",25.71
"(3090.0, 3387.0)","(3116.0, 3389.0)",26.077
"(3004.0, 3314.0)","(3002.0, 3340.0)",26.077
"(1251.0, 1483.0)","(1259.0, 1458.0)",26.249
"(282.0, 465.0)","(294.0, 489.0)",26.833
"(1369.0, 987.0)","(1396.0, 983.0)",27.295
"(2536.0, 823.0)","(2552.0, 800.0)",28.018
"(677.0, 2386.0)","(700.0, 2370.0)",28.018
"(2079.0, 3125.0)","(2107.0, 3123.0)",28.071
"(701.0, 450.0)","(688.0, 425.0)",28.178
"(1591.0, 621.0)","(1618.0, 630.0)",28.46
"(3124.0, 758.0)","(3095.0, 758.0)",29.0
"(2385.0, 2164.0)","(2396.0, 2191.0)",29.155
"(679.0, 453.0)","(688.0, 425.0)",29.411
"(2471.0, 3205.0)","(2442.0, 3214.0)",30.364
"(1911.0, 232.0)","(1906.0, 202.0)",30.414
"(1883.0, 3356.0)","(1906.0, 3336.0)",30.48
"(2964.0, 1924.0)","(2979.0, 1951.0)",30.887
"(1813.0, 2198.0)","(1811.0, 2167.0)",31.064
"(2912.0, 3661.0)","(2885.0, 3645.0)",31.385
"(3053.0, 3160.0)","(3048.0, 3191.0)",31.401
"(1620.0, 592.0)","(1652.0, 594.0)",32.062
"(1283.0, 985.0)","(1255.0, 967.0)",33.287
"(3144.0, 3408.0)","(3116.0, 3389.0)",33.838
"(3034.0, 3318.0)","(3025.0, 3285.0)",34.205
"(3577.0, 1976.0)","(3547.0, 1993.0)",34.482
"(1078.0, 128.0)","(1048.0, 148.0)",36.056
"(3236.0, 2006.0)","(3266.0, 2027.0)",36.62
"(292.0, 452.0)","(294.0, 489.0)",37.054
"(696.0, 369.0)","(679.0, 336.0)",37.121
"(1622.0, 572.0)","(1652.0, 594.0)",37.202
"(3322.0, 3686.0)","(3343.0, 3655.0)",37.443
"(1780.0, 2498.0)","(1817.0, 2492.0)",37.483
"(3321.0, 2264.0)","(3301.0, 2296.0)",37.736
"(2864.0, 3121.0)","(2841.0, 3151.0)",37.802
"(1682.0, 1688.0)","(1645.0, 1680.0)",37.855
"(1641.0, 542.0)","(1606.0, 527.0)",38.079
"(1653.0, 1344.0)","(1690.0, 1334.0)",38.328
"(2656.0, 2362.0)","(2625.0, 2385.0)",38.601
"(1241.0, 1003.0)","(1255.0, 967.0)",38.626
"(3350.0, 3693.0)","(3343.0, 3655.0)",38.639
"(1294.0, 1540.0)","(1255.0, 1540.0)",39.0
"(3200.0, 3482.0)","(3175.0, 3452.0)",39.051
"(934.0, 994.0)","(895.0, 991.0)",39.115
"(2658.0, 1740.0)","(2619.0, 1732.0)",39.812
"(3303.0, 2729.0)","(3265.0, 2741.0)",39.85
"(2657.0, 3055.0)","(2628.0, 3083.0)",40.311
"(2874.0, 3505.0)","(2908.0, 3527.0)",40.497
"(2060.0, 2820.0)","(2038.0, 2854.0)",40.497
"(759.0, 673.0)","(799.0, 665.0)",40.792
"(1617.0, 1550.0)","(1655.0, 1533.0)",41.629
"(637.0, 1070.0)","(619.0, 1108.0)",42.048
"(1391.0, 186.0)","(1414.0, 222.0)",42.72
"(2079.0, 2842.0)","(2038.0, 2854.0)",42.72
"(3262.0, 2698.0)","(3265.0, 2741.0)",43.105
"(1836.0, 3154.0)","(1857.0, 3116.0)",43.417
"(2944.0, 1925.0)","(2979.0, 1951.0)",43.6
"(2221.0, 2853.0)","(2229.0, 2810.0)",43.738
"(2569.0, 2017.0)","(2533.0, 1992.0)",43.829
"(676.0, 380.0)","(679.0, 336.0)",44.102
"(3544.0, 2273.0)","(3553.0, 2229.0)",44.911
"(2181.0, 3723.0)","(2226.0, 3722.0)",45.011
"(1585.0, 599.0)","(1618.0, 630.0)",45.277
"(1299.0, 954.0)","(1256.0, 939.0)",45.541
"(2251.0, 2647.0)","(2223.0, 2611.0)",45.607
"(1371.0, 80.0)","(1413.0, 98.0)",45.695
"(659.0, 1085.0)","(619.0, 1108.0)",46.141
"(3216.0, 1979.0)","(3220.0, 1933.0)",46.174
"(3084.0, 681.0)","(3095.0, 636.0)",46.325
"(3252.0, 1207.0)","(3228.0, 1167.0)",46.648
"(2829.0, 810.0)","(2855.0, 849.0)",46.872
"(1857.0, 2517.0)","(1817.0, 2492.0)",47.17
"(1688.0, 1660.0)","(1645.0, 1680.0)",47.424
"(1951.0, 3321.0)","(1906.0, 3336.0)",47.434
"(925.0, 650.0)","(970.0, 634.0)",47.76
"(2703.0, 1832.0)","(2700.0, 1784.0)",48.094
"(2655.0, 1700.0)","(2619.0, 1732.0)",48.166
"(3252.0, 356.0)","(3230.0, 399.0)",48.301
"(1417.0, 3320.0)","(1387.0, 3358.0)",48.415
"(1237.0, 445.0)","(1275.0, 475.0)",48.415
"(2265.0, 2659.0)","(2313.0, 2668.0)",48.836
"(1599.0, 585.0)","(1618.0, 630.0)",48.847
"(774.0, 707.0)","(799.0, 665.0)",48.877
"(1613.0, 1364.0)","(1566.0, 1348.0)",49.649
"(1830.0, 2762.0)","(1847.0, 2714.0)",50.922
"(2264.0, 2847.0)","(2229.0, 2810.0)",50.931
"(3481.0, 2553.0)","(3447.0, 2591.0)",50.99
"(2678.0, 3073.0)","(2628.0, 3083.0)",50.99
"(675.0, 1696.0)","(630.0, 1672.0)",51.0
"(3559.0, 136.0)","(3508.0, 138.0)",51.039
"(96.0, 1760.0)","(45.0, 1764.0)",51.157
"(2834.0, 3650.0)","(2885.0, 3645.0)",51.245
"(1005.0, 119.0)","(1048.0, 148.0)",51.865
"(2613.0, 2334.0)","(2625.0, 2385.0)",52.393
"(1099.0, 133.0)","(1048.0, 148.0)",53.16
"(789.0, 994.0)","(735.0, 990.0)",54.148
"(3171.0, 3398.0)","(3175.0, 3452.0)",54.148
"(1709.0, 1700.0)","(1762.0, 1712.0)",54.342
"(3191.0, 1887.0)","(3220.0, 1933.0)",54.378
"(508.0, 42.0)","(552.0, 9.0)",55.0
"(713.0, 474.0)","(688.0, 425.0)",55.009
"(1647.0, 490.0)","(1606.0, 527.0)",55.227
"(1542.0, 3135.0)","(1491.0, 3113.0)",55.543
"(1103.0, 158.0)","(1048.0, 148.0)",55.902
"(1093.0, 1272.0)","(1131.0, 1315.0)",57.385
"(3182.0, 3509.0)","(3175.0, 3452.0)",57.428
"(173.0, 554.0)","(222.0, 524.0)",57.454
"(1913.0, 1725.0)","(1856.0, 1733.0)",57.559
"(1223.0, 1015.0)","(1255.0, 967.0)",57.689
"(1702.0, 749.0)","(1759.0, 758.0)",57.706
"(3190.0, 985.0)","(3132.0, 978.0)",58.421
"(1778.0, 2448.0)","(1817.0, 2492.0)",58.796
"(713.0, 111.0)","(692.0, 56.0)",58.873
"(2895.0, 3126.0)","(2841.0, 3151.0)",59.506
"(3079.0, 3139.0)","(3048.0, 3191.0)",60.539
"(383.0, 2874.0)","(439.0, 2851.0)",60.539
"(2519.0, 1933.0)","(2533.0, 1992.0)",60.638
"(991.0, 169.0)","(1048.0, 148.0)",60.745
"(1832.0, 3572.0)","(1847.0, 3631.0)",60.877
"(1870.0, 2462.0)","(1817.0, 2492.0)",60.902
"(3269.0, 3596.0)","(3321.0, 3628.0)",61.057
"(3277.0, 360.0)","(3230.0, 399.0)",61.074
"(2647.0, 2328.0)","(2625.0, 2385.0)",61.098
"(646.0, 1053.0)","(619.0, 1108.0)",61.27
"(1055.0, 87.0)","(1048.0, 148.0)",61.4
"(3465.0, 2650.0)","(3447.0, 2591.0)",61.685
"(836.0, 973.0)","(895.0, 991.0)",61.685
"(3422.0, 2359.0)","(3420.0, 2421.0)",62.032
"(1843.0, 2435.0)","(1817.0, 2492.0)",62.65
"(3542.0, 284.0)","(3518.0, 226.0)",62.769
"(3096.0, 3150.0)","(3048.0, 3191.0)",63.127
"(1621.0, 1039.0)","(1598.0, 980.0)",63.325
"(981.0, 1922.0)","(968.0, 1860.0)",63.348
"(1607.0, 906.0)","(1667.0, 884.0)",63.906
"(3144.0, 3314.0)","(3118.0, 3255.0)",64.475
"(2557.0, 1932.0)","(2533.0, 1992.0)",64.622
"(517.0, 3247.0)","(580.0, 3230.0)",65.253
"(1751.0, 469.0)","(1709.0, 519.0)",65.299
"(3346.0, 1426.0)","(3367.0, 1488.0)",65.46
"(2971.0, 3508.0)","(2908.0, 3527.0)",65.803
"(1546.0, 2120.0)","(1612.0, 2121.0)",66.008
"(117.0, 1398.0)","(159.0, 1449.0)",66.068
"(2469.0, 456.0)","(2457.0, 521.0)",66.098
"(703.0, 491.0)","(688.0, 425.0)",67.683
"(3127.0, 1946.0)","(3062.0, 1925.0)",68.308
"(2995.0, 3496.0)","(3030.0, 3555.0)",68.6
"(2328.0, 392.0)","(2288.0, 448.0)",68.819
"(1922.0, 1754.0)","(1856.0, 1733.0)",69.26
"(2774.0, 2164.0)","(2757.0, 2232.0)",70.093
"(3522.0, 2292.0)","(3553.0, 2229.0)",70.214
"(1632.0, 1374.0)","(1690.0, 1334.0)",70.456
"(965.0, 1001.0)","(895.0, 991.0)",70.711
"(1619.0, 1226.0)","(1648.0, 1291.0)",71.176
"(2041.0, 3151.0)","(2107.0, 3123.0)",71.694
"(3053.0, 3424.0)","(3116.0, 3389.0)",72.069
"(1652.0, 1219.0)","(1648.0, 1291.0)",72.111
"(2246.0, 2696.0)","(2313.0, 2668.0)",72.615
"(670.0, 1056.0)","(619.0, 1108.0)",72.835
"(1270.0, 2096.0)","(1223.0, 2152.0)",73.11
"(2254.0, 2879.0)","(2229.0, 2810.0)",73.389
"(2637.0, 2130.0)","(2680.0, 2070.0)",73.817
"(739.0, 708.0)","(799.0, 665.0)",73.817
"(2597.0, 2029.0)","(2533.0, 1992.0)",73.926
"(2017.0, 3660.0)","(1946.0, 3639.0)",74.041
"(1625.0, 823.0)","(1667.0, 884.0)",74.061
"(1081.0, 1260.0)","(1131.0, 1315.0)",74.33
"(151.0, 501.0)","(222.0, 524.0)",74.632
"(2383.0, 2265.0)","(2396.0, 2191.0)",75.133
"(1336.0, 519.0)","(1275.0, 475.0)",75.213
"(2912.0, 28.0)","(2893.0, 101.0)",75.432
"(737.0, 1198.0)","(720.0, 1272.0)",75.928
"(3278.0, 2501.0)","(3278.0, 2425.0)",76.0
"(2050.0, 1373.0)","(1985.0, 1413.0)",76.322
"(584.0, 1753.0)","(626.0, 1817.0)",76.551
"(786.0, 1450.0)","(818.0, 1380.0)",76.968
"(2209.0, 1452.0)","(2142.0, 1490.0)",77.026
"(2293.0, 2854.0)","(2229.0, 2810.0)",77.666
"(3428.0, 3674.0)","(3464.0, 3605.0)",77.827
"(144.0, 521.0)","(222.0, 524.0)",78.058
"(2971.0, 3480.0)","(2908.0, 3527.0)",78.6
"(1038.0, 226.0)","(1048.0, 148.0)",78.638
"(2567.0, 557.0)","(2555.0, 635.0)",78.918
"(3450.0, 2494.0)","(3420.0, 2421.0)",78.924
"(959.0, 2540.0)","(881.0, 2527.0)",79.076
"(3133.0, 2364.0)","(3200.0, 2406.0)",79.076
"(1748.0, 450.0)","(1709.0, 519.0)",79.259
"(2784.0, 124.0)","(2743.0, 192.0)",79.404
"(3000.0, 3481.0)","(3030.0, 3555.0)",79.85
"(1440.0, 3298.0)","(1387.0, 3358.0)",80.056
"(1296.0, 2119.0)","(1223.0, 2152.0)",80.112
"(3480.0, 1863.0)","(3557.0, 1840.0)",80.362
"(1578.0, 1428.0)","(1566.0, 1348.0)",80.895
"(3109.0, 3499.0)","(3175.0, 3452.0)",81.025
"(2016.0, 2444.0)","(2052.0, 2371.0)",81.394
"(128.0, 98.0)","(202.0, 64.0)",81.437
"(1316.0, 1594.0)","(1255.0, 1540.0)",81.468
"(1002.0, 1388.0)","(1022.0, 1467.0)",81.492
"(3353.0, 2359.0)","(3301.0, 2296.0)",81.688
"(3222.0, 1851.0)","(3220.0, 1933.0)",82.024
"(3000.0, 154.0)","(2945.0, 215.0)",82.134
"(2916.0, 1898.0)","(2979.0, 1951.0)",82.329
"(2028.0, 3648.0)","(1946.0, 3639.0)",82.492
"(1466.0, 869.0)","(1476.0, 951.0)",82.608
"(1782.0, 3580.0)","(1847.0, 3631.0)",82.62
"(1807.0, 3182.0)","(1857.0, 3116.0)",82.801
"(2089.0, 2788.0)","(2038.0, 2854.0)",83.409
"(2057.0, 3190.0)","(2107.0, 3123.0)",83.6
"(3290.0, 2533.0)","(3300.0, 2616.0)",83.6
"(1255.0, 190.0)","(1172.0, 200.0)",83.6
"(855.0, 1455.0)","(818.0, 1380.0)",83.63
"(2185.0, 3091.0)","(2107.0, 3123.0)",84.309
"(1126.0, 1729.0)","(1071.0, 1793.0)",84.386
"(1306.0, 2133.0)","(1223.0, 2152.0)",85.147
"(2169.0, 2677.0)","(2223.0, 2611.0)",85.276
"(1480.0, 168.0)","(1414.0, 222.0)",85.276
"(784.0, 2385.0)","(700.0, 2370.0)",85.329
"(2985.0, 67.0)","(3048.0, 9.0)",85.633
"(763.0, 909.0)","(735.0, 990.0)",85.703
"(287.0, 1834.0)","(215.0, 1881.0)",85.983
"(3307.0, 2530.0)","(3300.0, 2616.0)",86.284
"(1440.0, 872.0)","(1476.0, 951.0)",86.816
"(3117.0, 2379.0)","(3200.0, 2406.0)",87.281
"(2591.0, 1926.0)","(2533.0, 1992.0)",87.864
"(2839.0, 2115.0)","(2927.0, 2123.0)",88.363
"(2891.0, 1963.0)","(2979.0, 1951.0)",88.814
"(3381.0, 2335.0)","(3301.0, 2296.0)",89.0
"(1989.0, 2700.0)","(1923.0, 2760.0)",89.196
"(3089.0, 3717.0)","(3000.0, 3729.0)",89.805
"(646.0, 1530.0)","(604.0, 1610.0)",90.355
"(1995.0, 2442.0)","(2052.0, 2371.0)",91.049
"(2758.0, 1855.0)","(2700.0, 1784.0)",91.679
"(3482.0, 1895.0)","(3464.0, 1985.0)",91.782
"(1607.0, 1431.0)","(1566.0, 1348.0)",92.574
"(3571.0, 1748.0)","(3557.0, 1840.0)",93.059
"(1641.0, 1198.0)","(1648.0, 1291.0)",93.263
"(3121.0, 3534.0)","(3030.0, 3555.0)",93.392
"(139.0, 567.0)","(222.0, 524.0)",93.477
"(2043.0, 3005.0)","(2088.0, 3087.0)",93.536
"(2200.0, 3109.0)","(2107.0, 3123.0)",94.048
"(1265.0, 215.0)","(1172.0, 200.0)",94.202
"(265.0, 1801.0)","(215.0, 1881.0)",94.34
"(1306.0, 565.0)","(1275.0, 475.0)",95.189
"(3514.0, 2437.0)","(3420.0, 2421.0)",95.352
"(2300.0, 2195.0)","(2396.0, 2191.0)",96.083
"(2242.0, 2319.0)","(2171.0, 2254.0)",96.26
"(1629.0, 795.0)","(1667.0, 884.0)",96.773
"(493.0, 140.0)","(419.0, 203.0)",97.185
"(1740.0, 426.0)","(1709.0, 519.0)",98.031
"(1790.0, 3551.0)","(1847.0, 3631.0)",98.229
"(2203.0, 1413.0)","(2142.0, 1490.0)",98.234
"(197.0, 1638.0)","(106.0, 1601.0)",98.234
"(1028.0, 1938.0)","(968.0, 1860.0)",98.407
"(536.0, 1759.0)","(562.0, 1663.0)",99.459
"(1446.0, 856.0)","(1476.0, 951.0)",99.624
"(489.0, 987.0)","(419.0, 916.0)",99.705
"(2409.0, 1420.0)","(2313.0, 1448.0)",100.0
"(2834.0, 2161.0)","(2927.0, 2123.0)",100.464
"(1603.0, 1447.0)","(1655.0, 1533.0)",100.499
"(2005.0, 2701.0)","(1923.0, 2760.0)",101.02
"(2174.0, 1394.0)","(2142.0, 1490.0)",101.193
"(1478.0, 1399.0)","(1566.0, 1348.0)",101.71
"(1574.0, 3173.0)","(1491.0, 3113.0)",102.416
"(1554.0, 1550.0)","(1655.0, 1533.0)",102.421
"(2619.0, 2153.0)","(2680.0, 2070.0)",103.005
"(3508.0, 2508.0)","(3447.0, 2591.0)",103.005
"(2663.0, 1557.0)","(2739.0, 1627.0)",103.325
"(1997.0, 3287.0)","(1906.0, 3336.0)",103.354
"(2151.0, 2740.0)","(2229.0, 2810.0)",104.805
"(806.0, 524.0)","(820.0, 629.0)",105.929
"(1905.0, 1639.0)","(1856.0, 1733.0)",106.005
"(2696.0, 1890.0)","(2700.0, 1784.0)",106.075
"(494.0, 2943.0)","(439.0, 2851.0)",107.187
"(1875.0, 346.0)","(1976.0, 310.0)",107.224
"(1518.0, 176.0)","(1540.0, 71.0)",107.28
"(2230.0, 1851.0)","(2133.0, 1805.0)",107.355
"(2388.0, 3121.0)","(2442.0, 3214.0)",107.541
"(3188.0, 1830.0)","(3220.0, 1933.0)",107.856
"(3328.0, 110.0)","(3407.0, 36.0)",108.245
"(770.0, 887.0)","(735.0, 990.0)",108.784
"(825.0, 907.0)","(895.0, 991.0)",109.343
"(219.0, 634.0)","(222.0, 524.0)",110.041
"(2508.0, 3542.0)","(2603.0, 3486.0)",110.277
"(1833.0, 2289.0)","(1749.0, 2217.0)",110.635
"(310.0, 181.0)","(419.0, 203.0)",111.198
"(1331.0, 573.0)","(1275.0, 475.0)",112.872
"(2059.0, 3637.0)","(1946.0, 3639.0)",113.018
"(1496.0, 1167.0)","(1383.0, 1159.0)",113.283
"(2664.0, 1892.0)","(2700.0, 1784.0)",113.842
"(3407.0, 2253.0)","(3301.0, 2296.0)",114.39
"(2590.0, 2166.0)","(2500.0, 2237.0)",114.634
"(1043.0, 263.0)","(1048.0, 148.0)",115.109
"(130.0, 452.0)","(222.0, 524.0)",116.825
"(3250.0, 105.0)","(3219.0, 218.0)",117.175
"(1734.0, 2575.0)","(1817.0, 2492.0)",117.38
"(2205.0, 1390.0)","(2142.0, 1490.0)",118.191
"(1813.0, 462.0)","(1709.0, 519.0)",118.596
"(1563.0, 826.0)","(1667.0, 884.0)",119.08
"(2811.0, 3381.0)","(2811.0, 3501.0)",120.0
"(1421.0, 1273.0)","(1383.0, 1159.0)",120.167
"(2286.0, 1842.0)","(2268.0, 1723.0)",120.354
"(1444.0, 1342.0)","(1566.0, 1348.0)",122.147
"(3335.0, 1108.0)","(3228.0, 1167.0)",122.188
"(1342.0, 2122.0)","(1223.0, 2152.0)",122.723
"(104.0, 490.0)","(222.0, 524.0)",122.801
"(2256.0, 1846.0)","(2268.0, 1723.0)",123.584
"(2231.0, 1881.0)","(2133.0, 1805.0)",124.016
"(319.0, 1621.0)","(395.0, 1523.0)",124.016
"(3098.0, 2477.0)","(3200.0, 2406.0)",124.278
"(374.0, 87.0)","(419.0, 203.0)",124.423
"(493.0, 1100.0)","(619.0, 1108.0)",126.254
"(1209.0, 2444.0)","(1198.0, 2570.0)",126.479
"(293.0, 1774.0)","(170.0, 1744.0)",126.606
"(1986.0, 3221.0)","(1870.0, 3273.0)",127.122
"(3412.0, 2234.0)","(3301.0, 2296.0)",127.142
"(687.0, 184.0)","(692.0, 56.0)",128.098
"(1409.0, 1285.0)","(1383.0, 1159.0)",128.655
"(2617.0, 2183.0)","(2500.0, 2237.0)",128.86
"(2866.0, 720.0)","(2855.0, 849.0)",129.468
"(1324.0, 595.0)","(1275.0, 475.0)",129.619
"(2521.0, 3614.0)","(2651.0, 3631.0)",131.107
"(1588.0, 779.0)","(1667.0, 884.0)",131.4
"(2571.0, 3737.0)","(2651.0, 3631.0)",132.801
"(2794.0, 3276.0)","(2841.0, 3151.0)",133.544
"(3332.0, 2166.0)","(3301.0, 2296.0)",133.645
"(2080.0, 3646.0)","(1946.0, 3639.0)",134.183
"(1566.0, 793.0)","(1667.0, 884.0)",135.949
"(2251.0, 1873.0)","(2133.0, 1805.0)",136.191
"(753.0, 1139.0)","(720.0, 1272.0)",137.033
"(2016.0, 3226.0)","(2107.0, 3123.0)",137.441
"(2656.0, 1926.0)","(2533.0, 1992.0)",139.589
"(3385.0, 2184.0)","(3301.0, 2296.0)",140.0
"(2738.0, 1919.0)","(2700.0, 1784.0)",140.246
"(2396.0, 3469.0)","(2502.0, 3376.0)",141.014
"(1574.0, 3526.0)","(1452.0, 3452.0)",142.688
"(3367.0, 1859.0)","(3352.0, 2001.0)",142.79
"(1426.0, 1317.0)","(1566.0, 1348.0)",143.391
"(1548.0, 804.0)","(1667.0, 884.0)",143.391
"(407.0, 1671.0)","(395.0, 1523.0)",148.486
"(2531.0, 3719.0)","(2651.0, 3631.0)",148.809
"(2095.0, 3642.0)","(1946.0, 3639.0)",149.03
"(2990.0, 913.0)","(2855.0, 849.0)",149.402
"(2964.0, 1048.0)","(3111.0, 1075.0)",149.459
"(2237.0, 1242.0)","(2387.0, 1224.0)",151.076
"(585.0, 536.0)","(688.0, 425.0)",151.427
"(1402.0, 1583.0)","(1255.0, 1540.0)",153.16
"(473.0, 1061.0)","(619.0, 1108.0)",153.379
"(2368.0, 3451.0)","(2502.0, 3376.0)",153.561
"(946.0, 32.0)","(1048.0, 148.0)",154.467
"(3414.0, 1191.0)","(3313.0, 1309.0)",155.322
"(3400.0, 1843.0)","(3464.0, 1985.0)",155.756
"(2273.0, 2372.0)","(2171.0, 2254.0)",155.974
"(587.0, 209.0)","(679.0, 336.0)",156.822
"(1079.0, 520.0)","(970.0, 634.0)",157.724
"(2510.0, 3708.0)","(2651.0, 3631.0)",160.655
"(1418.0, 1428.0)","(1278.0, 1347.0)",161.744
"(2270.0, 2391.0)","(2340.0, 2538.0)",162.816
"(1718.0, 3031.0)","(1857.0, 3116.0)",162.929
"(1741.0, 170.0)","(1906.0, 202.0)",168.074
"(2310.0, 3557.0)","(2268.0, 3721.0)",169.293
"(1631.0, 262.0)","(1548.0, 411.0)",170.558
"(927.0, 27.0)","(1048.0, 148.0)",171.12
"(1735.0, 244.0)","(1906.0, 202.0)",176.082
"(3138.0, 2228.0)","(3301.0, 2296.0)",176.615
"(3406.0, 1152.0)","(3228.0, 1167.0)",178.631
"(2265.0, 3541.0)","(2268.0, 3721.0)",180.025
"(1359.0, 637.0)","(1275.0, 475.0)",182.483
"(1817.0, 39.0)","(1906.0, 202.0)",185.715
"(1764.0, 339.0)","(1709.0, 519.0)",188.215
"(974.0, 2692.0)","(881.0, 2527.0)",189.404
"(3105.0, 2570.0)","(3200.0, 2406.0)",189.528
"(2284.0, 3530.0)","(2268.0, 3721.0)",191.669
"(215.0, 2583.0)","(212.0, 2386.0)",197.023
"(1707.0, 179.0)","(1540.0, 71.0)",198.879
"(2361.0, 3518.0)","(2502.0, 3376.0)",200.112
