radius,%_gp_captured,%_img_covered,LCPI,total_gp
100.0,0.012345679012345678,0.021845955837791857,0.5651242318721795,81
160.0,0.037037037037037035,0.04385241297093986,0.844583787477801,81
220.0,0.037037037037037035,0.06577951881711652,0.563048160020891,81
280.0,0.09876543209876543,0.09003008845835185,1.0970269361054172,81
340.0,0.13580246913580246,0.11493048080100109,1.181605333844732,81
400.0,0.13580246913580246,0.1392482257688704,0.9752545742393348,81
460.0,0.16049382716049382,0.15925312105837874,1.007790780449824,81
520.0,0.18518518518518517,0.177920736158562,1.0408296929490508,81
580.0,0.18518518518518517,0.1931393029484088,0.9588166797653385,81
640.0,0.19753086419753085,0.2072941335669642,0.9529013715852243,81
700.0,0.24691358024691357,0.22164799962807977,1.113989662262817,81
