radius,%_gp_captured,%_img_covered,LCPI,total_gp
100.0,0.18518518518518517,0.252312602284985,0.7339513900935477,81
160.0,0.4691358024691358,0.4936038158352792,0.9504298536980746,81
220.0,0.7901234567901234,0.6882352273777576,1.148042740852673,81
280.0,0.9259259259259259,0.8309376208948335,1.1143146039395833,81
340.0,0.9506172839506173,0.9276319721901066,1.0247784816064964,81
400.0,0.9876543209876543,0.9766741115284759,1.011242449584329,81
460.0,1.0,0.9938424923305286,1.0061956574779092,81
520.0,1.0,0.9989549428587716,1.0010461504282042,81
580.0,1.0,1.0,1.0,81
640.0,1.0,1.0,1.0,81
700.0,1.0,1.0,1.0,81
