og_coord,starfish_coord,dist
"(1718.0, 3031.0)","(1720.0, 3029.0)",2.828
"(1780.0, 2498.0)","(1777.0, 2502.0)",5.0
"(774.0, 707.0)","(779.0, 712.0)",7.071
"(1591.0, 621.0)","(1591.0, 629.0)",8.0
"(2971.0, 3508.0)","(2978.0, 3504.0)",8.062
"(3328.0, 110.0)","(3322.0, 103.0)",9.22
"(1641.0, 542.0)","(1634.0, 533.0)",11.402
"(1790.0, 3551.0)","(1782.0, 3541.0)",12.806
"(2784.0, 124.0)","(2774.0, 115.0)",13.454
"(2471.0, 3205.0)","(2459.0, 3198.0)",13.892
"(2300.0, 2195.0)","(2312.0, 2186.0)",15.0
"(2891.0, 1963.0)","(2883.0, 1976.0)",15.264
"(2864.0, 3121.0)","(2858.0, 3104.0)",18.028
"(2995.0, 3496.0)","(2978.0, 3504.0)",18.788
"(1617.0, 1550.0)","(1611.0, 1568.0)",18.974
"(3517.0, 3432.0)","(3515.0, 3413.0)",19.105
"(2839.0, 2115.0)","(2832.0, 2133.0)",19.313
"(2060.0, 2820.0)","(2045.0, 2833.0)",19.849
"(927.0, 27.0)","(910.0, 38.0)",20.248
"(825.0, 907.0)","(845.0, 914.0)",21.19
"(293.0, 1774.0)","(272.0, 1770.0)",21.378
"(3559.0, 136.0)","(3581.0, 133.0)",22.204
"(1059.0, 1637.0)","(1042.0, 1653.0)",23.345
"(925.0, 650.0)","(947.0, 641.0)",23.77
"(784.0, 2385.0)","(804.0, 2398.0)",23.854
"(282.0, 465.0)","(260.0, 455.0)",24.166
"(2971.0, 3480.0)","(2978.0, 3504.0)",25.0
"(2251.0, 1873.0)","(2250.0, 1899.0)",26.019
"(587.0, 209.0)","(561.0, 212.0)",26.173
"(2231.0, 1881.0)","(2250.0, 1899.0)",26.173
"(448.0, 2859.0)","(442.0, 2885.0)",26.683
"(1588.0, 779.0)","(1591.0, 806.0)",27.166
"(2834.0, 2161.0)","(2832.0, 2133.0)",28.071
"(1566.0, 793.0)","(1591.0, 806.0)",28.178
"(287.0, 1834.0)","(275.0, 1860.0)",28.636
"(2557.0, 1932.0)","(2549.0, 1904.0)",29.12
"(981.0, 1922.0)","(1009.0, 1914.0)",29.12
"(3332.0, 2166.0)","(3303.0, 2162.0)",29.275
"(1306.0, 565.0)","(1296.0, 537.0)",29.732
"(2388.0, 3121.0)","(2395.0, 3150.0)",29.833
"(3250.0, 105.0)","(3221.0, 96.0)",30.364
"(1585.0, 599.0)","(1591.0, 629.0)",30.594
"(1028.0, 1938.0)","(1009.0, 1914.0)",30.61
"(646.0, 1530.0)","(671.0, 1548.0)",30.806
"(3109.0, 3499.0)","(3089.0, 3475.0)",31.241
"(3133.0, 2364.0)","(3149.0, 2337.0)",31.385
"(265.0, 1801.0)","(272.0, 1770.0)",31.78
"(3000.0, 3481.0)","(2978.0, 3504.0)",31.828
"(292.0, 452.0)","(260.0, 455.0)",32.14
"(1574.0, 3173.0)","(1579.0, 3205.0)",32.388
"(2169.0, 2677.0)","(2164.0, 2643.0)",34.366
"(1563.0, 826.0)","(1591.0, 806.0)",34.409
"(2678.0, 3073.0)","(2711.0, 3063.0)",34.482
"(2079.0, 2842.0)","(2045.0, 2833.0)",35.171
"(1702.0, 749.0)","(1734.0, 764.0)",35.341
"(2043.0, 3005.0)","(2018.0, 3030.0)",35.355
"(1903.0, 3698.0)","(1872.0, 3681.0)",35.355
"(1402.0, 1583.0)","(1436.0, 1571.0)",36.056
"(3079.0, 3139.0)","(3082.0, 3103.0)",36.125
"(946.0, 32.0)","(910.0, 38.0)",36.497
"(3542.0, 284.0)","(3538.0, 247.0)",37.216
"(1625.0, 823.0)","(1591.0, 806.0)",38.013
"(1596.0, 535.0)","(1634.0, 533.0)",38.053
"(2246.0, 2696.0)","(2284.0, 2694.0)",38.053
"(1002.0, 1388.0)","(1000.0, 1350.0)",38.053
"(2261.0, 3736.0)","(2286.0, 3707.0)",38.288
"(2110.0, 1578.0)","(2103.0, 1616.0)",38.639
"(1782.0, 3580.0)","(1782.0, 3541.0)",39.0
"(2190.0, 417.0)","(2188.0, 378.0)",39.051
"(3447.0, 2567.0)","(3438.0, 2605.0)",39.051
"(2521.0, 3614.0)","(2488.0, 3593.0)",39.115
"(2834.0, 3650.0)","(2867.0, 3671.0)",39.115
"(1629.0, 795.0)","(1591.0, 806.0)",39.56
"(3222.0, 1851.0)","(3249.0, 1880.0)",39.623
"(2265.0, 2659.0)","(2284.0, 2694.0)",39.825
"(3353.0, 2359.0)","(3329.0, 2327.0)",40.0
"(3577.0, 1976.0)","(3539.0, 1989.0)",40.162
"(739.0, 708.0)","(779.0, 712.0)",40.2
"(584.0, 1753.0)","(610.0, 1722.0)",40.46
"(1622.0, 572.0)","(1634.0, 533.0)",40.804
"(2519.0, 1933.0)","(2549.0, 1904.0)",41.725
"(3385.0, 2184.0)","(3383.0, 2142.0)",42.048
"(2089.0, 2788.0)","(2047.0, 2791.0)",42.107
"(1342.0, 2122.0)","(1384.0, 2115.0)",42.579
"(1548.0, 804.0)","(1591.0, 806.0)",43.046
"(2895.0, 3126.0)","(2858.0, 3104.0)",43.046
"(128.0, 98.0)","(86.0, 87.0)",43.417
"(759.0, 673.0)","(779.0, 712.0)",43.829
"(1336.0, 519.0)","(1296.0, 537.0)",43.863
"(1391.0, 186.0)","(1430.0, 207.0)",44.294
"(1599.0, 585.0)","(1591.0, 629.0)",44.721
"(1647.0, 490.0)","(1634.0, 533.0)",44.922
"(2912.0, 3661.0)","(2867.0, 3671.0)",46.098
"(2256.0, 1846.0)","(2262.0, 1800.0)",46.39
"(3084.0, 681.0)","(3131.0, 680.0)",47.011
"(1620.0, 592.0)","(1591.0, 629.0)",47.011
"(2591.0, 1926.0)","(2549.0, 1904.0)",47.413
"(1619.0, 1226.0)","(1580.0, 1199.0)",47.434
"(3269.0, 3596.0)","(3292.0, 3554.0)",47.885
"(1574.0, 3526.0)","(1601.0, 3566.0)",48.26
"(2286.0, 1842.0)","(2262.0, 1800.0)",48.374
"(930.0, 326.0)","(959.0, 365.0)",48.6
"(1951.0, 3321.0)","(1950.0, 3370.0)",49.01
"(3096.0, 3150.0)","(3082.0, 3103.0)",49.041
"(809.0, 673.0)","(779.0, 712.0)",49.204
"(2964.0, 1048.0)","(2985.0, 1003.0)",49.659
"(2385.0, 2164.0)","(2395.0, 2115.0)",50.01
"(959.0, 2540.0)","(915.0, 2564.0)",50.12
"(1331.0, 573.0)","(1296.0, 537.0)",50.21
"(1417.0, 3320.0)","(1375.0, 3350.0)",51.614
"(991.0, 169.0)","(972.0, 217.0)",51.624
"(2567.0, 557.0)","(2614.0, 579.0)",51.894
"(2230.0, 1851.0)","(2250.0, 1899.0)",52.0
"(3138.0, 2228.0)","(3086.0, 2235.0)",52.469
"(3465.0, 2650.0)","(3438.0, 2605.0)",52.479
"(3381.0, 2335.0)","(3329.0, 2327.0)",52.612
"(3117.0, 2379.0)","(3149.0, 2337.0)",52.802
"(781.0, 659.0)","(779.0, 712.0)",53.038
"(2617.0, 2183.0)","(2657.0, 2218.0)",53.151
"(319.0, 1621.0)","(278.0, 1587.0)",53.263
"(2469.0, 456.0)","(2521.0, 442.0)",53.852
"(1778.0, 2448.0)","(1777.0, 2502.0)",54.009
"(2411.0, 2188.0)","(2460.0, 2211.0)",54.129
"(2657.0, 3055.0)","(2711.0, 3063.0)",54.589
