og_coord,starfish_coord,dist
"(4668.216, 5100.672)","(4639.0, 5116.0)",32.993
"(3866.352, 3502.272)","(3895.0, 3522.0)",34.784
"(4662.0, 5089.128)","(4639.0, 5116.0)",35.371
"(6198.24, 6628.032)","(6212.0, 6589.0)",41.386
"(6238.2, 6623.592)","(6212.0, 6589.0)",43.394
"(6650.232, 6724.824)","(6599.0, 6742.0)",54.035
"(4081.248, 4085.688)","(4027.0, 4098.0)",55.628
"(5065.152, 5329.776)","(5105.0, 5282.0)",62.213
"(4677.096, 5065.152)","(4639.0, 5116.0)",63.536
"(5106.0, 5352.864)","(5105.0, 5282.0)",70.871
"(5172.6, 5310.24)","(5105.0, 5282.0)",73.262
"(3852.144, 3462.312)","(3895.0, 3522.0)",73.48
"(6673.32, 6740.808)","(6599.0, 6742.0)",74.33
"(2710.176, 2140.08)","(2637.0, 2121.0)",75.623
"(7237.2, 7281.6)","(7176.0, 7234.0)",77.532
"(4407.144, 4847.592)","(4331.0, 4870.0)",79.373
"(5185.032, 5280.936)","(5105.0, 5282.0)",80.039
"(5067.816, 5359.08)","(5105.0, 5282.0)",85.58
"(6715.056, 6052.608)","(6786.0, 6002.0)",87.145
"(3863.688, 3440.112)","(3895.0, 3522.0)",87.67
"(5139.744, 4990.56)","(5214.0, 5040.0)",89.209
"(5160.168, 4963.92)","(5214.0, 5040.0)",93.199
"(2804.304, 3115.992)","(2897.0, 3132.0)",94.068
"(3885.888, 3348.648)","(3787.0, 3312.0)",105.46
"(6713.28, 6199.128)","(6696.0, 6304.0)",106.286
"(2746.584, 2391.384)","(2850.0, 2358.0)",108.671
"(5119.32, 4979.904)","(5214.0, 5040.0)",112.142
"(5128.2, 4966.584)","(5214.0, 5040.0)",112.923
"(3919.632, 4009.32)","(4032.0, 4038.0)",115.97
"(2848.704, 2978.352)","(2904.0, 3081.0)",116.594
"(3927.624, 3979.128)","(4032.0, 4038.0)",119.834
"(3921.408, 3991.56)","(4032.0, 4038.0)",119.947
"(7238.088, 7387.272)","(7359.0, 7383.0)",120.987
"(4795.2, 4505.712)","(4860.0, 4402.0)",122.292
"(5214.336, 5338.656)","(5105.0, 5282.0)",123.143
"(6722.16, 6176.04)","(6696.0, 6304.0)",130.607
"(1408.368, 1056.72)","(1494.0, 957.0)",131.442
"(4187.808, 4779.216)","(4115.0, 4668.0)",132.929
"(2559.216, 2013.096)","(2637.0, 2121.0)",133.017
"(2529.912, 2037.072)","(2637.0, 2121.0)",136.058
"(5245.416, 5310.24)","(5105.0, 5282.0)",143.228
"(3769.56, 3591.96)","(3895.0, 3522.0)",143.63
"(3922.296, 5215.224)","(3979.0, 5349.0)",145.297
"(3908.088, 3958.704)","(4032.0, 4038.0)",147.112
"(1403.928, 1073.592)","(1494.0, 957.0)",147.332
"(3889.44, 3993.336)","(4032.0, 4038.0)",149.393
"(1416.36, 1094.016)","(1494.0, 957.0)",157.484
"(2690.64, 2381.616)","(2850.0, 2358.0)",161.1
"(1401.264, 1094.904)","(1494.0, 957.0)",166.185
"(7890.768, 7040.064)","(7966.0, 6888.0)",169.656
"(6943.272, 6067.704)","(6786.0, 6002.0)",170.445
"(6938.832, 6080.136)","(6786.0, 6002.0)",171.647
"(2419.8, 2242.2)","(2581.0, 2164.0)",179.167
"(7787.76, 7112.88)","(7834.0, 7307.0)",199.551
"(2411.808, 2272.392)","(2581.0, 2164.0)",200.935
"(6588.072, 5962.032)","(6786.0, 6002.0)",201.923
"(6577.416, 5979.792)","(6786.0, 6002.0)",209.763
"(6141.408, 5685.864)","(6318.0, 5841.0)",235.057
"(6551.664, 5976.24)","(6786.0, 6002.0)",235.748
"(4715.28, 5350.2)","(4574.0, 5154.0)",241.774
"(3009.432, 2172.048)","(2850.0, 2358.0)",244.942
"(4993.224, 5758.68)","(5235.0, 5692.0)",250.802
"(4335.216, 4193.136)","(4590.0, 4182.0)",255.027
"(2996.112, 2148.96)","(2850.0, 2358.0)",255.042
"(4331.664, 4164.72)","(4590.0, 4182.0)",258.913
"(4308.576, 4352.976)","(4115.0, 4527.0)",260.3
"(8095.896, 7325.112)","(7834.0, 7307.0)",262.522
"(5629.032, 5827.056)","(5794.0, 5622.0)",263.178
"(3145.296, 3623.928)","(3347.0, 3454.0)",263.742
"(3126.648, 3599.952)","(3347.0, 3454.0)",264.305
"(3147.072, 3638.136)","(3347.0, 3454.0)",271.804
"(4305.912, 4331.664)","(4115.0, 4527.0)",273.136
"(4331.664, 4347.648)","(4307.0, 4620.0)",273.466
"(4755.24, 5380.392)","(4639.0, 5116.0)",288.816
"(4953.264, 5779.104)","(5235.0, 5692.0)",294.894
"(3093.792, 3615.936)","(3347.0, 3454.0)",300.562
"(2682.648, 1458.096)","(2353.0, 1527.0)",336.772
"(2213.784, 1030.08)","(1912.0, 1209.0)",350.836
"(2233.32, 1040.736)","(1912.0, 1209.0)",362.711
"(3044.064, 1924.296)","(2637.0, 2121.0)",452.099
"(3060.936, 1942.056)","(2637.0, 2121.0)",460.155
