og_coord,closest_coord,dist
"(1.944, 4.272)","(1.913, 4.393)",0.126
"(1.715, 6.158)","(1.643, 6.262)",0.127
"(2.964, 3.072)","(2.921, 3.203)",0.137
"(2.98, 4.666)","(3.118, 4.71)",0.145
"(2.128, 4.985)","(1.993, 5.046)",0.148
"(3.313, 2.777)","(3.463, 2.814)",0.155
"(2.056, 4.165)","(1.944, 4.272)",0.155
"(3.804, 1.362)","(3.934, 1.271)",0.158
"(3.934, 1.271)","(3.804, 1.362)",0.158
"(2.803, 2.953)","(2.964, 3.072)",0.2
"(1.856, 7.68)","(1.816, 8.127)",0.449
"(1.584, 9.084)","(1.134, 8.753)",0.558
"(2.467, 1.76)","(2.875, 2.199)",0.599
