og_coord,starfish_coord,dist
"(6650.232, 6724.824)","(6637.0, 6718.0)",14.888
"(2710.176, 2140.08)","(2696.0, 2145.0)",15.006
"(2682.648, 1458.096)","(2677.0, 1475.0)",17.823
"(3147.072, 3638.136)","(3151.0, 3659.0)",21.231
"(6141.408, 5685.864)","(6111.0, 5675.0)",32.29
"(3145.296, 3623.928)","(3151.0, 3659.0)",35.533
"(6673.32, 6740.808)","(6637.0, 6718.0)",42.888
"(3885.888, 3348.648)","(3843.0, 3347.0)",42.92
"(7890.768, 7040.064)","(7887.0, 6996.0)",44.225
"(3126.648, 3599.952)","(3151.0, 3659.0)",63.872
"(3093.792, 3615.936)","(3151.0, 3659.0)",71.605
"(5106.0, 5352.864)","(5151.0, 5414.0)",75.912
"(4795.2, 4505.712)","(4831.0, 4430.0)",83.749
"(4993.224, 5758.68)","(4977.0, 5670.0)",90.152
"(3863.688, 3440.112)","(3843.0, 3347.0)",95.383
"(4331.664, 4164.72)","(4352.0, 4071.0)",95.901
"(4187.808, 4779.216)","(4104.0, 4729.0)",97.701
"(5214.336, 5338.656)","(5151.0, 5414.0)",98.428
"(5067.816, 5359.08)","(5151.0, 5414.0)",99.678
"(5172.6, 5310.24)","(5151.0, 5414.0)",105.984
"(4953.264, 5779.104)","(4977.0, 5670.0)",111.656
"(3852.144, 3462.312)","(3843.0, 3347.0)",115.674
"(5065.152, 5329.776)","(5151.0, 5414.0)",120.265
"(4335.216, 4193.136)","(4352.0, 4071.0)",123.284
"(5185.032, 5280.936)","(5151.0, 5414.0)",137.347
"(2559.216, 2013.096)","(2650.0, 1909.0)",138.122
"(4305.912, 4331.664)","(4186.0, 4262.0)",138.679
"(5245.416, 5310.24)","(5151.0, 5414.0)",140.287
"(5160.168, 4963.92)","(5290.0, 4885.0)",151.937
"(4308.576, 4352.976)","(4186.0, 4262.0)",152.648
"(7787.76, 7112.88)","(7887.0, 6996.0)",153.328
"(5139.744, 4990.56)","(5264.0, 5083.0)",154.87
"(3866.352, 3502.272)","(3843.0, 3347.0)",157.018
"(4331.664, 4347.648)","(4186.0, 4262.0)",168.978
"(4662.0, 5089.128)","(4493.0, 5096.0)",169.14
"(4755.24, 5380.392)","(4807.0, 5542.0)",169.695
"(6551.664, 5976.24)","(6515.0, 6142.0)",169.766
"(2746.584, 2391.384)","(2917.0, 2361.0)",173.103
"(6577.416, 5979.792)","(6515.0, 6142.0)",173.802
"(4668.216, 5100.672)","(4493.0, 5096.0)",175.278
"(2529.912, 2037.072)","(2650.0, 1909.0)",175.566
"(5119.32, 4979.904)","(5264.0, 5083.0)",177.654
"(5128.2, 4966.584)","(5264.0, 5083.0)",178.87
"(3044.064, 1924.296)","(2873.0, 1864.0)",181.379
"(4715.28, 5350.2)","(4814.0, 5198.0)",181.412
"(4677.096, 5065.152)","(4493.0, 5096.0)",186.663
"(8095.896, 7325.112)","(7941.0, 7210.0)",192.986
"(6588.072, 5962.032)","(6515.0, 6142.0)",194.237
"(2690.64, 2381.616)","(2729.0, 2573.0)",195.19
"(5629.032, 5827.056)","(5634.0, 6024.0)",197.007
"(3060.936, 1942.056)","(2873.0, 1864.0)",203.501
"(4081.248, 4085.688)","(4186.0, 4262.0)",205.083
"(6713.28, 6199.128)","(6515.0, 6142.0)",206.346
"(6722.16, 6176.04)","(6515.0, 6142.0)",209.938
"(3009.432, 2172.048)","(2917.0, 2361.0)",210.349
"(6715.056, 6052.608)","(6515.0, 6142.0)",219.119
"(2996.112, 2148.96)","(2917.0, 2361.0)",226.318
"(2233.32, 1040.736)","(2119.0, 1241.0)",230.596
"(2213.784, 1030.08)","(2119.0, 1241.0)",231.239
"(1408.368, 1056.72)","(1309.0, 826.0)",251.209
"(3769.56, 3591.96)","(3843.0, 3347.0)",255.732
"(4407.144, 4847.592)","(4493.0, 5096.0)",262.827
"(1403.928, 1073.592)","(1309.0, 826.0)",265.166
"(7238.088, 7387.272)","(7476.0, 7522.0)",273.411
"(6938.832, 6080.136)","(7042.0, 6334.0)",274.027
"(6943.272, 6067.704)","(7042.0, 6334.0)",284.008
"(1401.264, 1094.904)","(1309.0, 826.0)",284.292
"(1416.36, 1094.016)","(1309.0, 826.0)",288.719
"(2419.8, 2242.2)","(2696.0, 2145.0)",292.804
"(3919.632, 4009.32)","(3939.0, 4315.0)",306.293
"(2411.808, 2272.392)","(2696.0, 2145.0)",311.438
"(3921.408, 3991.56)","(3939.0, 4315.0)",323.918
"(3889.44, 3993.336)","(3939.0, 4315.0)",325.46
"(3927.624, 3979.128)","(3939.0, 4315.0)",336.065
"(7237.2, 7281.6)","(7476.0, 7522.0)",338.847
"(3908.088, 3958.704)","(3939.0, 4315.0)",357.634
"(2848.704, 2978.352)","(2519.0, 2736.0)",409.193
"(6238.2, 6623.592)","(6637.0, 6718.0)",409.822
"(6198.24, 6628.032)","(6637.0, 6718.0)",447.889
"(2804.304, 3115.992)","(2519.0, 2736.0)",475.176
"(3922.296, 5215.224)","(4104.0, 4729.0)",519.067
