radius,%_gp_captured,%_img_covered,LCPI,total_gp
0.056,0.0,9.488067907457453e-05,0.0,324
0.124,0.043209876543209874,0.037405182857094446,1.1551842082497528,324
0.191,0.12345679012345678,0.13319180298704708,0.9269098199343616,324
0.259,0.2808641975308642,0.25405640317511413,1.1055190659267589,324
0.326,0.3765432098765432,0.37889616495683776,0.9937899738822572,324
0.394,0.5030864197530864,0.48830256770837743,1.030276007177456,324
0.461,0.595679012345679,0.5660544039036622,1.05233526713637,324
0.529,0.6604938271604939,0.6361913878840761,1.0381998872340064,324
0.596,0.7376543209876543,0.6966230949738654,1.0589001804703706,324
0.664,0.7808641975308642,0.7479581169573799,1.043994549731398,324
0.731,0.8148148148148148,0.7911935481138229,1.0298552317031706,324
