og_coord,closest_coord,dist
"(4145375.808, 4529396.736)","(1094495129.28, 1194771730.64832)",3078100.46294
"(4139856.0, 4519145.664)","(1095954456.11904, 1197481909.06368)",3078100.46294
"(6165625.536, 5388121.152)","(1629025702.89408, 1427430123.84384)",3099207.50462
"(6161682.816, 5399160.768)","(1630068079.20768, 1424511470.16576)",3099207.50462
"(3487730.112, 3533465.664)","(920626760.17152, 937096305.9264)",3263154.03708
"(3482210.304, 3544505.28)","(922086087.01056, 934177652.24832)",3263154.03708
"(2793022.848, 3218048.064)","(738836331.07968, 854123151.36384)",3361562.6182
"(2794599.936, 3230664.768)","(738419380.55424, 850787547.16032)",3361562.6182
"(1244322.432, 972274.752)","(332518044.0384, 256841523.67104)",3550205.6796
"(1257727.68, 971486.208)","(328973964.57216, 257049998.93376)",3550205.6796
"(4545956.16, 4422154.752)","(1203944642.208, 1166002144.39296)",3758341.21402
"(4553841.6, 4410326.592)","(1201859889.5808, 1169129273.33376)",3758341.21402
"(1246688.064, 953349.696)","(330641766.67392, 248085562.6368)",4095888.90778
"(1250630.784, 938367.36)","(329599390.36032, 252046592.62848)",4095888.90778
"(3480633.216, 3560276.16)","(920626760.17152, 937096305.9264)",4190300.85644
"(5840745.408, 5310055.296)","(1546677974.11968, 1399702913.90208)",4862437.03862
"(5850207.936, 5294284.416)","(1544176270.96704, 1403872419.15648)",4862437.03862
"(3826015.488, 3865442.688)","(1010896548.92928, 1016942331.54816)",5042343.9273
"(3823649.856, 3846517.632)","(1011521974.71744, 1021945737.85344)",5042343.9273
"(1983188.16, 924173.568)","(519728829.96096, 241831304.7552)",5224375.10928
"(1965840.192, 914711.04)","(524315285.7408, 244333007.90784)",5224375.10928
"(4564092.672, 4431617.28)","(1201859889.5808, 1169129273.33376)",5408315.908
"(3846517.632, 3860711.424)","(1011521974.71744, 1021945737.85344)",5562813.76364
"(2718111.168, 1724545.728)","(714653200.60416, 451765894.31424)",5751046.2429
"(2703128.832, 1708774.848)","(718614230.59584, 455935399.56864)",5751046.2429
"(5969278.08, 5484323.52)","(1576072986.1632, 1455365809.04832)",5807448.80772
"(5961392.64, 5504825.664)","(1578157738.7904, 1449945452.2176)",5807448.80772
"(3420703.872, 3074533.056)","(907075868.09472, 807633167.77728)",5874417.05486
"(3430954.944, 3054819.456)","(904365689.67936, 812845049.34528)",5874417.05486
"(5817877.632, 5306901.12)","(1544176270.96704, 1403872419.15648)",6103021.9464
"(2672375.616, 1928778.624)","(703395536.41728, 504510135.7824)",6257731.57042
"(2660547.456, 1908276.48)","(706522665.35808, 509930492.61312)",6257731.57042
"(5905406.016, 5971643.712)","(1566691599.3408, 1582535719.30752)",6592566.72538
"(5925908.16, 5985837.504)","(1561271242.51008, 1578783164.57856)",6592566.72538
"(3470382.144, 3515329.152)","(922086087.01056, 934177652.24832)",6635279.95818
"(4153261.248, 4497854.976)","(1094495129.28, 1194771730.64832)",6651635.03374
"(3849671.808, 3723504.768)","(1016942331.54816, 977748982.1568)",6723125.2364
"(3846517.632, 3698271.36)","(1017776232.59904, 984420190.56384)",6723125.2364
"(4500220.608, 4758863.04)","(1189142898.55488, 1251268526.84544)",6908053.49442
"(4497854.976, 4732841.088)","(1189768324.34304, 1258148210.5152)",6908053.49442
"(2776463.424, 3196757.376)","(738419380.55424, 850787547.16032)",7130951.2149
