radius,%_gp_captured,%_img_covered,LCPI,total_gp
0.089,0.024691358024691357,0.021845955837791857,1.130248463744359,81
0.142,0.024691358024691357,0.04385241297093986,0.563055858318534,81
0.195,0.037037037037037035,0.06577951881711652,0.563048160020891,81
0.249,0.06172839506172839,0.09003008845835185,0.6856418350658858,81
0.302,0.1111111111111111,0.11493048080100109,0.9667680004184172,81
0.355,0.16049382716049382,0.1392482257688704,1.1525735877373957,81
0.408,0.1728395061728395,0.15925312105837874,1.0853131481767335,81
0.462,0.20987654320987653,0.177920736158562,1.1796069853422577,81
0.515,0.2345679012345679,0.1931393029484088,1.214501127702762,81
0.568,0.25925925925925924,0.2072941335669642,1.2506830502056068,81
0.622,0.2716049382716049,0.22164799962807977,1.2253886284890987,81
