og_coord,starfish_coord,dist
"(1817.0, 39.0)","(1811.0, 41.0)",6.325
"(1253.0, 477.0)","(1260.0, 475.0)",7.28
"(1404.0, 986.0)","(1405.0, 978.0)",8.062
"(1875.0, 346.0)","(1877.0, 338.0)",8.246
"(3182.0, 3509.0)","(3174.0, 3504.0)",9.434
"(1870.0, 2462.0)","(1882.0, 2462.0)",12.0
"(2971.0, 3480.0)","(2960.0, 3486.0)",12.53
"(1418.0, 1428.0)","(1406.0, 1432.0)",12.649
"(1237.0, 445.0)","(1240.0, 432.0)",13.342
"(2985.0, 3332.0)","(2991.0, 3320.0)",13.416
"(3004.0, 3314.0)","(2991.0, 3320.0)",14.318
"(2990.0, 913.0)","(2979.0, 903.0)",14.866
"(659.0, 1085.0)","(674.0, 1089.0)",15.524
"(3127.0, 1946.0)","(3117.0, 1958.0)",15.62
"(494.0, 2943.0)","(486.0, 2957.0)",16.125
"(1621.0, 1039.0)","(1604.0, 1033.0)",18.028
"(836.0, 973.0)","(831.0, 991.0)",18.682
"(2834.0, 2161.0)","(2828.0, 2143.0)",18.974
"(1402.0, 1583.0)","(1406.0, 1564.0)",19.416
"(173.0, 554.0)","(183.0, 537.0)",19.723
"(2655.0, 1700.0)","(2672.0, 1710.0)",19.723
"(1740.0, 426.0)","(1749.0, 408.0)",20.125
"(2079.0, 3125.0)","(2101.0, 3122.0)",22.204
"(3412.0, 2234.0)","(3432.0, 2248.0)",24.413
"(2971.0, 3508.0)","(2960.0, 3486.0)",24.597
"(128.0, 98.0)","(147.0, 114.0)",24.839
"(3407.0, 2253.0)","(3432.0, 2248.0)",25.495
"(3250.0, 105.0)","(3275.0, 98.0)",25.962
"(1269.0, 450.0)","(1260.0, 475.0)",26.571
"(1591.0, 621.0)","(1568.0, 638.0)",28.601
"(1857.0, 2517.0)","(1828.0, 2515.0)",29.069
"(3053.0, 3424.0)","(3061.0, 3396.0)",29.12
"(2077.0, 2374.0)","(2097.0, 2396.0)",29.732
"(585.0, 536.0)","(556.0, 529.0)",29.833
"(2839.0, 2115.0)","(2828.0, 2143.0)",30.083
"(974.0, 2692.0)","(949.0, 2709.0)",30.232
"(3090.0, 3387.0)","(3061.0, 3396.0)",30.364
"(3121.0, 3534.0)","(3088.0, 3535.0)",33.015
"(1790.0, 3551.0)","(1820.0, 3537.0)",33.106
"(2658.0, 1740.0)","(2672.0, 1710.0)",33.106
"(670.0, 1056.0)","(674.0, 1089.0)",33.242
"(3200.0, 3482.0)","(3174.0, 3504.0)",34.059
"(1391.0, 186.0)","(1360.0, 171.0)",34.438
"(3542.0, 284.0)","(3521.0, 312.0)",35.0
"(1997.0, 3287.0)","(2002.0, 3322.0)",35.355
"(2995.0, 3496.0)","(2960.0, 3486.0)",36.401
"(1832.0, 3572.0)","(1820.0, 3537.0)",37.0
"(753.0, 1139.0)","(716.0, 1141.0)",37.054
"(1369.0, 987.0)","(1405.0, 978.0)",37.108
"(2678.0, 3073.0)","(2708.0, 3095.0)",37.202
"(2469.0, 456.0)","(2497.0, 431.0)",37.537
"(3514.0, 2437.0)","(3476.0, 2432.0)",38.328
"(2110.0, 1578.0)","(2123.0, 1540.0)",40.162
"(927.0, 27.0)","(923.0, 67.0)",40.2
"(3000.0, 3481.0)","(2960.0, 3486.0)",40.311
"(517.0, 3247.0)","(524.0, 3207.0)",40.608
"(2057.0, 3190.0)","(2078.0, 3225.0)",40.817
"(489.0, 987.0)","(505.0, 949.0)",41.231
"(637.0, 1070.0)","(674.0, 1089.0)",41.593
"(991.0, 169.0)","(950.0, 162.0)",41.593
"(3109.0, 3499.0)","(3088.0, 3535.0)",41.677
"(946.0, 32.0)","(923.0, 67.0)",41.881
"(959.0, 2540.0)","(985.0, 2507.0)",42.012
"(1748.0, 450.0)","(1749.0, 408.0)",42.012
"(2571.0, 3737.0)","(2584.0, 3777.0)",42.059
"(789.0, 994.0)","(831.0, 991.0)",42.107
"(144.0, 521.0)","(183.0, 537.0)",42.154
"(536.0, 1759.0)","(532.0, 1801.0)",42.19
"(3084.0, 681.0)","(3122.0, 662.0)",42.485
"(1585.0, 599.0)","(1568.0, 638.0)",42.544
"(3577.0, 1976.0)","(3584.0, 2018.0)",42.579
"(3034.0, 3318.0)","(2991.0, 3320.0)",43.046
"(1270.0, 2096.0)","(1228.0, 2108.0)",43.681
"(2089.0, 2788.0)","(2092.0, 2744.0)",44.102
"(1306.0, 2133.0)","(1296.0, 2176.0)",44.147
"(2567.0, 557.0)","(2610.0, 546.0)",44.385
"(2383.0, 2265.0)","(2421.0, 2242.0)",44.418
"(2200.0, 3109.0)","(2193.0, 3153.0)",44.553
"(1478.0, 1399.0)","(1522.0, 1391.0)",44.721
"(3252.0, 1207.0)","(3207.0, 1206.0)",45.011
"(2784.0, 124.0)","(2786.0, 169.0)",45.044
"(965.0, 1001.0)","(1009.0, 989.0)",45.607
"(646.0, 1053.0)","(674.0, 1089.0)",45.607
"(1782.0, 3580.0)","(1743.0, 3605.0)",46.325
"(981.0, 1922.0)","(980.0, 1875.0)",47.011
"(3035.0, 3303.0)","(2991.0, 3320.0)",47.17
"(3414.0, 1191.0)","(3447.0, 1225.0)",47.381
"(1843.0, 2435.0)","(1882.0, 2462.0)",47.434
"(282.0, 465.0)","(254.0, 504.0)",48.01
"(587.0, 209.0)","(584.0, 257.0)",48.094
"(151.0, 501.0)","(183.0, 537.0)",48.166
"(2657.0, 3055.0)","(2649.0, 3007.0)",48.662
"(3278.0, 2501.0)","(3240.0, 2532.0)",49.041
"(2909.0, 3529.0)","(2953.0, 3551.0)",49.193
"(1598.0, 2153.0)","(1644.0, 2135.0)",49.396
"(3303.0, 2729.0)","(3343.0, 2700.0)",49.406
"(3190.0, 985.0)","(3203.0, 1033.0)",49.729
"(3290.0, 2533.0)","(3240.0, 2532.0)",50.01
"(3571.0, 1748.0)","(3586.0, 1700.0)",50.289
"(629.0, 1112.0)","(674.0, 1089.0)",50.537
"(925.0, 650.0)","(895.0, 609.0)",50.804
"(1780.0, 2498.0)","(1828.0, 2515.0)",50.922
"(1951.0, 3321.0)","(2002.0, 3322.0)",51.01
"(3138.0, 2228.0)","(3142.0, 2177.0)",51.157
"(1299.0, 954.0)","(1346.0, 932.0)",51.894
"(2702.0, 1667.0)","(2672.0, 1710.0)",52.431
"(139.0, 567.0)","(183.0, 537.0)",53.254
"(1265.0, 215.0)","(1316.0, 198.0)",53.759
"(584.0, 1753.0)","(614.0, 1798.0)",54.083
"(3328.0, 110.0)","(3275.0, 98.0)",54.342
"(2508.0, 3542.0)","(2521.0, 3489.0)",54.571
"(2411.0, 2188.0)","(2421.0, 2242.0)",54.918
"(1903.0, 3698.0)","(1848.0, 3697.0)",55.009
"(3523.0, 134.0)","(3468.0, 136.0)",55.036
"(1751.0, 469.0)","(1715.0, 512.0)",56.08
"(3346.0, 1426.0)","(3291.0, 1437.0)",56.089
"(2964.0, 1048.0)","(3000.0, 1004.0)",56.851
"(1296.0, 2119.0)","(1296.0, 2176.0)",57.0
"(1718.0, 3031.0)","(1672.0, 3065.0)",57.201
"(2774.0, 2164.0)","(2828.0, 2143.0)",57.94
"(2060.0, 2820.0)","(2007.0, 2845.0)",58.6
"(2151.0, 2740.0)","(2092.0, 2744.0)",59.135
"(3124.0, 758.0)","(3156.0, 708.0)",59.363
"(703.0, 491.0)","(745.0, 533.0)",59.397
"(675.0, 1696.0)","(668.0, 1755.0)",59.414
"(3422.0, 2359.0)","(3471.0, 2393.0)",59.641
"(1554.0, 1550.0)","(1501.0, 1522.0)",59.942
"(737.0, 1198.0)","(716.0, 1141.0)",60.745
"(1599.0, 585.0)","(1568.0, 638.0)",61.4
"(1255.0, 190.0)","(1316.0, 198.0)",61.522
"(2005.0, 2701.0)","(2065.0, 2715.0)",61.612
"(806.0, 524.0)","(745.0, 533.0)",61.66
"(2016.0, 3226.0)","(2078.0, 3225.0)",62.008
"(3450.0, 2494.0)","(3421.0, 2439.0)",62.177
"(2185.0, 3091.0)","(2193.0, 3153.0)",62.514
"(1631.0, 262.0)","(1683.0, 298.0)",63.246
"(2484.0, 1130.0)","(2547.0, 1122.0)",63.506
"(292.0, 452.0)","(351.0, 428.0)",63.695
"(2016.0, 2444.0)","(2080.0, 2437.0)",64.382
"(2270.0, 2391.0)","(2328.0, 2419.0)",64.405
"(1371.0, 80.0)","(1315.0, 48.0)",64.498
"(2794.0, 3276.0)","(2752.0, 3227.0)",64.537
"(2893.0, 3527.0)","(2953.0, 3551.0)",64.622
"(1518.0, 176.0)","(1549.0, 233.0)",64.885
"(1081.0, 1260.0)","(1015.0, 1257.0)",66.068
"(1911.0, 232.0)","(1959.0, 278.0)",66.483
"(2041.0, 3151.0)","(2101.0, 3122.0)",66.641
"(2237.0, 1242.0)","(2275.0, 1187.0)",66.851
"(1905.0, 1639.0)","(1867.0, 1584.0)",66.851
"(2079.0, 2842.0)","(2068.0, 2908.0)",66.91
"(3307.0, 2530.0)","(3240.0, 2532.0)",67.03
"(2169.0, 2677.0)","(2181.0, 2611.0)",67.082
"(1223.0, 1015.0)","(1163.0, 1045.0)",67.082
"(3522.0, 2292.0)","(3552.0, 2352.0)",67.082
"(1883.0, 3356.0)","(1879.0, 3289.0)",67.119
"(713.0, 474.0)","(745.0, 533.0)",67.119
"(1578.0, 1428.0)","(1522.0, 1391.0)",67.119
"(2286.0, 1842.0)","(2333.0, 1891.0)",67.897
"(1440.0, 872.0)","(1372.0, 864.0)",68.469
"(763.0, 909.0)","(723.0, 965.0)",68.819
"(1574.0, 3526.0)","(1558.0, 3459.0)",68.884
"(2328.0, 392.0)","(2316.0, 460.0)",69.051
"(1620.0, 592.0)","(1568.0, 638.0)",69.426
"(3098.0, 2477.0)","(3167.0, 2468.0)",69.584
"(1005.0, 119.0)","(950.0, 162.0)",69.814
"(3367.0, 1859.0)","(3374.0, 1929.0)",70.349
"(1764.0, 339.0)","(1749.0, 408.0)",70.612
"(1342.0, 2122.0)","(1296.0, 2176.0)",70.937
"(930.0, 326.0)","(1001.0, 332.0)",71.253
"(1702.0, 749.0)","(1742.0, 808.0)",71.281
"(1647.0, 490.0)","(1715.0, 512.0)",71.47
"(2811.0, 3381.0)","(2870.0, 3340.0)",71.847
"(2273.0, 2372.0)","(2328.0, 2419.0)",72.346
"(1444.0, 1342.0)","(1509.0, 1310.0)",72.45
"(2590.0, 2166.0)","(2534.0, 2120.0)",72.471
"(3465.0, 2650.0)","(3500.0, 2715.0)",73.824
"(2416.0, 2168.0)","(2421.0, 2242.0)",74.169
"(1446.0, 856.0)","(1372.0, 864.0)",74.431
"(2388.0, 3121.0)","(2376.0, 3047.0)",74.967
"(1735.0, 244.0)","(1683.0, 298.0)",74.967
"(934.0, 994.0)","(1009.0, 989.0)",75.166
"(265.0, 1801.0)","(190.0, 1806.0)",75.166
"(319.0, 1621.0)","(384.0, 1583.0)",75.293
"(3480.0, 1863.0)","(3533.0, 1809.0)",75.664
"(2050.0, 1373.0)","(2117.0, 1337.0)",76.059
"(3385.0, 2184.0)","(3458.0, 2207.0)",76.538
"(1989.0, 2700.0)","(2065.0, 2715.0)",77.466
"(2597.0, 2029.0)","(2671.0, 2054.0)",78.109
"(2536.0, 823.0)","(2542.0, 745.0)",78.23
"(493.0, 1100.0)","(508.0, 1177.0)",78.447
"(2531.0, 3719.0)","(2584.0, 3777.0)",78.568
"(2251.0, 2647.0)","(2181.0, 2611.0)",78.715
"(215.0, 2583.0)","(146.0, 2545.0)",78.772
"(1028.0, 1938.0)","(980.0, 1875.0)",79.202
"(784.0, 2385.0)","(831.0, 2449.0)",79.404
"(3544.0, 2273.0)","(3552.0, 2352.0)",79.404
"(1093.0, 1272.0)","(1015.0, 1257.0)",79.429
"(1641.0, 542.0)","(1715.0, 512.0)",79.85
"(1359.0, 637.0)","(1432.0, 671.0)",80.529
"(2174.0, 1394.0)","(2117.0, 1337.0)",80.61
"(1043.0, 263.0)","(1001.0, 332.0)",80.777
"(3262.0, 2698.0)","(3343.0, 2700.0)",81.025
"(822.0, 646.0)","(895.0, 609.0)",81.841
"(1734.0, 2575.0)","(1770.0, 2649.0)",82.292
"(1283.0, 985.0)","(1346.0, 932.0)",82.329
"(3508.0, 2508.0)","(3476.0, 2432.0)",82.462
"(2637.0, 2130.0)","(2671.0, 2054.0)",83.259
"(3400.0, 1843.0)","(3434.0, 1767.0)",83.259
"(1426.0, 1317.0)","(1509.0, 1310.0)",83.295
"(1778.0, 2448.0)","(1828.0, 2515.0)",83.6
"(3406.0, 1152.0)","(3447.0, 1225.0)",83.726
"(1813.0, 462.0)","(1749.0, 408.0)",83.738
"(3144.0, 3408.0)","(3061.0, 3396.0)",83.863
"(2251.0, 1873.0)","(2333.0, 1891.0)",83.952
"(825.0, 907.0)","(831.0, 991.0)",84.214
"(1619.0, 1226.0)","(1538.0, 1251.0)",84.77
"(2409.0, 1420.0)","(2342.0, 1472.0)",84.812
"(1995.0, 2442.0)","(2080.0, 2437.0)",85.147
"(1622.0, 572.0)","(1568.0, 638.0)",85.276
"(2385.0, 2164.0)","(2421.0, 2242.0)",85.907
"(1059.0, 1637.0)","(1008.0, 1566.0)",87.419
"(1336.0, 519.0)","(1260.0, 475.0)",87.818
"(3252.0, 356.0)","(3181.0, 408.0)",88.006
"(2874.0, 3505.0)","(2960.0, 3486.0)",88.074
"(1913.0, 1725.0)","(1981.0, 1669.0)",88.091
"(1741.0, 170.0)","(1829.0, 176.0)",88.204
"(1542.0, 3135.0)","(1472.0, 3189.0)",88.408
"(1241.0, 1003.0)","(1163.0, 1045.0)",88.589
"(2829.0, 810.0)","(2803.0, 895.0)",88.888
"(2256.0, 1846.0)","(2333.0, 1891.0)",89.185
"(3332.0, 2166.0)","(3291.0, 2086.0)",89.894
"(310.0, 181.0)","(248.0, 115.0)",90.554
"(407.0, 1671.0)","(384.0, 1583.0)",90.956
"(3559.0, 136.0)","(3468.0, 136.0)",91.0
"(770.0, 887.0)","(723.0, 965.0)",91.066
"(2619.0, 2153.0)","(2534.0, 2120.0)",91.181
"(3277.0, 360.0)","(3312.0, 445.0)",91.924
"(104.0, 490.0)","(183.0, 537.0)",91.924
"(1986.0, 3221.0)","(2078.0, 3225.0)",92.087
"(493.0, 140.0)","(489.0, 233.0)",93.086
"(1496.0, 1167.0)","(1538.0, 1251.0)",93.915
"(701.0, 450.0)","(745.0, 533.0)",93.941
"(1607.0, 1431.0)","(1522.0, 1391.0)",93.941
"(1466.0, 869.0)","(1372.0, 864.0)",94.133
"(2663.0, 1557.0)","(2570.0, 1574.0)",94.541
"(3236.0, 2006.0)","(3258.0, 2098.0)",94.594
"(1480.0, 168.0)","(1549.0, 233.0)",94.795
"(1316.0, 1594.0)","(1406.0, 1564.0)",94.868
"(1613.0, 1364.0)","(1522.0, 1391.0)",94.921
"(1421.0, 1273.0)","(1509.0, 1310.0)",95.462
"(2265.0, 2659.0)","(2181.0, 2611.0)",96.747
"(1294.0, 1540.0)","(1377.0, 1488.0)",97.944
"(1603.0, 1447.0)","(1522.0, 1391.0)",98.473
"(1546.0, 2120.0)","(1644.0, 2135.0)",99.141
"(1258.0, 978.0)","(1346.0, 932.0)",99.298
"(1209.0, 2444.0)","(1154.0, 2527.0)",99.569
