radius,%_gp_captured,%_img_covered,LCPI,total_gp
0.089,0.04938271604938271,0.021845955837791857,2.260496927488718,81
0.142,0.06172839506172839,0.04385241297093986,1.4076396457963352,81
0.195,0.07407407407407407,0.06577951881711652,1.126096320041782,81
0.249,0.1111111111111111,0.09003008845835185,1.2341553031185946,81
0.302,0.1111111111111111,0.11493048080100109,0.9667680004184172,81
0.355,0.1111111111111111,0.1392482257688704,0.7979355607412739,81
0.408,0.1111111111111111,0.15925312105837874,0.6977013095421859,81
0.462,0.13580246913580246,0.177920736158562,0.7632751081626373,81
0.515,0.14814814814814814,0.1931393029484088,0.7670533438122707,81
0.568,0.14814814814814814,0.2072941335669642,0.7146760286889182,81
0.622,0.14814814814814814,0.22164799962807977,0.6683937973576902,81
