radius,%_gp_captured,%_img_covered,LCPI,total_gp
0.089,0.07407407407407407,0.021845955837791857,3.390745391233077,81
0.142,0.08641975308641975,0.04385241297093986,1.9706955041148693,81
0.195,0.1111111111111111,0.06577951881711652,1.689144480062673,81
0.249,0.13580246913580246,0.09003008845835185,1.5084120371449488,81
0.302,0.14814814814814814,0.11493048080100109,1.2890240005578895,81
0.355,0.16049382716049382,0.1392482257688704,1.1525735877373957,81
0.408,0.18518518518518517,0.15925312105837874,1.1628355159036432,81
0.462,0.18518518518518517,0.177920736158562,1.0408296929490508,81
0.515,0.20987654320987653,0.1931393029484088,1.0866589037340502,81
0.568,0.2222222222222222,0.2072941335669642,1.0720140430333773,81
0.622,0.2345679012345679,0.22164799962807977,1.0582901791496762,81
