cluster_id,cluster_size,cluster_area
0,4,19271.0
1,5,28636.0
2,7,54383.0
3,2,6640.0
4,3,10755.0
5,5,29759.0
6,4,20998.0
7,3,13157.0
8,2,6634.0
9,2,6630.0
10,2,6496.0
11,5,32573.0
12,2,6618.0
13,2,6558.0
14,2,6607.0
15,3,12687.0
16,4,20644.0
17,3,12052.0
18,3,10857.0
19,2,6525.0
20,6,44468.5
21,2,6311.0
22,4,19470.0
23,4,20712.0
24,2,5062.0
25,2,6592.0
26,2,6544.0
27,2,6454.0
28,2,6540.0
29,4,17766.0
30,6,34814.5
31,6,38971.5
32,2,6397.0
33,2,6424.0
34,2,6505.0
35,2,6152.0
36,2,6630.0
37,2,6538.0
38,2,6572.0
39,2,6467.0
40,2,6489.0
41,2,6615.0
42,2,6607.0
43,3,11173.0
44,2,6286.0
45,1,2212.0
46,1,2212.0
47,3,12870.0
48,2,6320.0
49,1,2212.0
50,1,2212.0
51,1,2212.0
52,2,6515.0
53,2,6513.0
54,2,6503.0
55,3,10474.0
56,3,11360.0
57,1,2212.0
58,2,5661.0
59,2,5927.0
60,2,6040.0
61,2,6517.0
62,1,2212.0
63,2,5668.0
64,2,6477.0
65,3,11351.0
66,2,5848.0
67,2,6343.0
68,2,6211.0
69,2,4960.0
70,2,6263.0
71,1,2212.0
72,2,5620.0
73,2,6614.0
74,2,6604.0
75,2,5808.0
76,1,2212.0
77,2,6022.0
78,3,12473.0
79,2,6093.0
80,3,12097.0
81,1,2212.0
82,3,9939.0
83,3,12132.0
84,4,19396.5
85,2,5028.0
86,2,6583.0
87,3,10597.0
88,1,2212.0
89,1,2212.0
90,1,2212.0
91,1,2212.0
92,1,2212.0
93,1,2212.0
94,1,2212.0
95,1,2212.0
96,1,2212.0
97,2,6147.0
98,1,2212.0
99,1,2212.0
100,1,2212.0
101,1,2212.0
102,1,2212.0
103,1,2212.0
104,1,2212.0
105,3,10969.0
106,4,18524.0
107,3,11659.5
108,1,2212.0
109,2,6491.0
110,1,2212.0
111,1,2212.0
112,1,2212.0
113,1,2212.0
114,1,2212.0
115,1,2212.0
116,1,2212.0
117,1,2212.0
118,1,2212.0
119,2,5730.0
120,1,2212.0
121,1,2212.0
122,1,2212.0
123,2,5419.0
124,1,2212.0
125,1,2212.0
126,1,2212.0
127,1,2212.0
128,1,2212.0
129,3,12694.0
130,3,10233.0
131,1,2212.0
132,2,5697.0
133,1,2212.0
134,2,5828.0
135,1,2212.0
136,1,2212.0
137,1,2212.0
138,2,5927.0
139,1,2212.0
140,1,2212.0
141,3,11391.5
142,1,2212.0
143,1,2212.0
144,1,2212.0
145,1,2212.0
146,1,2212.0
147,1,2212.0
148,2,6170.0
149,1,2212.0
150,2,5982.0
151,1,2212.0
152,1,2212.0
153,1,2212.0
154,1,2212.0
155,2,5748.0
156,1,2212.0
157,4,17275.0
158,1,2212.0
159,1,2212.0
160,1,2212.0
161,1,2212.0
162,2,5184.0
163,1,2212.0
164,1,2212.0
165,1,2212.0
166,2,5606.0
167,4,17143.0
168,1,2212.0
169,3,9839.0
170,1,2212.0
171,1,2212.0
172,1,2212.0
173,1,2212.0
174,2,5858.0
175,2,5297.0
176,3,10456.0
177,1,2212.0
178,1,2212.0
179,1,2212.0
180,1,2212.0
181,1,2212.0
182,1,2212.0
183,1,2212.0
184,1,2212.0
185,1,2212.0
186,1,2212.0
187,1,2212.0
188,1,2212.0
189,1,2212.0
190,1,2212.0
191,1,2212.0
192,1,2212.0
193,1,2212.0
194,1,2212.0
195,1,2212.0
196,2,5408.0
197,1,2212.0
198,1,2212.0
199,1,2212.0
200,1,2212.0
201,1,2212.0
202,1,2212.0
203,1,2212.0
204,1,2212.0
205,1,2212.0
206,1,2212.0
207,1,2212.0
208,1,2212.0
209,1,2212.0
210,1,2212.0
211,1,2212.0
212,1,2212.0
213,1,2212.0
214,2,5332.0
215,1,2212.0
216,1,2212.0
217,1,2212.0
218,1,2212.0
219,2,6269.0
220,1,2212.0
221,1,2212.0
222,1,2212.0
223,1,2212.0
224,1,2212.0
225,1,2212.0
226,1,2212.0
227,1,2212.0
228,1,2212.0
229,1,2212.0
230,1,2212.0
231,1,2212.0
232,1,2212.0
233,1,2212.0
234,1,2212.0
235,1,2212.0
236,1,2212.0
237,1,2212.0
238,1,2212.0
239,1,2212.0
240,1,2212.0
241,1,2212.0
242,1,2212.0
243,1,2212.0
244,1,2212.0
245,1,2212.0
246,1,2212.0
247,1,2212.0
248,1,2212.0
249,1,2212.0
250,1,2212.0
251,1,2212.0
252,1,2212.0
253,1,2212.0
254,1,2212.0
255,1,2212.0
256,1,2212.0
257,1,2212.0
258,1,2212.0
259,1,2212.0
260,1,2212.0
261,1,2212.0
262,1,2212.0
263,1,2212.0
264,1,2212.0
265,1,2212.0
266,1,2212.0
267,1,2212.0
268,1,2212.0
269,2,5042.0
270,1,2212.0
271,1,2212.0
272,1,2212.0
273,1,2212.0
274,1,2212.0
275,1,2212.0
276,1,2212.0
277,1,2212.0
278,1,2212.0
279,1,2212.0
280,1,2212.0
281,1,2212.0
282,1,2212.0
283,1,2212.0
284,1,2212.0
285,1,2212.0
286,1,2212.0
287,1,2212.0
288,1,2212.0
289,1,2212.0
290,1,2212.0
291,1,2212.0
292,1,2212.0
293,1,2212.0
294,1,2212.0
295,1,2212.0
296,1,2212.0
297,1,2212.0
298,1,2212.0
299,1,2212.0
300,1,2212.0
301,1,2212.0
302,2,5490.0
303,1,2212.0
304,1,2212.0
305,1,2212.0
306,1,2212.0
307,1,2212.0
308,1,2212.0
309,1,2212.0
310,1,2212.0
311,2,5512.0
312,1,2212.0
313,1,2212.0
314,1,2212.0
315,1,2212.0
316,1,2212.0
317,1,2212.0
318,1,2212.0
319,1,2212.0
320,1,2212.0
321,1,2212.0
322,1,2212.0
323,1,2212.0
324,1,2212.0
325,1,2212.0
326,1,2212.0
327,1,2212.0
328,1,2212.0
329,1,2212.0
330,1,2212.0
331,1,2212.0
332,1,2212.0
333,1,2212.0
334,1,2212.0
335,1,2212.0
336,1,2212.0
337,1,2212.0
338,1,2212.0
339,1,2212.0
340,1,2212.0
341,1,2212.0
342,1,2212.0
343,1,2212.0
344,1,2212.0
345,1,2212.0
346,1,2212.0
347,1,2212.0
348,1,2212.0
349,1,2212.0
350,1,2212.0
351,1,2212.0
352,1,2212.0
353,1,2212.0
354,1,2212.0
355,1,2212.0
356,1,2212.0
357,1,2212.0
358,1,2212.0
359,1,2212.0
360,1,2212.0
361,1,2212.0
362,1,2212.0
363,1,2212.0
364,1,2212.0
365,1,2212.0
366,1,2212.0
367,1,2212.0
368,1,2212.0
369,1,2212.0
