og_centroid,closest_centroid,dist,cluster_id
"(4.202, 3.27)","(4.19, 3.311)",0.042,56
"(4.19, 3.311)","(4.202, 3.27)",0.042,39
"(5.223, 2.505)","(5.227, 2.552)",0.046,67
"(5.227, 2.552)","(5.223, 2.505)",0.046,109
"(4.369, 4.666)","(4.398, 4.624)",0.052,44
"(4.398, 4.624)","(4.369, 4.666)",0.052,96
"(3.979, 5.972)","(4.036, 5.98)",0.058,0
"(4.036, 5.98)","(3.979, 5.972)",0.058,90
"(5.169, 2.551)","(5.227, 2.552)",0.058,46
"(4.263, 3.105)","(4.223, 3.154)",0.064,25
"(4.223, 3.154)","(4.263, 3.105)",0.064,165
"(3.037, 5.905)","(3.085, 5.852)",0.072,52
"(3.085, 5.852)","(3.037, 5.905)",0.072,87
"(5.15, 2.477)","(5.169, 2.551)",0.077,74
"(4.288, 2.676)","(4.211, 2.681)",0.077,14
"(4.211, 2.681)","(4.288, 2.676)",0.077,41
"(3.937, 5.567)","(3.926, 5.643)",0.077,114
"(3.926, 5.643)","(3.937, 5.567)",0.077,158
"(1.069, 10.778)","(1.013, 10.831)",0.077,43
"(1.013, 10.831)","(1.069, 10.778)",0.077,45
"(1.307, 9.027)","(1.288, 9.103)",0.079,82
"(1.288, 9.103)","(1.307, 9.027)",0.079,21
"(1.121, 10.839)","(1.069, 10.778)",0.08,6
"(3.398, 4.328)","(3.33, 4.283)",0.082,7
"(3.33, 4.283)","(3.398, 4.328)",0.082,55
"(1.175, 11.172)","(1.195, 11.251)",0.082,62
"(1.195, 11.251)","(1.175, 11.172)",0.082,15
"(1.077, 10.377)","(1.139, 10.317)",0.087,79
"(1.139, 10.317)","(1.077, 10.377)",0.087,32
"(4.064, 4.642)","(4.112, 4.564)",0.091,35
"(4.112, 4.564)","(4.064, 4.642)",0.091,78
"(4.239, 2.772)","(4.211, 2.681)",0.095,26
"(4.115, 2.695)","(4.211, 2.681)",0.098,2
"(3.217, 6.069)","(3.308, 6.015)",0.106,10
"(3.308, 6.015)","(3.217, 6.069)",0.106,60
"(4.193, 3.019)","(4.263, 3.105)",0.111,5
"(0.93, 10.744)","(1.013, 10.831)",0.12,75
"(4.198, 4.47)","(4.27, 4.569)",0.123,77
"(4.27, 4.569)","(4.198, 4.47)",0.123,58
"(3.309, 6.202)","(3.248, 6.311)",0.125,31
"(3.248, 6.311)","(3.309, 6.202)",0.125,49
"(4.352, 4.799)","(4.369, 4.666)",0.133,22
"(1.431, 9.776)","(1.299, 9.842)",0.148,1
"(1.299, 9.842)","(1.431, 9.776)",0.148,24
"(4.503, 4.519)","(4.398, 4.624)",0.148,54
"(4.163, 5.878)","(4.036, 5.98)",0.163,68
"(5.431, 2.058)","(5.604, 2.122)",0.184,166
"(5.604, 2.122)","(5.431, 2.058)",0.184,164
"(4.276, 4.3)","(4.198, 4.47)",0.187,34
"(4.348, 4.993)","(4.352, 4.799)",0.194,13
"(3.668, 3.092)","(3.837, 3.211)",0.207,83
"(3.837, 3.211)","(3.668, 3.092)",0.207,104
"(1.035, 9.898)","(1.299, 9.842)",0.27,76
"(1.39, 10.859)","(1.121, 10.839)",0.27,112
"(2.315, 6.604)","(2.503, 6.399)",0.278,89
"(2.503, 6.399)","(2.315, 6.604)",0.278,128
"(3.471, 5.784)","(3.417, 5.51)",0.279,119
"(3.417, 5.51)","(3.471, 5.784)",0.279,53
"(3.105, 5.569)","(3.085, 5.852)",0.284,29
"(1.49, 9.482)","(1.431, 9.776)",0.3,16
"(5.12, 2.055)","(5.431, 2.058)",0.311,38
"(3.638, 4.116)","(3.398, 4.328)",0.32,28
"(3.765, 2.707)","(4.115, 2.695)",0.35,11
"(4.475, 3.519)","(4.19, 3.311)",0.353,211
"(4.555, 2.431)","(4.288, 2.676)",0.363,50
"(1.827, 8.455)","(1.481, 8.59)",0.371,101
"(1.481, 8.59)","(1.827, 8.455)",0.371,71
"(2.676, 5.71)","(3.037, 5.905)",0.41,61
"(3.279, 4.78)","(3.398, 4.328)",0.467,18
"(3.913, 3.697)","(4.19, 3.311)",0.475,40
"(2.254, 8.078)","(1.827, 8.455)",0.57,20
"(2.195, 7.239)","(2.315, 6.604)",0.646,201
"(1.919, 5.579)","(2.676, 5.71)",0.769,196
"(4.557, 1.51)","(5.12, 2.055)",0.784,59
