og_coord,starfish_coord,dist
"(2663.0, 1557.0)","(2663.0, 1555.0)",2.0
"(1496.0, 1167.0)","(1498.0, 1166.0)",2.236
"(3414.0, 1191.0)","(3412.0, 1186.0)",5.385
"(1369.0, 987.0)","(1357.0, 984.0)",12.369
"(293.0, 1774.0)","(282.0, 1780.0)",12.53
"(3465.0, 2650.0)","(3455.0, 2659.0)",13.454
"(1857.0, 2517.0)","(1849.0, 2528.0)",13.601
"(3105.0, 2570.0)","(3105.0, 2556.0)",14.0
"(1241.0, 1003.0)","(1231.0, 993.0)",14.142
"(1055.0, 87.0)","(1064.0, 74.0)",15.811
"(2656.0, 1926.0)","(2660.0, 1942.0)",16.492
"(1782.0, 3580.0)","(1764.0, 3579.0)",18.028
"(1444.0, 1342.0)","(1431.0, 1355.0)",18.385
"(1741.0, 170.0)","(1760.0, 176.0)",19.925
"(675.0, 1696.0)","(673.0, 1717.0)",21.095
"(1591.0, 621.0)","(1612.0, 624.0)",21.213
"(1688.0, 1660.0)","(1702.0, 1676.0)",21.26
"(197.0, 1638.0)","(180.0, 1652.0)",22.023
"(3508.0, 2508.0)","(3521.0, 2526.0)",22.204
"(1574.0, 3526.0)","(1554.0, 3536.0)",22.361
"(1682.0, 1688.0)","(1702.0, 1676.0)",23.324
"(1223.0, 1015.0)","(1231.0, 993.0)",23.409
"(2834.0, 3650.0)","(2832.0, 3674.0)",24.083
"(2912.0, 3661.0)","(2922.0, 3639.0)",24.166
"(2254.0, 2879.0)","(2248.0, 2903.0)",24.739
"(1709.0, 1700.0)","(1702.0, 1676.0)",25.0
"(2794.0, 3276.0)","(2817.0, 3286.0)",25.08
"(3428.0, 3674.0)","(3413.0, 3695.0)",25.807
"(265.0, 1801.0)","(282.0, 1780.0)",27.019
"(1922.0, 1754.0)","(1895.0, 1756.0)",27.074
"(2251.0, 1873.0)","(2264.0, 1897.0)",27.295
"(3278.0, 2501.0)","(3304.0, 2490.0)",28.231
"(1843.0, 2435.0)","(1822.0, 2454.0)",28.32
"(2874.0, 3505.0)","(2898.0, 3489.0)",28.844
"(2829.0, 810.0)","(2800.0, 809.0)",29.017
"(2005.0, 2701.0)","(2001.0, 2731.0)",30.265
"(1251.0, 1483.0)","(1221.0, 1488.0)",30.414
"(3480.0, 1863.0)","(3453.0, 1877.0)",30.414
"(489.0, 987.0)","(512.0, 967.0)",30.48
"(679.0, 453.0)","(651.0, 466.0)",30.871
"(786.0, 1450.0)","(814.0, 1437.0)",30.871
"(1258.0, 978.0)","(1231.0, 993.0)",30.887
"(1833.0, 2289.0)","(1835.0, 2258.0)",31.064
"(763.0, 909.0)","(794.0, 913.0)",31.257
"(3182.0, 3509.0)","(3187.0, 3540.0)",31.401
"(825.0, 907.0)","(794.0, 913.0)",31.575
"(2079.0, 2842.0)","(2111.0, 2845.0)",32.14
"(3269.0, 3596.0)","(3239.0, 3608.0)",32.311
"(2185.0, 3091.0)","(2175.0, 3060.0)",32.573
"(1620.0, 592.0)","(1612.0, 624.0)",32.985
"(1059.0, 1637.0)","(1029.0, 1623.0)",33.106
"(1989.0, 2700.0)","(2001.0, 2731.0)",33.242
"(2964.0, 1924.0)","(2960.0, 1891.0)",33.242
"(2270.0, 2391.0)","(2242.0, 2409.0)",33.287
"(3090.0, 3387.0)","(3057.0, 3381.0)",33.541
"(2273.0, 2372.0)","(2295.0, 2346.0)",34.059
"(3482.0, 1895.0)","(3453.0, 1877.0)",34.132
"(1702.0, 749.0)","(1736.0, 754.0)",34.366
"(3406.0, 1152.0)","(3412.0, 1186.0)",34.525
"(1296.0, 2119.0)","(1272.0, 2144.0)",34.655
"(2637.0, 2130.0)","(2664.0, 2108.0)",34.828
"(770.0, 887.0)","(794.0, 913.0)",35.384
"(1306.0, 2133.0)","(1272.0, 2144.0)",35.735
"(1913.0, 1725.0)","(1895.0, 1756.0)",35.847
"(1832.0, 3572.0)","(1842.0, 3537.0)",36.401
"(2231.0, 1881.0)","(2264.0, 1897.0)",36.674
"(1585.0, 599.0)","(1612.0, 624.0)",36.797
"(789.0, 994.0)","(774.0, 960.0)",37.162
"(3000.0, 154.0)","(3022.0, 124.0)",37.202
"(2944.0, 1925.0)","(2960.0, 1891.0)",37.577
"(1790.0, 3551.0)","(1764.0, 3579.0)",38.21
"(2893.0, 3527.0)","(2898.0, 3489.0)",38.328
"(1426.0, 1317.0)","(1431.0, 1355.0)",38.328
"(3542.0, 284.0)","(3521.0, 317.0)",39.115
"(3252.0, 356.0)","(3270.0, 321.0)",39.357
"(2521.0, 3614.0)","(2507.0, 3651.0)",39.56
"(3277.0, 360.0)","(3270.0, 321.0)",39.623
"(3191.0, 1887.0)","(3193.0, 1927.0)",40.05
"(806.0, 524.0)","(809.0, 484.0)",40.112
"(3089.0, 3717.0)","(3092.0, 3757.0)",40.112
"(3307.0, 2530.0)","(3304.0, 2490.0)",40.112
"(3303.0, 2729.0)","(3316.0, 2690.0)",41.11
"(1599.0, 585.0)","(1612.0, 624.0)",41.11
"(2016.0, 3226.0)","(2010.0, 3185.0)",41.437
"(2909.0, 3529.0)","(2898.0, 3489.0)",41.485
"(930.0, 326.0)","(909.0, 290.0)",41.677
"(2469.0, 456.0)","(2505.0, 478.0)",42.19
"(3517.0, 3432.0)","(3487.0, 3462.0)",42.426
"(1099.0, 133.0)","(1127.0, 101.0)",42.521
"(3053.0, 3424.0)","(3057.0, 3381.0)",43.186
"(1986.0, 3221.0)","(2010.0, 3185.0)",43.267
"(1607.0, 906.0)","(1588.0, 866.0)",44.283
"(1778.0, 2448.0)","(1822.0, 2454.0)",44.407
"(2916.0, 1898.0)","(2960.0, 1891.0)",44.553
"(855.0, 1455.0)","(814.0, 1437.0)",44.777
"(3328.0, 110.0)","(3356.0, 145.0)",44.822
"(1409.0, 1285.0)","(1372.0, 1259.0)",45.222
"(3290.0, 2533.0)","(3304.0, 2490.0)",45.222
"(3190.0, 985.0)","(3235.0, 991.0)",45.398
"(584.0, 1753.0)","(628.0, 1740.0)",45.88
"(2041.0, 3151.0)","(2010.0, 3185.0)",46.011
"(2286.0, 1842.0)","(2305.0, 1884.0)",46.098
"(473.0, 1061.0)","(500.0, 1023.0)",46.615
"(1404.0, 986.0)","(1357.0, 984.0)",47.043
"(3236.0, 2006.0)","(3250.0, 2051.0)",47.127
"(1563.0, 826.0)","(1588.0, 866.0)",47.17
"(2057.0, 3190.0)","(2010.0, 3185.0)",47.265
"(1237.0, 445.0)","(1228.0, 398.0)",47.854
"(1270.0, 2096.0)","(1272.0, 2144.0)",48.042
"(2571.0, 3737.0)","(2585.0, 3691.0)",48.083
"(2519.0, 1933.0)","(2483.0, 1901.0)",48.166
"(2965.0, 1939.0)","(2960.0, 1891.0)",48.26
"(3481.0, 2553.0)","(3521.0, 2526.0)",48.26
"(1870.0, 2462.0)","(1822.0, 2454.0)",48.662
"(2656.0, 2362.0)","(2642.0, 2409.0)",49.041
"(2664.0, 1892.0)","(2660.0, 1942.0)",50.16
"(536.0, 1759.0)","(525.0, 1808.0)",50.22
"(3321.0, 2264.0)","(3315.0, 2314.0)",50.359
"(1421.0, 1273.0)","(1372.0, 1259.0)",50.961
"(1817.0, 39.0)","(1849.0, 79.0)",51.225
"(2256.0, 1846.0)","(2264.0, 1897.0)",51.624
"(2221.0, 2853.0)","(2226.0, 2905.0)",52.24
"(701.0, 450.0)","(651.0, 466.0)",52.498
"(1283.0, 985.0)","(1231.0, 993.0)",52.612
"(1622.0, 572.0)","(1612.0, 624.0)",52.953
"(1707.0, 179.0)","(1760.0, 176.0)",53.085
"(959.0, 2540.0)","(954.0, 2487.0)",53.235
"(287.0, 1834.0)","(282.0, 1780.0)",54.231
"(3262.0, 2698.0)","(3316.0, 2690.0)",54.589
"(2200.0, 3109.0)","(2175.0, 3060.0)",55.009
"(1078.0, 128.0)","(1064.0, 74.0)",55.785
"(713.0, 111.0)","(661.0, 90.0)",56.08
"(1625.0, 823.0)","(1588.0, 866.0)",56.727
"(2060.0, 2820.0)","(2111.0, 2845.0)",56.798
"(3216.0, 1979.0)","(3193.0, 1927.0)",56.859
"(2510.0, 3708.0)","(2507.0, 3651.0)",57.079
"(2230.0, 1851.0)","(2264.0, 1897.0)",57.201
"(703.0, 491.0)","(651.0, 466.0)",57.697
"(2264.0, 2847.0)","(2248.0, 2903.0)",58.241
"(2508.0, 3542.0)","(2566.0, 3533.0)",58.694
"(3353.0, 2359.0)","(3315.0, 2314.0)",58.898
"(2169.0, 2677.0)","(2137.0, 2627.0)",59.363
"(3200.0, 3482.0)","(3187.0, 3540.0)",59.439
"(2242.0, 2319.0)","(2295.0, 2346.0)",59.481
"(2110.0, 1578.0)","(2142.0, 1527.0)",60.208
"(2738.0, 1919.0)","(2703.0, 1968.0)",60.216
"(2531.0, 3719.0)","(2585.0, 3691.0)",60.828
"(1780.0, 2498.0)","(1822.0, 2454.0)",60.828
"(2246.0, 2696.0)","(2220.0, 2751.0)",60.836
"(493.0, 1100.0)","(517.0, 1156.0)",60.926
"(2089.0, 2788.0)","(2111.0, 2845.0)",61.098
"(2234.0, 2811.0)","(2220.0, 2751.0)",61.612
"(1103.0, 158.0)","(1127.0, 101.0)",61.847
