og_coord,starfish_coord,dist
"(825.0, 907.0)","(848.0, 889.0)",29.206
"(713.0, 474.0)","(729.0, 501.0)",31.385
"(2647.0, 2328.0)","(2654.0, 2297.0)",31.78
"(1833.0, 2289.0)","(1865.0, 2293.0)",32.249
"(855.0, 1455.0)","(823.0, 1463.0)",32.985
"(3523.0, 134.0)","(3522.0, 101.0)",33.015
"(3144.0, 3314.0)","(3168.0, 3291.0)",33.242
"(1306.0, 565.0)","(1315.0, 597.0)",33.242
"(1542.0, 3135.0)","(1549.0, 3168.0)",33.734
"(1496.0, 1167.0)","(1507.0, 1135.0)",33.838
"(3330.0, 3671.0)","(3306.0, 3695.0)",33.941
"(2368.0, 3451.0)","(2401.0, 3459.0)",33.956
"(494.0, 2943.0)","(520.0, 2921.0)",34.059
"(2079.0, 3125.0)","(2087.0, 3160.0)",35.903
"(3000.0, 154.0)","(3034.0, 142.0)",36.056
"(1707.0, 179.0)","(1743.0, 172.0)",36.674
"(1371.0, 80.0)","(1335.0, 72.0)",36.878
"(1466.0, 869.0)","(1428.0, 866.0)",38.118
"(927.0, 27.0)","(890.0, 16.0)",38.601
"(585.0, 536.0)","(550.0, 519.0)",38.91
"(2181.0, 3723.0)","(2211.0, 3749.0)",39.699
"(3269.0, 3596.0)","(3308.0, 3604.0)",39.812
"(293.0, 1774.0)","(327.0, 1753.0)",39.962
"(319.0, 1621.0)","(351.0, 1597.0)",40.0
"(670.0, 1056.0)","(670.0, 1016.0)",40.0
"(959.0, 2540.0)","(977.0, 2504.0)",40.249
"(3004.0, 3314.0)","(2990.0, 3276.0)",40.497
"(139.0, 567.0)","(150.0, 606.0)",40.522
"(1629.0, 795.0)","(1666.0, 812.0)",40.719
"(374.0, 87.0)","(335.0, 73.0)",41.437
"(2059.0, 3637.0)","(2021.0, 3654.0)",41.629
"(3144.0, 3408.0)","(3113.0, 3436.0)",41.773
"(2057.0, 3190.0)","(2087.0, 3160.0)",42.426
"(1625.0, 823.0)","(1666.0, 812.0)",42.45
"(2655.0, 1700.0)","(2694.0, 1683.0)",42.544
"(3216.0, 1979.0)","(3253.0, 1957.0)",43.046
"(2385.0, 2164.0)","(2363.0, 2201.0)",43.046
"(1444.0, 1342.0)","(1484.0, 1359.0)",43.463
"(3350.0, 3693.0)","(3306.0, 3695.0)",44.045
"(1989.0, 2700.0)","(1945.0, 2702.0)",44.045
"(646.0, 1053.0)","(670.0, 1016.0)",44.102
"(1059.0, 1637.0)","(1015.0, 1641.0)",44.181
"(2567.0, 557.0)","(2563.0, 513.0)",44.181
"(3053.0, 3160.0)","(3097.0, 3155.0)",44.283
"(2151.0, 2740.0)","(2166.0, 2698.0)",44.598
"(1251.0, 1483.0)","(1295.0, 1475.0)",44.721
"(2060.0, 2820.0)","(2092.0, 2852.0)",45.255
"(991.0, 169.0)","(1025.0, 138.0)",46.011
"(407.0, 1671.0)","(432.0, 1710.0)",46.325
"(1735.0, 244.0)","(1729.0, 290.0)",46.39
"(3542.0, 284.0)","(3549.0, 238.0)",46.53
"(3133.0, 2364.0)","(3115.0, 2321.0)",46.615
"(3019.0, 519.0)","(2985.0, 551.0)",46.69
"(737.0, 1198.0)","(702.0, 1229.0)",46.755
"(3514.0, 2437.0)","(3483.0, 2402.0)",46.755
"(2041.0, 3151.0)","(2087.0, 3160.0)",46.872
"(2016.0, 2444.0)","(1969.0, 2443.0)",47.011
"(1391.0, 186.0)","(1386.0, 139.0)",47.265
"(3171.0, 3398.0)","(3208.0, 3368.0)",47.634
"(2383.0, 2265.0)","(2429.0, 2252.0)",47.802
"(1682.0, 1688.0)","(1728.0, 1704.0)",48.703
"(1617.0, 1550.0)","(1615.0, 1501.0)",49.041
"(1922.0, 1754.0)","(1892.0, 1793.0)",49.204
"(2237.0, 1242.0)","(2188.0, 1235.0)",49.497
"(587.0, 209.0)","(632.0, 188.0)",49.659
"(2411.0, 2188.0)","(2363.0, 2201.0)",49.729
"(2834.0, 3650.0)","(2784.0, 3651.0)",50.01
"(3559.0, 136.0)","(3522.0, 101.0)",50.931
"(128.0, 98.0)","(177.0, 112.0)",50.961
"(1702.0, 749.0)","(1703.0, 698.0)",51.01
"(2261.0, 3736.0)","(2211.0, 3749.0)",51.662
"(3350.0, 3635.0)","(3308.0, 3604.0)",52.202
"(3035.0, 3303.0)","(2990.0, 3276.0)",52.479
"(2416.0, 2168.0)","(2464.0, 2190.0)",52.802
"(2613.0, 2334.0)","(2579.0, 2375.0)",53.263
"(2167.0, 2272.0)","(2161.0, 2219.0)",53.339
"(3190.0, 985.0)","(3138.0, 973.0)",53.367
"(3124.0, 758.0)","(3088.0, 798.0)",53.814
"(1265.0, 215.0)","(1234.0, 171.0)",53.824
"(1078.0, 128.0)","(1025.0, 138.0)",53.935
"(3090.0, 3387.0)","(3113.0, 3436.0)",54.129
"(1028.0, 1938.0)","(1071.0, 1971.0)",54.203
"(1631.0, 262.0)","(1593.0, 301.0)",54.452
"(1480.0, 168.0)","(1472.0, 222.0)",54.589
"(687.0, 184.0)","(632.0, 188.0)",55.145
"(930.0, 326.0)","(885.0, 358.0)",55.218
"(1603.0, 1447.0)","(1615.0, 1501.0)",55.317
"(3343.0, 3653.0)","(3306.0, 3695.0)",55.973
"(3570.0, 587.0)","(3591.0, 535.0)",56.08
"(2985.0, 3332.0)","(2990.0, 3276.0)",56.223
"(104.0, 490.0)","(67.0, 447.0)",56.727
"(173.0, 554.0)","(150.0, 606.0)",56.859
"(3328.0, 110.0)","(3312.0, 165.0)",57.28
"(3577.0, 1976.0)","(3541.0, 2021.0)",57.628
"(3117.0, 2379.0)","(3115.0, 2321.0)",58.034
"(701.0, 450.0)","(729.0, 501.0)",58.181
"(946.0, 32.0)","(890.0, 16.0)",58.241
"(3303.0, 2729.0)","(3348.0, 2691.0)",58.898
"(2221.0, 2853.0)","(2183.0, 2898.0)",58.898
"(1688.0, 1660.0)","(1728.0, 1704.0)",59.464
"(1359.0, 637.0)","(1315.0, 597.0)",59.464
"(2080.0, 3646.0)","(2021.0, 3654.0)",59.54
"(2005.0, 2701.0)","(1945.0, 2702.0)",60.008
"(1764.0, 339.0)","(1729.0, 290.0)",60.216
"(3034.0, 3318.0)","(2990.0, 3276.0)",60.828
"(666.0, 338.0)","(608.0, 319.0)",61.033
"(3053.0, 3424.0)","(3113.0, 3436.0)",61.188
"(2758.0, 1855.0)","(2809.0, 1820.0)",61.855
"(3406.0, 1152.0)","(3422.0, 1212.0)",62.097
"(3138.0, 2228.0)","(3113.0, 2171.0)",62.241
"(2484.0, 1130.0)","(2462.0, 1189.0)",62.968
"(3109.0, 3499.0)","(3113.0, 3436.0)",63.127
"(637.0, 1070.0)","(670.0, 1016.0)",63.285
"(2300.0, 2195.0)","(2363.0, 2201.0)",63.285
"(2089.0, 2788.0)","(2092.0, 2852.0)",64.07
"(1294.0, 1540.0)","(1295.0, 1475.0)",65.008
"(2656.0, 2362.0)","(2654.0, 2297.0)",65.031
"(1518.0, 176.0)","(1472.0, 222.0)",65.054
"(3188.0, 1830.0)","(3123.0, 1825.0)",65.192
"(1426.0, 1317.0)","(1365.0, 1340.0)",65.192
"(3277.0, 360.0)","(3342.0, 350.0)",65.765
"(3200.0, 3482.0)","(3248.0, 3527.0)",65.795
"(2985.0, 67.0)","(2934.0, 25.0)",66.068
"(2995.0, 3496.0)","(3022.0, 3557.0)",66.708
"(2658.0, 1740.0)","(2694.0, 1683.0)",67.417
"(215.0, 2583.0)","(192.0, 2519.0)",68.007
"(629.0, 1112.0)","(642.0, 1179.0)",68.25
"(3182.0, 3509.0)","(3248.0, 3527.0)",68.411
"(2874.0, 3505.0)","(2844.0, 3443.0)",68.877
"(151.0, 501.0)","(131.0, 435.0)",68.964
"(679.0, 453.0)","(729.0, 501.0)",69.311
"(1126.0, 1729.0)","(1108.0, 1662.0)",69.376
"(659.0, 1085.0)","(670.0, 1016.0)",69.871
"(2811.0, 3381.0)","(2844.0, 3443.0)",70.235
"(2637.0, 2130.0)","(2664.0, 2065.0)",70.385
"(1409.0, 1285.0)","(1365.0, 1340.0)",70.434
"(1607.0, 1431.0)","(1615.0, 1501.0)",70.456
"(2971.0, 3508.0)","(3022.0, 3557.0)",70.725
"(310.0, 181.0)","(327.0, 250.0)",71.063
"(584.0, 1753.0)","(513.0, 1756.0)",71.063
"(1913.0, 1725.0)","(1892.0, 1793.0)",71.169
"(2209.0, 1452.0)","(2180.0, 1517.0)",71.176
"(2784.0, 124.0)","(2853.0, 106.0)",71.309
"(96.0, 1760.0)","(105.0, 1689.0)",71.568
"(1641.0, 1198.0)","(1638.0, 1126.0)",72.062
"(3447.0, 2567.0)","(3451.0, 2639.0)",72.111
"(2310.0, 3557.0)","(2364.0, 3509.0)",72.25
"(2077.0, 2374.0)","(2125.0, 2319.0)",73.0
"(1418.0, 1428.0)","(1484.0, 1396.0)",73.348
"(2254.0, 2879.0)","(2183.0, 2898.0)",73.498
"(2657.0, 3055.0)","(2647.0, 2982.0)",73.682
"(1402.0, 1583.0)","(1442.0, 1521.0)",73.783
"(2471.0, 3205.0)","(2544.0, 3193.0)",73.98
"(1099.0, 133.0)","(1025.0, 138.0)",74.169
"(646.0, 1530.0)","(711.0, 1494.0)",74.303
"(1079.0, 520.0)","(1008.0, 498.0)",74.33
"(219.0, 634.0)","(150.0, 606.0)",74.465
"(3422.0, 2359.0)","(3483.0, 2402.0)",74.632
"(1647.0, 490.0)","(1663.0, 417.0)",74.733
"(2095.0, 3642.0)","(2021.0, 3654.0)",74.967
"(2834.0, 2161.0)","(2906.0, 2185.0)",75.895
"(2597.0, 2029.0)","(2664.0, 2065.0)",76.059
"(2549.0, 1990.0)","(2496.0, 2045.0)",76.381
"(770.0, 887.0)","(837.0, 849.0)",77.026
"(677.0, 354.0)","(608.0, 319.0)",77.369
"(1740.0, 426.0)","(1663.0, 417.0)",77.524
"(1903.0, 3698.0)","(1830.0, 3725.0)",77.833
"(2569.0, 2017.0)","(2496.0, 2045.0)",78.186
"(1554.0, 1550.0)","(1615.0, 1501.0)",78.243
"(1817.0, 39.0)","(1893.0, 20.0)",78.339
"(265.0, 1801.0)","(327.0, 1753.0)",78.409
"(2866.0, 720.0)","(2890.0, 645.0)",78.746
"(2590.0, 2166.0)","(2511.0, 2168.0)",79.025
"(3000.0, 3481.0)","(3022.0, 3557.0)",79.12
"(2200.0, 3109.0)","(2183.0, 3187.0)",79.831
"(2246.0, 2696.0)","(2166.0, 2698.0)",80.025
"(806.0, 524.0)","(729.0, 501.0)",80.362
"(1103.0, 158.0)","(1025.0, 138.0)",80.523
"(1336.0, 519.0)","(1315.0, 597.0)",80.777
"(292.0, 452.0)","(290.0, 371.0)",81.025
"(2571.0, 3737.0)","(2617.0, 3804.0)",81.271
"(1621.0, 1039.0)","(1638.0, 1119.0)",81.786
"(2895.0, 3126.0)","(2946.0, 3190.0)",81.835
"(1578.0, 1428.0)","(1615.0, 1501.0)",81.841
"(493.0, 140.0)","(481.0, 221.0)",81.884
"(2110.0, 1578.0)","(2092.0, 1658.0)",82.0
"(2284.0, 3530.0)","(2364.0, 3509.0)",82.71
"(1865.0, 2725.0)","(1945.0, 2702.0)",83.241
"(489.0, 987.0)","(423.0, 935.0)",84.024
"(1718.0, 3031.0)","(1786.0, 2981.0)",84.404
"(1588.0, 779.0)","(1666.0, 812.0)",84.694
"(836.0, 973.0)","(848.0, 889.0)",84.853
"(3346.0, 1426.0)","(3382.0, 1503.0)",85.0
"(144.0, 521.0)","(150.0, 606.0)",85.212
"(3252.0, 356.0)","(3194.0, 419.0)",85.633
"(1417.0, 3320.0)","(1478.0, 3381.0)",86.267
"(3250.0, 105.0)","(3312.0, 165.0)",86.279
"(3262.0, 2698.0)","(3348.0, 2691.0)",86.284
"(2794.0, 3276.0)","(2810.0, 3191.0)",86.493
"(1574.0, 3526.0)","(1487.0, 3533.0)",87.281
"(1421.0, 1273.0)","(1365.0, 1340.0)",87.321
"(763.0, 909.0)","(848.0, 889.0)",87.321
"(981.0, 1922.0)","(933.0, 1995.0)",87.367
"(2864.0, 3121.0)","(2810.0, 3191.0)",88.408
"(1038.0, 226.0)","(1025.0, 138.0)",88.955
"(287.0, 1834.0)","(327.0, 1753.0)",90.338
"(3481.0, 2553.0)","(3451.0, 2639.0)",91.082
"(1748.0, 450.0)","(1663.0, 417.0)",91.181
"(1440.0, 3298.0)","(1478.0, 3381.0)",91.285
"(676.0, 380.0)","(608.0, 319.0)",91.351
"(3191.0, 1887.0)","(3123.0, 1825.0)",92.022
"(2971.0, 3480.0)","(3022.0, 3557.0)",92.358
"(2190.0, 417.0)","(2149.0, 500.0)",92.574
"(1652.0, 1219.0)","(1638.0, 1126.0)",94.048
"(3517.0, 3432.0)","(3610.0, 3418.0)",94.048
"(1632.0, 1374.0)","(1689.0, 1449.0)",94.202
"(282.0, 465.0)","(290.0, 371.0)",94.34
"(2964.0, 1924.0)","(3007.0, 1840.0)",94.366
"(448.0, 2859.0)","(520.0, 2921.0)",95.016
"(3381.0, 2335.0)","(3417.0, 2247.0)",95.079
"(3353.0, 2359.0)","(3272.0, 2309.0)",95.189
"(1911.0, 232.0)","(1894.0, 138.0)",95.525
"(2264.0, 2847.0)","(2183.0, 2898.0)",95.718
"(696.0, 369.0)","(749.0, 289.0)",95.964
"(2185.0, 3091.0)","(2183.0, 3187.0)",96.021
"(2678.0, 3073.0)","(2647.0, 2982.0)",96.135
"(675.0, 1696.0)","(769.0, 1718.0)",96.54
"(2839.0, 2115.0)","(2906.0, 2185.0)",96.897
"(2016.0, 3226.0)","(2087.0, 3160.0)",96.938
"(2893.0, 3527.0)","(2844.0, 3443.0)",97.247
"(822.0, 646.0)","(894.0, 580.0)",97.673
"(1223.0, 1015.0)","(1127.0, 997.0)",97.673
"(3450.0, 2494.0)","(3483.0, 2402.0)",97.739
"(1591.0, 621.0)","(1517.0, 685.0)",97.837
"(3522.0, 2292.0)","(3503.0, 2388.0)",97.862
"(1342.0, 2122.0)","(1437.0, 2147.0)",98.234
"(1546.0, 2120.0)","(1449.0, 2136.0)",98.311
"(3121.0, 3534.0)","(3113.0, 3436.0)",98.326
"(2619.0, 2153.0)","(2664.0, 2065.0)",98.838
"(1875.0, 346.0)","(1948.0, 413.0)",99.086
"(2251.0, 2647.0)","(2166.0, 2698.0)",99.126
"(1870.0, 2462.0)","(1969.0, 2443.0)",100.807
"(2234.0, 2811.0)","(2183.0, 2898.0)",100.846
"(2205.0, 1390.0)","(2283.0, 1325.0)",101.533
"(1566.0, 793.0)","(1666.0, 812.0)",101.789
"(1619.0, 1226.0)","(1638.0, 1126.0)",101.789
"(1751.0, 469.0)","(1663.0, 417.0)",102.215
"(3222.0, 1851.0)","(3123.0, 1825.0)",102.357
"(1316.0, 1594.0)","(1214.0, 1578.0)",103.247
"(2286.0, 1842.0)","(2349.0, 1760.0)",103.407
"(753.0, 1139.0)","(702.0, 1229.0)",103.446
"(1563.0, 826.0)","(1666.0, 812.0)",103.947
"(2265.0, 3541.0)","(2364.0, 3509.0)",104.043
"(197.0, 1638.0)","(105.0, 1689.0)",105.19
"(2944.0, 1925.0)","(3007.0, 1840.0)",105.802
"(1548.0, 804.0)","(1522.0, 701.0)",106.231
"(2265.0, 2659.0)","(2166.0, 2698.0)",106.405
"(2203.0, 1413.0)","(2180.0, 1517.0)",106.513
"(2703.0, 1832.0)","(2809.0, 1820.0)",106.677
"(2617.0, 2183.0)","(2511.0, 2168.0)",107.056
"(2965.0, 1939.0)","(3007.0, 1840.0)",107.541
"(2909.0, 3529.0)","(2844.0, 3443.0)",107.801
"(2916.0, 1898.0)","(3007.0, 1840.0)",107.912
"(1043.0, 263.0)","(942.0, 224.0)",108.268
"(3508.0, 2508.0)","(3483.0, 2402.0)",108.908
"(1585.0, 599.0)","(1517.0, 685.0)",109.636
"(2469.0, 456.0)","(2563.0, 513.0)",109.932
"(2912.0, 3661.0)","(2821.0, 3599.0)",110.114
"(2043.0, 3005.0)","(1936.0, 3034.0)",110.86
"(1607.0, 906.0)","(1666.0, 812.0)",110.982
"(1653.0, 1344.0)","(1689.0, 1449.0)",111.0
"(2388.0, 3121.0)","(2285.0, 3078.0)",111.615
"(713.0, 111.0)","(632.0, 188.0)",111.759
"(2536.0, 823.0)","(2642.0, 786.0)",112.272
"(1613.0, 1364.0)","(1689.0, 1449.0)",114.022
"(1241.0, 1003.0)","(1127.0, 997.0)",114.158
"(2519.0, 1933.0)","(2496.0, 2045.0)",114.337
"(2242.0, 2319.0)","(2125.0, 2319.0)",117.0
"(3084.0, 681.0)","(3088.0, 798.0)",117.068
"(1813.0, 462.0)","(1802.0, 579.0)",117.516
"(1986.0, 3221.0)","(2087.0, 3160.0)",117.992
"(2293.0, 2854.0)","(2183.0, 2898.0)",118.474
"(1270.0, 2096.0)","(1158.0, 2055.0)",119.269
"(3428.0, 3674.0)","(3511.0, 3760.0)",119.52
"(3482.0, 1895.0)","(3602.0, 1891.0)",120.067
"(789.0, 994.0)","(848.0, 889.0)",120.441
"(2531.0, 3719.0)","(2650.0, 3700.0)",120.507
"(800.0, 656.0)","(894.0, 580.0)",120.88
"(3127.0, 1946.0)","(3123.0, 1825.0)",121.066
"(2738.0, 1919.0)","(2809.0, 1820.0)",121.828
"(3544.0, 2273.0)","(3503.0, 2388.0)",122.09
"(1404.0, 986.0)","(1428.0, 866.0)",122.376
"(2174.0, 1394.0)","(2180.0, 1517.0)",123.146
"(3480.0, 1863.0)","(3602.0, 1891.0)",125.172
"(1782.0, 3580.0)","(1812.0, 3702.0)",125.634
"(809.0, 673.0)","(894.0, 580.0)",125.992
"(1905.0, 1639.0)","(1947.0, 1520.0)",126.194
"(1843.0, 2435.0)","(1969.0, 2443.0)",126.254
"(2256.0, 1846.0)","(2349.0, 1760.0)",126.669
"(1641.0, 542.0)","(1663.0, 417.0)",126.921
"(2557.0, 1932.0)","(2496.0, 2045.0)",128.413
"(3252.0, 1207.0)","(3167.0, 1304.0)",128.973
"(3571.0, 1748.0)","(3600.0, 1622.0)",129.294
"(1599.0, 585.0)","(1517.0, 685.0)",129.321
"(1830.0, 2762.0)","(1945.0, 2702.0)",129.711
"(2663.0, 1557.0)","(2694.0, 1683.0)",129.757
"(2964.0, 1048.0)","(2971.0, 1178.0)",130.188
"(2774.0, 2164.0)","(2850.0, 2270.0)",130.43
"(1832.0, 3572.0)","(1812.0, 3702.0)",131.529
"(1306.0, 2133.0)","(1437.0, 2147.0)",131.746
"(1237.0, 445.0)","(1105.0, 448.0)",132.034
"(1258.0, 978.0)","(1127.0, 997.0)",132.371
"(2696.0, 1890.0)","(2809.0, 1820.0)",132.925
"(1857.0, 2517.0)","(1969.0, 2443.0)",134.239
"(1369.0, 987.0)","(1428.0, 866.0)",134.618
"(1620.0, 592.0)","(1703.0, 698.0)",134.629
"(1253.0, 477.0)","(1315.0, 597.0)",135.07
"(2508.0, 3542.0)","(2401.0, 3459.0)",135.418
"(473.0, 1061.0)","(423.0, 935.0)",135.558
"(3335.0, 1108.0)","(3422.0, 1212.0)",135.591
"(1596.0, 535.0)","(1663.0, 417.0)",135.695
"(934.0, 994.0)","(848.0, 889.0)",135.724
"(1002.0, 1388.0)","(949.0, 1515.0)",137.615
"(2230.0, 1851.0)","(2191.0, 1719.0)",137.641
"(781.0, 659.0)","(894.0, 580.0)",137.877
"(2656.0, 1926.0)","(2664.0, 2065.0)",139.23
"(2273.0, 2372.0)","(2402.0, 2318.0)",139.846
"(2510.0, 3708.0)","(2650.0, 3700.0)",140.228
"(2521.0, 3614.0)","(2655.0, 3656.0)",140.428
"(383.0, 2874.0)","(435.0, 2743.0)",140.943
"(2251.0, 1873.0)","(2371.0, 1949.0)",142.042
"(1734.0, 2575.0)","(1632.0, 2674.0)",142.144
"(1296.0, 2119.0)","(1437.0, 2147.0)",143.753
"(1299.0, 954.0)","(1379.0, 834.0)",144.222
"(784.0, 2385.0)","(861.0, 2508.0)",145.114
"(2409.0, 1420.0)","(2531.0, 1504.0)",148.122
"(2967.0, 1984.0)","(3007.0, 1840.0)",149.452
"(1622.0, 572.0)","(1703.0, 698.0)",149.79
"(1598.0, 2153.0)","(1449.0, 2136.0)",149.967
"(3367.0, 1859.0)","(3253.0, 1957.0)",150.333
"(2270.0, 2391.0)","(2402.0, 2318.0)",150.841
"(2990.0, 913.0)","(3088.0, 798.0)",151.093
"(2591.0, 1926.0)","(2496.0, 2045.0)",152.269
"(1790.0, 3551.0)","(1812.0, 3702.0)",152.594
"(1269.0, 450.0)","(1315.0, 597.0)",154.029
"(774.0, 707.0)","(837.0, 849.0)",155.348
"(2231.0, 1881.0)","(2371.0, 1949.0)",155.641
"(1997.0, 3287.0)","(2087.0, 3160.0)",155.657
"(2328.0, 392.0)","(2302.0, 238.0)",156.179
"(1836.0, 3154.0)","(1936.0, 3034.0)",156.205
"(1283.0, 985.0)","(1127.0, 997.0)",156.461
"(3098.0, 2477.0)","(3115.0, 2321.0)",156.924
"(2664.0, 1892.0)","(2809.0, 1820.0)",161.892
"(965.0, 1001.0)","(848.0, 889.0)",161.966
"(759.0, 673.0)","(894.0, 580.0)",163.933
"(2891.0, 1963.0)","(2809.0, 1820.0)",164.842
"(3307.0, 2530.0)","(3348.0, 2691.0)",166.138
"(3290.0, 2533.0)","(3348.0, 2691.0)",168.309
"(493.0, 1100.0)","(642.0, 1179.0)",168.648
"(117.0, 1398.0)","(285.0, 1370.0)",170.317
"(739.0, 708.0)","(837.0, 849.0)",171.712
"(3089.0, 3717.0)","(3022.0, 3557.0)",173.462
"(2050.0, 1373.0)","(2094.0, 1204.0)",174.634
"(2829.0, 810.0)","(2890.0, 645.0)",175.915
"(1778.0, 2448.0)","(1865.0, 2293.0)",177.747
"(1807.0, 3182.0)","(1641.0, 3106.0)",182.571
"(974.0, 2692.0)","(1035.0, 2518.0)",184.383
"(3400.0, 1843.0)","(3253.0, 1957.0)",186.024
"(3278.0, 2501.0)","(3272.0, 2309.0)",192.094
"(1093.0, 1272.0)","(1131.0, 1463.0)",194.743
"(1780.0, 2498.0)","(1969.0, 2443.0)",196.84
"(1081.0, 1260.0)","(1131.0, 1463.0)",209.067
"(1951.0, 3321.0)","(2087.0, 3160.0)",210.753
"(1883.0, 3356.0)","(1682.0, 3426.0)",212.84
"(677.0, 2386.0)","(861.0, 2508.0)",220.771
"(3105.0, 2570.0)","(3115.0, 2321.0)",249.201
"(517.0, 3247.0)","(732.0, 3428.0)",281.044
