radius,%_gp_captured,%_img_covered,LCPI,total_gp
0.089,0.04938271604938271,0.021845955837791857,2.260496927488718,81
0.142,0.07407407407407407,0.04385241297093986,1.689167574955602,81
0.195,0.07407407407407407,0.06577951881711652,1.126096320041782,81
0.249,0.09876543209876543,0.09003008845835185,1.0970269361054172,81
0.302,0.12345679012345678,0.11493048080100109,1.0741866671315747,81
0.355,0.16049382716049382,0.1392482257688704,1.1525735877373957,81
0.408,0.1728395061728395,0.15925312105837874,1.0853131481767335,81
0.462,0.1728395061728395,0.177920736158562,0.9714410467524475,81
0.515,0.19753086419753085,0.1931393029484088,1.0227377917496943,81
0.568,0.19753086419753085,0.2072941335669642,0.9529013715852243,81
0.622,0.20987654320987653,0.22164799962807977,0.9468912129233944,81
