og_coord,starfish_coord,dist
"(7787.76, 7112.88)","(7768.0, 7092.0)",28.748
"(3769.56, 3591.96)","(3796.0, 3579.0)",29.445
"(7237.2, 7281.6)","(7203.0, 7297.0)",37.507
"(6238.2, 6623.592)","(6238.0, 6586.0)",37.593
"(7890.768, 7040.064)","(7881.0, 7002.0)",39.297
"(5214.336, 5338.656)","(5206.0, 5383.0)",45.121
"(4715.28, 5350.2)","(4729.0, 5300.0)",52.041
"(6198.24, 6628.032)","(6238.0, 6586.0)",57.858
"(6141.408, 5685.864)","(6206.0, 5703.0)",66.826
"(4081.248, 4085.688)","(4009.0, 4080.0)",72.472
"(5172.6, 5310.24)","(5206.0, 5383.0)",80.06
"(5245.416, 5310.24)","(5206.0, 5383.0)",82.75
"(4755.24, 5380.392)","(4729.0, 5300.0)",84.566
"(1408.368, 1056.72)","(1501.0, 1040.0)",94.129
"(7238.088, 7387.272)","(7203.0, 7297.0)",96.851
"(1416.36, 1094.016)","(1501.0, 1040.0)",100.407
"(4662.0, 5089.128)","(4574.0, 5140.0)",101.646
"(4668.216, 5100.672)","(4574.0, 5140.0)",102.095
"(1403.928, 1073.592)","(1501.0, 1040.0)",102.72
"(3866.352, 3502.272)","(3796.0, 3579.0)",104.099
"(5185.032, 5280.936)","(5206.0, 5383.0)",104.196
"(5106.0, 5352.864)","(5206.0, 5383.0)",104.442
"(2848.704, 2978.352)","(2765.0, 2909.0)",108.702
"(1401.264, 1094.904)","(1501.0, 1040.0)",113.85
"(3919.632, 4009.32)","(4009.0, 4080.0)",113.94
"(6650.232, 6724.824)","(6650.0, 6602.0)",122.824
"(3921.408, 3991.56)","(4009.0, 4080.0)",124.475
"(4677.096, 5065.152)","(4574.0, 5140.0)",127.401
"(3852.144, 3462.312)","(3796.0, 3579.0)",129.492
"(3927.624, 3979.128)","(4009.0, 4080.0)",129.604
"(2419.8, 2242.2)","(2370.0, 2113.0)",138.465
"(5067.816, 5359.08)","(5206.0, 5383.0)",140.239
"(6673.32, 6740.808)","(6650.0, 6602.0)",140.753
"(3889.44, 3993.336)","(4009.0, 4080.0)",147.666
"(5065.152, 5329.776)","(5206.0, 5383.0)",150.569
"(3863.688, 3440.112)","(3796.0, 3579.0)",154.504
"(2682.648, 1458.096)","(2576.0, 1570.0)",154.584
"(3044.064, 1924.296)","(2897.0, 1875.0)",155.106
"(3908.088, 3958.704)","(4009.0, 4080.0)",157.785
"(2411.808, 2272.392)","(2370.0, 2113.0)",164.784
"(4331.664, 4347.648)","(4475.0, 4438.0)",169.436
"(4795.2, 4505.712)","(4890.0, 4648.0)",170.976
"(2529.912, 2037.072)","(2370.0, 2113.0)",177.022
"(3060.936, 1942.056)","(2897.0, 1875.0)",177.12
"(2233.32, 1040.736)","(2311.0, 1204.0)",180.802
"(4308.576, 4352.976)","(4475.0, 4438.0)",186.885
"(3126.648, 3599.952)","(3244.0, 3444.0)",195.173
"(5629.032, 5827.056)","(5699.0, 6011.0)",196.802
"(2213.784, 1030.08)","(2311.0, 1204.0)",199.246
"(4305.912, 4331.664)","(4475.0, 4438.0)",199.745
"(4331.664, 4164.72)","(4258.0, 3978.0)",200.726
"(3145.296, 3623.928)","(3244.0, 3444.0)",205.223
"(2746.584, 2391.384)","(2708.0, 2596.0)",208.222
"(2804.304, 3115.992)","(2765.0, 2909.0)",210.691
"(2559.216, 2013.096)","(2370.0, 2113.0)",213.971
"(2690.64, 2381.616)","(2708.0, 2596.0)",215.086
"(3147.072, 3638.136)","(3244.0, 3444.0)",216.988
"(4335.216, 4193.136)","(4562.0, 4210.0)",227.41
"(3093.792, 3615.936)","(3244.0, 3444.0)",228.308
"(3885.888, 3348.648)","(3796.0, 3579.0)",247.269
"(6551.664, 5976.24)","(6313.0, 5899.0)",250.852
"(4407.144, 4847.592)","(4402.0, 5100.0)",252.46
"(6577.416, 5979.792)","(6313.0, 5899.0)",276.484
"(6588.072, 5962.032)","(6313.0, 5899.0)",282.201
"(4993.224, 5758.68)","(5274.0, 5709.0)",285.137
"(2996.112, 2148.96)","(2897.0, 1875.0)",291.337
"(6713.28, 6199.128)","(6538.0, 6445.0)",301.954
"(3009.432, 2172.048)","(2897.0, 1875.0)",317.614
"(2710.176, 2140.08)","(2897.0, 1875.0)",324.3
"(6722.16, 6176.04)","(6538.0, 6445.0)",325.967
"(5160.168, 4963.92)","(5479.0, 4891.0)",327.064
"(4953.264, 5779.104)","(5274.0, 5709.0)",328.308
"(5139.744, 4990.56)","(5479.0, 4891.0)",353.563
"(5128.2, 4966.584)","(5479.0, 4891.0)",358.85
"(5119.32, 4979.904)","(5479.0, 4891.0)",370.505
"(4187.808, 4779.216)","(4402.0, 5100.0)",385.721
"(8095.896, 7325.112)","(7881.0, 7002.0)",388.049
"(6938.832, 6080.136)","(7121.0, 6441.0)",404.238
"(6943.272, 6067.704)","(7121.0, 6441.0)",413.445
"(6715.056, 6052.608)","(6313.0, 5899.0)",430.4
"(3922.296, 5215.224)","(4402.0, 5100.0)",493.348
